t_s,enc_x_deg,acc_x_deg,enc_y_deg,acc_y_deg,axW,ayW,azW,a_belt,v_belt,cmd_sps_x,cmd_dir_x,cmd_vel_x,steps_x,cmd_sps_y,cmd_dir_y,cmd_vel_y,steps_y,cam_t_s,cam_x_mm,cam_y_mm,cam_dx_mm,cam_dy_mm,cam_vx_mm,cam_vy_mm
1.99486,315.176,-498.867,308.936,-1073.760,0.032,0.195,0.017,0.195,0.115,177.8,1,177.8,556,517.9,-1,-517.9,-1193,1.973,45.555,23.526,2.117,0.148,231.070,16.119
2.01174,309.463,-504.580,300.498,-1082.197,-0.007,0.271,0.040,0.271,0.120,127.0,1,127.0,561,506.5,-1,-506.5,-1201,1.991,46.825,23.669,1.269,0.143,78.582,8.814
2.02974,308.672,-505.371,293.730,-1088.965,0.226,-0.611,0.199,-0.611,0.115,0.0,1,0.0,563,466.0,-1,-466.0,-1209,2.011,49.737,24.175,1.051,0.000,92.552,0.000
2.04696,308.672,-505.371,289.687,-1093.008,0.144,-0.391,0.086,-0.391,0.112,0.0,-1,0.0,563,435.5,-1,-435.5,-1215,2.022,51.482,24.557,1.746,0.382,161.848,35.423
2.06421,308.672,-505.371,283.359,-1099.336,0.167,-0.286,0.109,-0.286,0.106,159.8,-1,-159.8,563,416.3,-1,-416.3,-1222,2.047,53.995,24.796,1.251,0.239,117.365,22.454
2.08440,314.912,-499.131,277.207,-1105.488,0.005,-0.378,0.203,-0.378,0.101,217.9,-1,-217.9,557,401.4,-1,-401.4,-1229,2.062,55.446,24.983,1.451,0.187,100.315,12.932
2.10460,320.889,-493.154,271.055,-1111.641,0.093,-0.271,-0.134,-0.271,0.095,305.0,-1,-305.0,551,353.9,-1,-353.9,-1236,2.085,57.625,25.577,0.858,0.386,73.465,33.045
2.12480,327.041,-487.002,264.727,-1117.969,0.111,-0.617,-0.058,-0.617,0.083,341.5,-1,-341.5,545,336.3,-1,-336.3,-1243,2.108,58.539,25.796,-0.461,0.395,-39.874,34.253
2.14499,333.545,-480.498,259.014,-1123.682,-0.050,-0.490,-0.038,-0.490,0.071,383.0,-1,-383.0,538,308.0,-1,-308.0,-1249,2.119,59.575,26.150,1.037,0.353,95.729,32.675
2.16517,340.928,-473.115,253.301,-1129.395,-0.336,-0.863,-0.130,-0.863,0.056,388.2,-1,-388.2,531,330.4,-1,-330.4,-1255,2.135,59.704,25.869,0.129,-0.281,7.857,-17.137
2.18389,347.783,-466.260,248.379,-1134.316,-0.447,-0.751,-0.146,-0.751,0.043,410.9,-1,-410.9,525,313.6,-1,-313.6,-1260,2.164,60.271,26.080,0.000,-0.090,0.000,-8.718
2.20409,355.078,-458.965,242.842,-1139.854,-0.606,-0.839,-0.359,-0.839,0.027,403.1,-1,-403.1,518,276.0,-1,-276.0,-1266,2.189,60.078,26.550,-0.321,0.000,-29.717,0.000
