t_s,enc_x_deg,acc_x_deg,enc_y_deg,acc_y_deg,axW,ayW,azW,a_belt,v_belt,cmd_sps_x,cmd_dir_x,cmd_vel_x,steps_x,cmd_sps_y,cmd_dir_y,cmd_vel_y,steps_y,cam_t_s,cam_x_mm,cam_y_mm,cam_dx_mm,cam_dy_mm,cam_vx_mm,cam_vy_mm
0.67662,229.834,0.000,83.936,0.088,0.003,0.009,0.002,0.009,0.018,0.0,1,0.0,0,0.0,1,0.0,0,0.652,0.000,0.000,0.000,0.000,0.000,0.000
0.69730,229.834,0.000,83.936,0.088,0.007,0.010,0.004,0.010,0.018,0.0,1,0.0,0,0.0,1,0.0,0,0.674,0.000,0.000,0.000,0.000,0.000,0.000
0.71750,229.922,0.088,83.936,0.088,0.007,0.010,0.004,0.010,0.018,0.0,1,0.0,0,0.0,1,0.0,0,0.696,0.000,0.000,0.000,0.000,0.000,0.000
0.73620,229.834,0.000,83.848,0.000,0.008,0.008,0.002,0.008,0.019,0.0,1,0.0,0,0.0,1,0.0,0,0.721,0.000,0.000,0.000,0.000,0.000,0.000
0.75641,229.834,0.000,83.848,0.000,0.005,0.011,0.006,0.011,0.019,0.0,1,0.0,0,0.0,1,0.0,0,0.733,0.000,0.000,0.000,0.000,0.000,0.000
0.77662,229.922,0.088,83.936,0.088,0.007,0.011,0.000,0.011,0.019,0.0,1,0.0,0,0.0,1,0.0,0,0.759,0.000,0.000,0.000,0.000,0.000,0.000
0.79680,229.922,0.088,83.848,0.000,0.010,0.008,0.002,0.008,0.019,0.0,1,0.0,0,0.0,1,0.0,0,0.784,0.000,0.000,0.000,0.000,0.000,0.000
0.81704,229.834,0.000,83.936,0.088,0.010,0.009,-0.002,0.009,0.019,0.0,1,0.0,0,0.0,1,0.0,0,0.802,0.000,0.000,0.000,0.000,0.000,0.000
0.83641,229.834,0.000,83.936,0.088,0.011,0.010,-0.004,0.010,0.019,0.0,1,0.0,0,0.0,1,0.0,0,0.807,0.000,0.000,0.000,0.000,0.000,0.000
0.85662,229.834,0.000,83.936,0.088,0.013,0.010,0.000,0.010,0.020,0.0,1,0.0,0,0.0,1,0.0,0,0.833,0.000,0.000,0.000,0.000,0.000,0.000
0.87680,229.834,0.000,83.936,0.088,0.012,0.008,0.000,0.008,0.020,0.0,1,0.0,0,0.0,1,0.0,0,0.859,0.000,0.000,0.000,0.000,0.000,0.000
0.89700,229.922,0.088,83.848,0.000,0.012,0.011,-0.003,0.011,0.020,0.0,1,0.0,0,0.0,1,0.0,0,0.875,0.000,0.000,0.000,0.000,0.000,0.000
