t_s,enc_as5600_deg,acc_deg,clar_counts,clar_deg,a_belt,v_belt,axW,ayW,azW,cmd_sps,cmd_dir,cmd_vel,cam_t_s,cam_x_mm,cam_y_mm,cam_dx_mm,cam_dy_mm,cam_vx_mm,cam_vy_mm
0.02165,311.045,0.000,0,0.000,0.000,0.000,0.007,0.000,0.004,500.0,1,500.0,0.005,0.00,0.00,0.00,0.00,0.00,0.00
0.03169,310.957,-0.088,0,0.000,0.000,0.000,0.005,0.000,0.002,500.0,1,500.0,0.015,0.00,0.00,0.00,0.00,0.00,0.00
0.04191,310.957,-0.088,0,0.000,-0.002,-0.000,0.004,-0.002,0.001,500.0,1,500.0,0.015,0.00,0.00,0.00,0.00,0.00,0.00
0.05197,311.045,0.000,0,0.000,-0.002,-0.000,0.005,-0.002,0.003,500.0,1,500.0,0.030,0.00,0.00,0.00,0.00,0.00,0.00
0.07157,311.045,0.000,0,0.000,0.000,-0.000,0.008,0.000,0.008,500.0,1,500.0,0.055,0.00,0.00,0.00,0.00,0.00,0.00
0.08161,311.045,0.000,0,0.000,0.000,-0.000,0.007,0.000,0.005,500.0,1,500.0,0.055,0.00,0.00,0.00,0.00,0.00,0.00
0.09183,311.045,0.000,0,0.000,0.002,-0.000,0.010,0.002,0.006,500.0,1,500.0,0.071,0.00,0.00,0.00,0.00,0.00,0.00
0.13138,311.045,0.000,0,0.000,0.003,0.000,0.006,0.003,0.007,500.0,1,500.0,0.085,0.00,0.00,0.00,0.00,0.00,0.00
0.14168,311.045,0.000,0,0.000,0.005,0.000,0.006,0.005,0.007,500.0,1,500.0,0.085,0.00,0.00,0.00,0.00,0.00,0.00
0.31269,311.045,0.000,0,0.000,0.005,0.001,0.001,0.005,0.010,500.0,1,500.0,0.122,0.00,0.00,0.00,0.00,0.00,0.00
0.33255,311.045,0.000,0,0.000,0.004,0.001,0.002,0.004,0.003,500.0,1,500.0,0.141,0.00,0.00,0.00,0.29,0.00,0.00
0.35118,310.957,-0.088,0,0.000,0.006,0.001,0.002,0.006,0.005,500.0,1,500.0,0.141,0.00,0.00,0.00,0.29,0.00,0.00
0.36141,311.045,0.000,0,0.000,0.005,0.001,0.002,0.005,0.007,500.0,1,500.0,0.340,0.00,0.00,0.00,0.00,0.00,0.00
0.37146,310.957,-0.088,0,0.000,0.004,0.001,-0.001,0.004,0.008,500.0,1,500.0,0.350,0.00,0.00,0.00,0.00,0.00,0.00
0.39105,310.957,-0.088,0,0.000,0.004,0.001,0.000,0.004,0.005,500.0,1,500.0,0.350,0.00,0.00,0.00,0.00,0.00,0.00
0.40110,310.957,-0.088,0,0.000,0.003,0.001,0.001,0.003,0.002,500.0,1,500.0,0.376,0.00,0.00,0.00,0.00,0.00,0.00
