t_s,enc_as5600_deg,acc_deg,clar_counts,clar_deg,a_belt,a_rod,v_belt,axW,ayW,azW,cmd_sps,cmd_dir,cmd_vel,cam_t_s,cam_x_mm,cam_y_mm,cam_dx_mm,cam_dy_mm,cam_vx_mm,cam_vy_mm
0.03169,252.070,0.088,0,0.000,0.002,0.004,0.000,0.007,0.002,0.004,500.0,-1,-500.0,0.014,0.00,0.00,0.00,0.00,0.00,0.00
0.05127,252.070,0.088,0,0.000,0.002,0.008,0.000,0.007,0.002,0.008,500.0,-1,-500.0,0.030,0.00,0.00,0.00,0.00,0.00,0.00
0.06133,251.982,0.000,0,0.000,0.004,0.008,0.000,0.008,0.004,0.008,500.0,-1,-500.0,0.040,0.00,0.00,0.00,0.00,0.00,0.00
0.07156,252.070,0.088,0,0.000,0.004,0.008,0.000,0.008,0.004,0.008,500.0,-1,-500.0,0.053,0.00,0.00,0.00,0.00,0.00,0.00
0.08161,251.982,0.000,0,0.000,0.002,0.005,0.000,0.007,0.002,0.005,500.0,-1,-500.0,0.053,0.00,0.00,0.00,0.00,0.00,0.00
0.10120,251.982,0.000,0,0.000,0.000,0.000,0.000,0.005,0.000,0.000,500.0,-1,-500.0,0.075,0.00,0.00,0.00,0.00,0.00,0.00
0.12137,251.982,0.000,0,0.000,0.000,0.001,0.000,0.004,0.000,0.001,500.0,-1,-500.0,0.088,0.00,0.00,0.00,0.00,0.00,0.00
0.14118,251.982,0.000,0,0.000,0.002,0.004,0.000,0.004,0.002,0.004,500.0,-1,-500.0,0.127,0.00,0.00,0.00,0.00,0.00,0.00
0.30379,251.982,0.000,0,0.000,0.008,0.007,0.002,0.002,0.008,0.007,500.0,-1,-500.0,0.134,0.00,0.00,0.00,0.00,0.00,0.00
0.32254,252.070,0.088,0,0.000,0.008,0.002,0.002,0.001,0.008,0.002,500.0,-1,-500.0,0.134,0.00,0.00,0.00,0.00,0.00,0.00
0.34117,252.070,0.088,0,0.000,0.006,0.003,0.002,0.005,0.006,0.003,500.0,-1,-500.0,0.327,0.00,0.00,0.00,0.00,0.00,0.00
0.36076,251.982,0.000,0,0.000,0.005,0.004,0.002,0.009,0.005,0.004,500.0,-1,-500.0,0.335,0.00,0.00,0.00,0.00,0.00,0.00
0.37082,251.982,0.000,0,0.000,0.005,0.005,0.002,0.005,0.005,0.005,500.0,-1,-500.0,0.345,0.00,0.00,0.00,0.00,0.00,0.00
0.38104,251.982,0.000,0,0.000,0.006,0.003,0.002,0.006,0.006,0.003,500.0,-1,-500.0,0.361,0.00,0.00,0.00,0.00,0.00,0.00
0.39110,252.070,0.088,0,0.000,0.007,0.002,0.002,0.005,0.007,0.002,500.0,-1,-500.0,0.361,0.00,0.00,0.00,0.00,0.00,0.00
0.41068,251.982,0.000,0,0.000,0.007,0.002,0.002,0.007,0.007,0.002,500.0,-1,-500.0,0.389,0.00,0.00,0.00,0.00,0.00,0.00
0.42074,252.070,0.088,0,0.000,0.007,0.005,0.002,0.007,0.007,0.005,500.0,-1,-500.0,0.389,0.00,0.00,0.00,0.00,0.00,0.00
0.43096,251.982,0.000,0,0.000,0.007,0.000,0.002,0.004,0.007,0.000,500.0,-1,-500.0,0.408,0.00,0.00,0.00,0.00,0.00,0.00
0.44140,251.982,0.000,0,0.000,0.006,0.001,0.002,0.005,0.006,0.001,500.0,-1,-500.0,0.417,0.00,0.00,0.00,0.00,0.00,0.00
0.46086,251.982,0.000,0,0.000,0.008,0.004,0.003,0.004,0.008,0.004,500.0,-1,-500.0,0.439,0.00,0.00,0.00,0.00,0.00,0.00
