t_s,enc_as5600_deg,acc_deg,clar_counts,clar_deg,a_belt,a_rod,v_belt,axW,ayW,azW,cmd_sps,cmd_dir,cmd_vel,cam_t_s,cam_x_mm,cam_y_mm,cam_dx_mm,cam_dy_mm,cam_vx_mm,cam_vy_mm
1.75849,4.834,-1024.893,0,0.000,0.010,0.003,0.016,0.074,0.010,0.003,2500.0,-1,-2500.0,1.729,-0.37,17.21,0.00,0.37,0.00,41.18
1.77807,338.906,-1050.820,0,0.000,0.010,-0.008,0.017,0.054,0.010,-0.008,2500.0,-1,-2500.0,1.757,-0.37,17.89,0.00,0.38,0.00,28.81
1.78813,325.459,-1064.268,0,0.000,0.009,0.004,0.017,0.052,0.009,0.004,2500.0,-1,-2500.0,1.757,-0.37,17.89,0.00,0.38,0.00,28.81
1.79835,311.924,-1077.803,0,0.000,0.002,0.008,0.017,0.035,0.002,0.008,2500.0,-1,-2500.0,1.768,-0.37,18.18,0.00,0.29,0.00,23.82
1.86226,217.881,-1171.846,0,0.000,-0.004,-0.016,0.016,0.019,-0.004,-0.016,2500.0,-1,-2500.0,1.780,-0.37,18.47,0.00,0.29,0.00,22.47
1.87800,202.676,-1187.051,0,0.000,-0.005,0.000,0.016,-0.019,-0.005,0.000,2500.0,-1,-2500.0,1.850,-0.42,19.99,-0.05,0.27,-5.79,29.46
1.88824,188.613,-1201.113,0,0.000,-0.002,0.014,0.016,-0.037,-0.002,0.014,2500.0,-1,-2500.0,1.872,-0.42,20.17,0.00,0.18,0.00,15.42
1.90764,161.191,-1228.535,0,0.000,0.022,0.041,0.017,-0.063,0.022,0.041,2500.0,-1,-2500.0,1.881,-0.42,20.40,0.00,0.23,0.00,20.51
1.91787,147.393,-1242.334,0,0.000,0.022,0.022,0.017,-0.071,0.022,0.022,2500.0,-1,-2500.0,1.896,-0.42,20.66,0.00,0.26,0.00,19.17
1.92792,133.506,-1256.221,0,0.000,0.014,-0.008,0.017,-0.067,0.014,-0.008,2500.0,-1,-2500.0,1.908,-0.42,20.96,0.00,0.30,0.00,25.12
1.93816,119.971,-1269.756,0,0.000,0.011,-0.026,0.017,-0.075,0.011,-0.026,2500.0,-1,-2500.0,1.920,-0.42,21.25,0.00,0.29,0.00,24.91
1.95756,93.867,-1295.859,0,0.000,0.010,0.002,0.017,-0.072,0.010,0.002,2500.0,-1,-2500.0,1.933,-0.42,21.59,0.00,0.33,0.00,22.75
1.96779,80.684,-1309.043,0,0.000,0.016,-0.007,0.017,-0.038,0.016,-0.007,2500.0,-1,-2500.0,1.944,-0.42,22.05,0.00,0.46,0.00,49.81
1.97784,67.148,-1322.578,0,0.000,0.015,0.002,0.018,-0.012,0.015,0.002,2500.0,-1,-2500.0,1.959,-0.42,22.40,0.00,0.35,0.00,21.70
2.01680,37.969,-1351.758,0,0.000,0.074,-0.315,0.021,-0.025,0.074,-0.315,0.0,1,0.0,1.970,-0.42,22.74,0.00,0.34,0.00,30.21
2.02753,38.145,-1351.582,0,0.000,0.132,-0.264,0.022,-0.008,0.132,-0.264,0.0,1,0.0,1.970,-0.42,22.74,0.00,0.34,0.00,30.21
2.03775,38.232,-1351.494,0,0.000,0.110,-0.105,0.023,0.000,0.110,-0.105,0.0,1,0.0,2.020,-0.42,24.36,0.00,0.33,0.00,31.36
2.04781,38.232,-1351.494,0,0.000,0.029,-0.127,0.023,-0.017,0.029,-0.127,0.0,1,0.0,2.020,-0.42,24.36,0.00,0.33,0.00,31.36
2.06739,38.145,-1351.582,0,0.000,0.030,-0.026,0.024,-0.018,0.030,-0.026,0.0,1,0.0,2.046,-0.42,24.53,0.00,-0.23,0.00,-19.80
2.07745,38.145,-1351.582,0,0.000,0.008,-0.026,0.024,-0.033,0.008,-0.026,0.0,1,0.0,2.058,-0.42,24.53,0.00,0.00,0.00,0.00
2.08767,38.145,-1351.582,0,0.000,0.017,-0.070,0.024,-0.032,0.017,-0.070,0.0,1,0.0,2.068,-0.49,24.46,-0.07,-0.07,-7.58,-7.87
2.09773,38.145,-1351.582,0,0.000,0.014,-0.009,0.024,-0.046,0.014,-0.009,0.0,1,0.0,2.068,-0.49,24.46,-0.07,-0.07,-7.58,-7.87
2.11731,38.057,-1351.670,0,0.000,0.007,-0.032,0.024,-0.041,0.007,-0.032,0.0,1,0.0,2.095,-0.42,24.36,0.00,0.00,0.00,0.00
2.12737,38.145,-1351.582,0,0.000,0.004,-0.004,0.024,-0.041,0.004,-0.004,0.0,1,0.0,2.105,-0.42,24.46,0.00,0.10,0.00,9.54
2.13773,38.145,-1351.582,0,0.000,0.003,0.023,0.024,-0.017,0.003,0.023,0.0,1,0.0,2.105,-0.42,24.46,0.00,0.10,0.00,9.54
2.15731,38.057,-1351.670,0,0.000,-0.008,-0.014,0.024,0.020,-0.008,-0.014,0.0,1,0.0,2.131,-0.42,24.43,0.00,0.07,0.00,5.28
2.16754,38.232,-1351.494,0,0.000,-0.012,0.020,0.024,0.032,-0.012,0.020,0.0,1,0.0,2.144,-0.42,24.43,0.00,0.00,0.00,0.00
2.17759,38.232,-1351.494,0,0.000,-0.008,-0.004,0.024,0.044,-0.008,-0.004,0.0,1,0.0,2.151,-0.42,24.43,0.00,0.00,0.00,0.00
2.19718,38.145,-1351.582,0,0.000,0.004,0.021,0.024,0.044,0.004,0.021,0.0,1,0.0,2.167,-0.42,24.48,0.00,0.05,0.00,3.74
2.20723,38.232,-1351.494,0,0.000,0.016,0.011,0.024,0.037,0.016,0.011,0.0,1,0.0,2.187,-0.42,24.48,0.00,0.00,0.00,0.00
2.21747,38.145,-1351.582,0,0.000,0.022,-0.002,0.024,0.024,0.022,-0.002,0.0,1,0.0,2.196,-0.42,24.48,0.00,0.00,0.00,0.00
2.22751,38.232,-1351.494,0,0.000,0.032,0.017,0.025,0.010,0.032,0.017,0.0,1,0.0,2.209,-0.42,24.48,0.00,0.00,0.00,0.00
