t_s,enc_as5600_deg,acc_deg,clar_counts,clar_deg,a_belt,a_rod,v_belt,axW,ayW,azW,cmd_sps,cmd_dir,cmd_vel,cam_t_s,cam_x_mm,cam_y_mm,cam_dx_mm,cam_dy_mm,cam_vx_mm,cam_vy_mm
0.03100,309.727,0.000,0,0.000,0.004,0.014,0.000,0.005,0.004,0.014,2500.0,-1,-2500.0,0.013,0.00,0.00,0.00,0.00,0.00,0.00
0.04105,309.727,0.000,0,0.000,0.003,0.015,0.000,0.004,0.003,0.015,2500.0,-1,-2500.0,0.013,0.00,0.00,0.00,0.00,0.00,0.00
0.05128,309.814,0.088,0,0.000,0.005,0.015,0.000,0.002,0.005,0.015,2500.0,-1,-2500.0,0.025,0.00,0.00,0.00,0.00,0.00,0.00
0.06133,309.727,0.000,0,0.000,0.008,0.016,0.000,0.004,0.008,0.016,2500.0,-1,-2500.0,0.038,0.00,0.00,0.00,0.00,0.00,0.00
0.08092,309.727,0.000,0,0.000,0.005,0.007,0.000,0.002,0.005,0.007,2500.0,-1,-2500.0,0.057,0.00,0.00,0.00,0.00,0.00,0.00
0.09097,309.814,0.088,0,0.000,0.002,0.004,0.000,0.003,0.002,0.004,2500.0,-1,-2500.0,0.067,0.00,0.00,0.00,0.00,0.00,0.00
0.13139,309.727,0.000,0,0.000,0.002,0.009,0.000,0.005,0.002,0.009,2500.0,-1,-2500.0,0.079,0.00,0.00,0.00,0.00,0.00,0.00
0.15079,309.814,0.088,0,0.000,0.005,0.006,0.001,0.007,0.005,0.006,2500.0,-1,-2500.0,0.116,0.00,0.00,0.00,0.00,0.00,0.00
0.16084,309.727,0.000,0,0.000,0.002,0.007,0.001,0.005,0.002,0.007,2500.0,-1,-2500.0,0.141,0.00,0.00,0.00,0.00,0.00,0.00
0.31471,309.727,0.000,0,0.000,0.013,0.008,0.003,0.008,0.013,0.008,2500.0,-1,-2500.0,0.149,0.00,0.00,0.00,0.00,0.00,0.00
0.33235,309.727,0.000,0,0.000,0.014,0.007,0.003,0.010,0.014,0.007,2500.0,-1,-2500.0,0.149,0.00,0.00,0.00,0.00,0.00,0.00
0.35029,309.727,0.000,0,0.000,0.013,0.010,0.003,0.010,0.013,0.010,2500.0,-1,-2500.0,0.332,0.00,0.00,0.00,0.00,0.00,0.00
0.36035,309.727,0.000,0,0.000,0.011,0.008,0.003,0.010,0.011,0.008,2500.0,-1,-2500.0,0.341,0.00,0.00,0.00,0.00,0.00,0.00
0.37057,309.727,0.000,0,0.000,0.008,0.012,0.003,0.010,0.008,0.012,2500.0,-1,-2500.0,0.341,0.00,0.00,0.00,0.00,0.00,0.00
0.38063,309.814,0.088,0,0.000,0.010,0.014,0.003,0.010,0.010,0.014,2500.0,-1,-2500.0,0.358,0.00,0.00,0.00,0.00,0.00,0.00
0.40021,309.727,0.000,0,0.000,0.010,0.013,0.003,0.006,0.010,0.013,2500.0,-1,-2500.0,0.378,0.00,0.00,0.00,0.00,0.00,0.00
0.41027,309.727,0.000,0,0.000,0.011,0.011,0.004,0.007,0.011,0.011,2500.0,-1,-2500.0,0.378,0.00,0.00,0.00,0.00,0.00,0.00
0.42050,309.727,0.000,0,0.000,0.011,0.012,0.004,0.008,0.011,0.012,2500.0,-1,-2500.0,0.393,0.00,0.00,0.00,0.00,0.00,0.00
0.43055,309.727,0.000,0,0.000,0.011,0.010,0.004,0.004,0.011,0.010,2500.0,-1,-2500.0,0.403,0.00,0.00,0.00,0.00,0.00,0.00
0.44119,309.727,0.000,0,0.000,0.010,0.010,0.004,0.005,0.010,0.010,2500.0,-1,-2500.0,0.403,0.00,0.00,0.00,0.00,0.00,0.00
0.45984,309.727,0.000,0,0.000,0.011,0.012,0.004,0.004,0.011,0.012,2500.0,-1,-2500.0,0.436,0.00,0.00,0.00,0.00,0.00,0.00
0.47007,309.727,0.000,0,0.000,0.011,0.016,0.004,0.007,0.011,0.016,2500.0,-1,-2500.0,0.452,0.00,0.00,0.00,0.00,0.00,0.00
0.48014,309.727,0.000,0,0.000,0.008,0.019,0.004,0.008,0.008,0.019,2500.0,-1,-2500.0,0.462,0.00,0.00,0.00,0.00,0.00,0.00
0.49035,309.727,0.000,0,0.000,0.009,0.017,0.004,0.009,0.009,0.017,2500.0,-1,-2500.0,0.462,0.00,0.00,0.00,0.00,0.00,0.00
0.50040,309.814,0.088,0,0.000,0.010,0.016,0.004,0.009,0.010,0.016,2500.0,-1,-2500.0,0.476,0.00,0.00,0.00,0.00,0.00,0.00
0.51999,309.727,0.000,0,0.000,0.008,0.012,0.005,0.011,0.008,0.012,2500.0,-1,-2500.0,0.498,0.00,0.00,0.00,0.00,0.00,0.00
0.53004,309.814,0.088,0,0.000,0.008,0.009,0.005,0.010,0.008,0.009,2500.0,-1,-2500.0,0.498,0.00,0.00,0.00,0.00,0.00,0.00
0.54027,309.727,0.000,0,0.000,0.007,0.010,0.005,0.009,0.007,0.010,2500.0,-1,-2500.0,0.514,0.00,0.00,0.00,0.00,0.00,0.00
0.55032,309.727,0.000,0,0.000,0.008,0.008,0.005,0.007,0.008,0.008,2500.0,-1,-2500.0,0.526,0.00,0.00,0.00,0.00,0.00,0.00
0.57000,309.727,0.000,0,0.000,0.002,0.007,0.005,0.006,0.002,0.007,2500.0,-1,-2500.0,0.550,0.00,0.00,0.00,0.00,0.00,0.00
0.58006,309.814,0.088,0,0.000,0.002,0.008,0.005,0.004,0.002,0.008,2500.0,-1,-2500.0,0.562,0.00,0.00,0.00,0.00,0.00,0.00
0.59030,309.727,0.000,0,0.000,0.003,0.007,0.005,0.004,0.003,0.007,2500.0,-1,-2500.0,0.573,0.00,0.00,0.00,0.00,0.00,0.00
0.60034,309.727,0.000,0,0.000,0.005,0.006,0.005,0.002,0.005,0.006,2500.0,-1,-2500.0,0.573,0.00,0.00,0.00,0.00,0.00,0.00
0.61994,309.727,0.000,0,0.000,0.005,0.003,0.005,0.005,0.005,0.003,2500.0,-1,-2500.0,0.597,0.00,0.00,0.00,0.00,0.00,0.00
0.62998,309.727,0.000,0,0.000,0.007,0.002,0.005,0.006,0.007,0.002,2500.0,-1,-2500.0,0.613,0.00,0.00,0.00,0.00,0.00,0.00
0.64020,309.727,0.000,0,0.000,0.008,0.004,0.005,0.008,0.008,0.004,2500.0,-1,-2500.0,0.613,0.00,0.00,0.00,0.00,0.00,0.00
0.65026,309.814,0.088,0,0.000,0.005,0.004,0.005,0.009,0.005,0.004,2500.0,-1,-2500.0,0.628,0.00,0.00,0.00,0.00,0.00,0.00
0.66984,309.814,0.088,0,0.000,0.006,0.007,0.005,0.010,0.006,0.007,2500.0,-1,-2500.0,0.654,0.00,0.00,0.00,0.00,0.00,0.00
0.67990,309.727,0.000,0,0.000,0.006,0.010,0.006,0.010,0.006,0.010,2500.0,-1,-2500.0,0.654,0.00,0.00,0.00,0.00,0.00,0.00
0.69023,309.727,0.000,0,0.000,0.008,0.010,0.006,0.008,0.008,0.010,2500.0,-1,-2500.0,0.666,0.00,0.00,0.00,0.00,0.00,0.00
0.70025,309.727,0.000,0,0.000,0.009,0.008,0.006,0.007,0.009,0.008,2500.0,-1,-2500.0,0.685,0.00,0.00,0.00,0.00,0.00,0.00
0.71966,309.727,0.000,0,0.000,0.011,0.014,0.006,0.007,0.011,0.014,2500.0,-1,-2500.0,0.695,0.00,0.00,0.00,0.00,0.00,0.00
0.72988,309.727,0.000,0,0.000,0.008,0.013,0.006,0.008,0.008,0.013,2500.0,-1,-2500.0,0.706,0.00,0.00,0.00,0.00,0.00,0.00
0.73994,309.727,0.000,0,0.000,0.007,0.014,0.006,0.010,0.007,0.014,2500.0,-1,-2500.0,0.706,0.00,0.00,0.00,0.00,0.00,0.00
0.75017,309.727,0.000,0,0.000,0.006,0.010,0.006,0.011,0.006,0.010,2500.0,-1,-2500.0,0.721,0.00,0.00,0.00,0.00,0.00,0.00
0.76958,309.727,0.000,0,0.000,0.010,0.005,0.006,0.012,0.010,0.005,2500.0,-1,-2500.0,0.743,0.00,0.00,0.00,0.00,0.00,0.00
0.77982,309.727,0.000,0,0.000,0.008,0.004,0.006,0.011,0.008,0.004,2500.0,-1,-2500.0,0.760,0.00,0.00,0.00,0.00,0.00,0.00
0.78986,309.727,0.000,0,0.000,0.007,0.003,0.006,0.010,0.007,0.003,2500.0,-1,-2500.0,0.772,0.00,0.00,0.00,0.00,0.00,0.00
0.80009,309.814,0.088,0,0.000,0.010,0.005,0.007,0.010,0.010,0.005,2500.0,-1,-2500.0,0.782,0.00,0.00,0.00,0.00,0.00,0.00
0.81066,309.814,0.088,0,0.000,0.013,0.008,0.007,0.009,0.013,0.008,2500.0,-1,-2500.0,0.782,0.00,0.00,0.00,0.00,0.00,0.00
0.82931,309.814,0.088,0,0.000,0.016,0.005,0.007,0.010,0.016,0.005,2500.0,-1,-2500.0,0.806,0.00,0.00,0.00,0.00,0.00,0.00
0.83953,309.814,0.088,0,0.000,0.017,0.006,0.007,0.005,0.017,0.006,2500.0,-1,-2500.0,0.820,0.00,0.00,0.00,0.00,0.00,0.00
0.84959,309.727,0.000,0,0.000,0.015,0.005,0.007,0.006,0.015,0.005,2500.0,-1,-2500.0,0.831,0.00,0.00,0.00,0.00,0.00,0.00
0.85982,309.727,0.000,0,0.000,0.016,0.006,0.007,0.005,0.016,0.006,2500.0,-1,-2500.0,0.831,0.00,0.00,0.00,0.00,0.00,0.00
0.86987,309.727,0.000,0,0.000,0.017,0.010,0.008,0.002,0.017,0.010,2500.0,-1,-2500.0,0.846,0.00,0.00,0.00,0.00,0.00,0.00
0.88946,309.814,0.088,0,0.000,0.011,0.014,0.008,0.004,0.011,0.014,2500.0,-1,-2500.0,0.872,0.00,0.00,0.00,0.00,0.00,0.00
0.89951,309.727,0.000,0,0.000,0.011,0.014,0.008,0.005,0.011,0.014,2500.0,-1,-2500.0,0.872,0.00,0.00,0.00,0.00,0.00,0.00
0.90974,309.727,0.000,0,0.000,0.012,0.014,0.008,0.006,0.012,0.014,2500.0,-1,-2500.0,0.882,0.00,0.00,0.00,0.00,0.00,0.00
0.91979,309.814,0.088,0,0.000,0.010,0.012,0.008,0.005,0.010,0.012,2500.0,-1,-2500.0,0.894,0.00,0.00,0.00,0.00,0.00,0.00
0.93413,309.727,0.000,0,0.000,0.011,0.011,0.008,0.004,0.011,0.011,2500.0,-1,-2500.0,0.905,0.00,0.00,0.00,0.00,0.00,0.00
0.94978,309.727,0.000,0,0.000,0.010,0.010,0.008,0.005,0.010,0.010,2500.0,-1,-2500.0,0.928,0.00,0.00,0.00,0.00,0.00,0.00
0.96920,309.727,0.000,0,0.000,0.008,0.006,0.009,0.006,0.008,0.006,2500.0,-1,-2500.0,0.948,0.00,0.00,0.00,0.00,0.00,0.00
0.97942,309.727,0.000,0,0.000,0.007,0.006,0.009,0.005,0.007,0.006,2500.0,-1,-2500.0,0.959,0.00,0.00,0.00,0.00,0.00,0.00
0.98948,309.727,0.000,0,0.000,0.008,0.010,0.009,0.004,0.008,0.010,2500.0,-1,-2500.0,0.965,0.00,0.00,0.00,0.00,0.00,0.00
0.99970,309.727,0.000,0,0.000,0.012,0.007,0.009,0.004,0.012,0.007,2500.0,-1,-2500.0,0.965,0.00,0.00,0.00,0.00,0.00,0.00
1.00976,296.543,-13.184,0,0.000,-0.044,0.595,0.008,0.091,-0.044,0.595,2500.0,-1,-2500.0,0.987,0.00,0.00,0.00,0.00,0.00,0.00
1.02934,270.264,-39.463,0,0.000,-0.031,0.296,0.008,0.108,-0.031,0.296,2500.0,-1,-2500.0,1.009,0.00,0.00,0.00,0.00,0.00,0.00
1.03940,256.553,-53.174,0,0.000,0.004,0.169,0.008,0.166,0.004,0.169,2500.0,-1,-2500.0,1.017,0.00,0.00,0.00,0.00,0.00,0.00
1.04963,242.578,-67.148,0,0.000,0.028,0.239,0.009,0.069,0.028,0.239,2500.0,-1,-2500.0,1.017,0.00,0.00,0.00,0.00,0.00,0.00
1.06036,228.428,-81.299,0,0.000,0.017,0.168,0.009,0.103,0.017,0.168,2500.0,-1,-2500.0,1.034,0.00,-0.09,0.00,-0.09,0.00,-6.33
1.07913,201.270,-108.457,0,0.000,0.002,0.051,0.009,0.089,0.002,0.051,2500.0,-1,-2500.0,1.054,-0.05,0.53,-0.05,0.06,-4.76,5.01
1.08918,187.119,-122.607,0,0.000,0.026,0.075,0.009,-0.005,0.026,0.075,2500.0,-1,-2500.0,1.054,-0.05,0.53,-0.05,0.06,-4.76,5.01
1.09941,172.881,-136.846,0,0.000,0.020,0.022,0.010,-0.019,0.020,0.022,2500.0,-1,-2500.0,1.076,-0.05,0.53,0.00,0.00,0.00,0.00
1.10946,158.906,-150.820,0,0.000,0.019,0.036,0.010,-0.032,0.019,0.036,2500.0,-1,-2500.0,1.087,-0.11,1.02,-0.06,0.49,-5.56,45.80
1.12905,132.187,-177.539,0,0.000,0.037,0.037,0.010,-0.072,0.037,0.037,2500.0,-1,-2500.0,1.098,-0.23,1.19,-0.12,0.17,-11.37,15.50
1.13910,118.564,-191.162,0,0.000,0.028,0.002,0.011,-0.101,0.028,0.002,2500.0,-1,-2500.0,1.110,-0.23,1.45,0.00,0.26,0.00,18.62
1.14933,105.029,-204.697,0,0.000,0.022,0.029,0.011,-0.068,0.022,0.029,2500.0,-1,-2500.0,1.125,-0.23,1.83,0.00,0.37,0.00,26.50
1.15938,91.582,-218.145,0,0.000,0.007,0.014,0.011,-0.056,0.007,0.014,2500.0,-1,-2500.0,1.137,-0.23,2.10,0.00,0.27,0.00,24.17
1.17897,65.918,-243.809,0,0.000,-0.004,0.005,0.011,-0.020,-0.004,0.005,2500.0,-1,-2500.0,1.151,-0.23,2.47,0.00,0.37,0.00,26.57
1.18902,52.559,-257.168,0,0.000,-0.013,0.022,0.011,0.028,-0.013,0.022,2500.0,-1,-2500.0,1.162,-0.23,2.86,0.00,0.39,0.00,32.24
1.19924,39.287,-270.439,0,0.000,0.001,0.028,0.011,0.084,0.001,0.028,2500.0,-1,-2500.0,1.176,-0.23,3.27,0.00,0.41,0.00,32.87
1.20930,25.752,-283.975,0,0.000,0.000,0.029,0.011,0.067,0.000,0.029,2500.0,-1,-2500.0,1.192,-0.23,3.68,0.00,0.41,0.00,24.94
1.22889,0.088,-309.639,0,0.000,-0.005,-0.035,0.011,0.083,-0.005,-0.035,2500.0,-1,-2500.0,1.204,-0.23,4.16,0.00,0.48,0.00,41.75
1.23894,346.641,-323.086,0,0.000,-0.002,-0.026,0.011,0.102,-0.002,-0.026,2500.0,-1,-2500.0,1.213,-0.23,4.51,0.00,0.35,0.00,39.21
1.24917,333.105,-336.621,0,0.000,0.001,-0.003,0.011,0.047,0.001,-0.003,2500.0,-1,-2500.0,1.229,-0.23,4.84,0.00,0.34,0.00,21.14
1.25922,319.482,-350.244,0,0.000,0.013,0.001,0.011,0.053,0.013,0.001,2500.0,-1,-2500.0,1.239,-0.23,5.20,0.00,0.36,0.00,29.31
1.27881,293.555,-376.172,0,0.000,0.019,0.040,0.011,0.025,0.019,0.040,2500.0,-1,-2500.0,1.251,-0.23,5.50,0.00,0.30,0.00,26.19
1.28886,279.668,-390.059,0,0.000,0.026,0.029,0.012,0.024,0.026,0.029,2500.0,-1,-2500.0,1.266,-0.23,5.71,0.00,0.22,0.00,16.72
1.29909,266.045,-403.682,0,0.000,0.016,0.014,0.012,0.002,0.016,0.014,2500.0,-1,-2500.0,1.275,-0.28,5.91,-0.05,0.19,-4.79,19.35
1.30918,252.246,-417.480,0,0.000,0.019,0.004,0.012,-0.020,0.019,0.004,2500.0,-1,-2500.0,1.288,-0.28,6.20,0.00,0.29,0.00,22.44
1.31924,238.271,-431.455,0,0.000,-0.001,-0.001,0.012,-0.026,-0.001,-0.001,2500.0,-1,-2500.0,1.298,-0.28,6.41,0.00,0.21,0.00,21.84
1.33882,211.025,-458.701,0,0.000,-0.013,0.003,0.012,-0.025,-0.013,0.003,2500.0,-1,-2500.0,1.314,-0.28,6.58,0.00,0.17,0.00,13.26
1.34888,196.875,-472.852,0,0.000,-0.006,0.033,0.012,-0.034,-0.006,0.033,2500.0,-1,-2500.0,1.322,-0.28,6.77,0.00,0.19,0.00,16.79
1.35910,182.725,-487.002,0,0.000,-0.016,0.031,0.012,-0.031,-0.016,0.031,2500.0,-1,-2500.0,1.335,-0.28,6.96,0.00,0.19,0.00,14.72
1.37852,155.566,-514.160,0,0.000,-0.004,0.010,0.011,-0.056,-0.004,0.010,2500.0,-1,-2500.0,1.354,-0.28,7.57,0.00,0.32,0.00,32.08
1.38874,141.680,-528.047,0,0.000,-0.001,0.013,0.011,-0.057,-0.001,0.013,2500.0,-1,-2500.0,1.368,-0.28,7.79,0.00,0.22,0.00,15.61
1.39880,127.881,-541.846,0,0.000,-0.002,-0.005,0.011,-0.062,-0.002,-0.005,2500.0,-1,-2500.0,1.381,-0.28,8.16,0.00,0.37,0.00,29.52
1.40902,114.258,-555.469,0,0.000,0.007,0.023,0.011,-0.073,0.007,0.023,2500.0,-1,-2500.0,1.381,-0.28,8.16,0.00,0.37,0.00,29.52
1.41908,100.811,-568.916,0,0.000,0.012,0.035,0.012,-0.034,0.012,0.035,2500.0,-1,-2500.0,1.390,-0.28,8.53,0.00,0.37,0.00,38.69
1.43870,75.059,-594.668,0,0.000,0.031,0.025,0.012,-0.003,0.031,0.025,2500.0,-1,-2500.0,1.419,-0.28,9.27,0.00,0.42,0.00,28.89
1.44876,61.523,-608.203,0,0.000,0.040,0.034,0.012,0.010,0.040,0.034,2500.0,-1,-2500.0,1.419,-0.28,9.27,0.00,0.42,0.00,28.89
1.46835,36.035,-633.691,0,0.000,0.029,-0.013,0.013,0.069,0.029,-0.013,2500.0,-1,-2500.0,1.444,-0.28,9.96,0.00,0.33,0.00,25.09
1.47840,22.412,-647.314,0,0.000,0.020,-0.027,0.013,0.061,0.020,-0.027,2500.0,-1,-2500.0,1.455,-0.28,10.44,0.00,0.48,0.00,41.54
1.48863,9.316,-660.410,0,0.000,0.034,0.026,0.014,0.069,0.034,0.026,2500.0,-1,-2500.0,1.468,-0.28,10.81,0.00,0.37,0.00,28.87
1.49868,355.605,-674.121,0,0.000,0.024,0.010,0.014,0.062,0.024,0.010,2500.0,-1,-2500.0,1.468,-0.28,10.81,0.00,0.37,0.00,28.87
1.50891,342.422,-687.305,0,0.000,0.023,0.015,0.014,0.085,0.023,0.015,2500.0,-1,-2500.0,1.481,-0.28,11.16,0.00,0.35,0.00,25.07
1.52832,316.230,-713.496,0,0.000,0.018,0.017,0.015,0.070,0.018,0.017,2500.0,-1,-2500.0,1.509,-0.28,11.80,0.00,0.22,0.00,15.86
1.53855,302.871,-726.855,0,0.000,0.015,0.002,0.015,0.048,0.015,0.002,2500.0,-1,-2500.0,1.520,-0.28,12.07,0.00,0.26,0.00,27.26
1.54861,289.072,-740.654,0,0.000,-0.003,-0.004,0.015,0.036,-0.003,-0.004,2500.0,-1,-2500.0,1.529,-0.28,12.31,0.00,0.25,0.00,23.87
1.56819,262.793,-766.934,0,0.000,-0.018,0.001,0.014,0.006,-0.018,0.001,2500.0,-1,-2500.0,1.549,-0.28,12.59,0.00,0.28,0.00,14.79
1.57824,248.730,-780.996,0,0.000,-0.016,0.019,0.014,0.008,-0.016,0.019,2500.0,-1,-2500.0,1.549,-0.28,12.59,0.00,0.28,0.00,14.79
1.58847,234.932,-794.795,0,0.000,-0.012,0.017,0.014,-0.001,-0.012,0.017,2500.0,-1,-2500.0,1.559,-0.28,12.81,0.00,0.21,0.00,18.22
1.59852,220.605,-809.121,0,0.000,-0.005,0.018,0.014,-0.016,-0.005,0.018,2500.0,-1,-2500.0,1.574,-0.28,12.98,0.00,0.17,0.00,12.36
1.61811,193.447,-836.279,0,0.000,0.009,0.008,0.014,-0.034,0.009,0.008,2500.0,-1,-2500.0,1.587,-0.28,13.16,0.00,0.18,0.00,12.79
1.62816,179.121,-850.605,0,0.000,0.008,0.042,0.014,-0.044,0.008,0.042,2500.0,-1,-2500.0,1.602,-0.28,13.42,0.00,0.26,0.00,20.97
1.63839,165.146,-864.580,0,0.000,0.011,0.005,0.014,-0.062,0.011,0.005,2500.0,-1,-2500.0,1.614,-0.28,13.68,0.00,0.26,0.00,19.48
1.64844,150.996,-878.730,0,0.000,0.008,0.005,0.014,-0.075,0.008,0.005,2500.0,-1,-2500.0,1.626,-0.28,13.89,0.00,0.21,0.00,17.62
1.66803,124.717,-905.010,0,0.000,0.026,0.032,0.015,-0.025,0.026,0.032,2500.0,-1,-2500.0,1.638,-0.28,14.13,0.00,0.25,0.00,20.84
1.67808,111.006,-918.721,0,0.000,0.038,0.014,0.015,-0.035,0.038,0.014,2500.0,-1,-2500.0,1.654,-0.28,14.44,0.00,0.31,0.00,21.85
1.68829,97.471,-932.256,0,0.000,0.037,0.000,0.016,-0.020,0.037,0.000,2500.0,-1,-2500.0,1.664,-0.28,14.85,0.00,0.41,0.00,33.51
1.69851,84.023,-945.703,0,0.000,0.025,0.002,0.016,-0.022,0.025,0.002,2500.0,-1,-2500.0,1.676,-0.28,15.21,0.00,0.35,0.00,28.44
1.71794,58.359,-971.367,0,0.000,0.005,-0.008,0.016,0.019,0.005,-0.008,2500.0,-1,-2500.0,1.699,-0.37,16.04,0.00,0.42,0.00,42.04
1.72816,45.000,-984.727,0,0.000,0.007,0.002,0.016,0.051,0.007,0.002,2500.0,-1,-2500.0,1.710,-0.37,16.40,0.00,0.36,0.00,29.13
1.73821,31.553,-998.174,0,0.000,0.002,0.007,0.016,0.054,0.002,0.007,2500.0,-1,-2500.0,1.721,-0.37,16.84,0.00,0.44,0.00,41.38
1.74844,18.281,-1011.445,0,0.000,0.005,0.005,0.016,0.067,0.005,0.005,2500.0,-1,-2500.0,1.721,-0.37,16.84,0.00,0.44,0.00,41.38
