t_s,enc_as5600_deg,acc_deg,clar_counts,clar_deg,a_belt,v_belt,axW,ayW,azW,cmd_sps,cmd_dir,cmd_vel,cam_t_s,cam_x_mm,cam_y_mm,cam_dx_mm,cam_dy_mm,cam_vx_mm,cam_vy_mm
0.03013,215.859,-0.088,0,0.000,0.003,0.000,0.003,0.003,0.002,1500.0,1,1500.0,0.008,0.00,0.00,0.00,0.00,0.00,0.00
0.04972,215.947,0.000,0,0.000,0.002,0.000,0.005,0.002,0.004,1500.0,1,1500.0,0.030,0.00,0.00,0.00,0.00,0.00,0.00
0.05977,215.859,-0.088,0,0.000,0.004,0.000,0.005,0.004,0.004,1500.0,1,1500.0,0.030,0.00,0.00,0.00,0.00,0.00,0.00
0.07000,215.859,-0.088,0,0.000,0.005,0.000,0.006,0.005,0.006,1500.0,1,1500.0,0.046,0.00,0.00,0.00,0.00,0.00,0.00
0.08005,215.859,-0.088,0,0.000,0.004,0.000,0.007,0.004,0.006,1500.0,1,1500.0,0.056,0.00,0.00,0.00,0.00,0.00,0.00
0.09966,215.859,-0.088,0,0.000,0.007,0.000,0.003,0.007,0.007,1500.0,1,1500.0,0.080,0.00,0.00,0.00,0.00,0.00,0.00
0.10969,215.947,0.000,0,0.000,0.006,0.000,0.002,0.006,0.006,1500.0,1,1500.0,0.080,0.00,0.00,0.00,0.00,0.00,0.00
0.14071,215.859,-0.088,0,0.000,0.005,0.001,0.005,0.005,0.005,1500.0,1,1500.0,0.108,0.00,0.00,0.00,0.00,0.00,0.00
0.15979,215.947,0.000,0,0.000,0.005,0.001,0.008,0.005,0.007,1500.0,1,1500.0,0.108,0.00,0.00,0.00,0.00,0.00,0.00
0.32533,215.859,-0.088,0,0.000,-0.001,0.001,0.008,-0.001,0.004,1500.0,1,1500.0,0.150,0.00,0.00,0.00,0.00,0.00,0.00
0.34407,215.947,0.000,0,0.000,0.001,0.001,0.004,0.001,0.007,1500.0,1,1500.0,0.150,0.00,0.00,0.00,0.00,0.00,0.00
0.35959,215.859,-0.088,0,0.000,0.002,0.001,0.005,0.002,0.005,1500.0,1,1500.0,0.342,0.00,0.00,0.00,0.00,0.00,0.00
0.37917,215.947,0.000,0,0.000,0.002,0.001,0.005,0.002,0.005,1500.0,1,1500.0,0.360,0.00,0.00,0.00,0.00,0.00,0.00
0.38925,215.859,-0.088,0,0.000,0.004,0.001,0.004,0.004,0.007,1500.0,1,1500.0,0.370,0.00,0.00,0.00,0.00,0.00,0.00
0.39946,215.859,-0.088,0,0.000,0.001,0.001,0.006,0.001,0.010,1500.0,1,1500.0,0.370,0.00,0.00,0.00,0.00,0.00,0.00
