t_s,enc_as5600_deg,acc_deg,clar_counts,clar_deg,cmd_sps,cmd_dir,cmd_vel
0.001000,233.5254,0.000000,0,0.0000,0.00,1,0.00
0.002000,232.6465,-0.878906,0,0.0000,0.00,1,0.00
0.003001,232.9102,-0.615234,0,0.0000,0.00,1,0.00
0.004002,233.5254,0.000000,0,0.0000,0.00,1,0.00
0.005003,233.3496,-0.175781,0,0.0000,0.00,1,0.00
0.006004,232.7344,-0.791016,0,0.0000,0.00,1,0.00
0.007005,232.8223,-0.703125,0,0.0000,0.00,1,0.00
0.008006,233.5254,0.000000,0,0.0000,0.00,1,0.00
0.009006,233.5254,0.000000,0,0.0000,0.00,1,0.00
0.010006,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.011007,232.7344,-0.791016,0,0.0000,0.00,1,0.00
0.012007,232.9980,-0.527344,0,0.0000,0.00,1,0.00
0.013007,233.3496,-0.175781,0,0.0000,0.00,1,0.00
0.014007,233.2617,-0.263672,0,0.0000,0.00,1,0.00
0.015007,232.9102,-0.615234,0,0.0000,0.00,1,0.00
0.016007,232.8223,-0.703125,0,0.0000,0.00,1,0.00
0.017007,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.018008,233.3496,-0.175781,0,0.0000,0.00,1,0.00
0.019008,233.1738,-0.351563,0,0.0000,0.00,1,0.00
0.020008,232.9980,-0.527344,0,0.0000,0.00,1,0.00
0.021008,232.9980,-0.527344,0,0.0000,0.00,1,0.00
0.022008,233.2617,-0.263672,0,0.0000,0.00,1,0.00
0.023008,233.2617,-0.263672,0,0.0000,0.00,1,0.00
0.024008,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.025008,232.9102,-0.615234,0,0.0000,0.00,1,0.00
0.026008,232.9980,-0.527344,0,0.0000,0.00,1,0.00
0.027008,233.1738,-0.351563,0,0.0000,0.00,1,0.00
0.028009,233.1738,-0.351563,0,0.0000,0.00,1,0.00
0.029009,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.030009,232.9980,-0.527344,0,0.0000,0.00,1,0.00
0.031009,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.032010,233.1738,-0.351563,0,0.0000,0.00,1,0.00
0.033011,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.034012,232.9980,-0.527344,0,0.0000,0.00,1,0.00
0.035013,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.036014,233.1738,-0.351563,0,0.0000,0.00,1,0.00
0.037014,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.038015,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.039016,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.040017,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.041018,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.042019,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.043019,233.1738,-0.351563,0,0.0000,0.00,1,0.00
0.044020,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.045021,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.046022,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.047023,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.048023,233.1738,-0.351563,0,0.0000,0.00,1,0.00
0.049024,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.050025,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.058541,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.059542,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.060543,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.061544,232.9980,-0.527344,0,0.0000,0.00,1,0.00
0.062544,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.063545,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.064546,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.065546,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.066546,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.067546,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.068547,233.1738,-0.351563,0,0.0000,0.00,1,0.00
0.069548,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.070549,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.071549,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.072549,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.073549,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.074550,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.075551,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.076552,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.077552,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.078552,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.079552,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.080553,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.081554,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.082555,233.1738,-0.351563,0,0.0000,0.00,1,0.00
0.083556,233.1738,-0.351563,0,0.0000,0.00,1,0.00
0.084556,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.085556,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.086556,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.087557,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.088558,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.089559,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.090559,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.091559,233.1738,-0.351563,0,0.0000,0.00,1,0.00
0.092559,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.093560,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.094561,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.095562,233.0859,-0.439453,0,0.0000,0.00,1,0.00
0.096562,233.0859,-0.439453,0,0.0000,0.00,1,0.00
