t_s,enc_as5600_deg,acc_deg,clar_counts,clar_deg,a_belt,v_belt,axW,ayW,azW,cmd_sps,cmd_dir,cmd_vel,cam_t_s,cam_x_mm,cam_y_mm,cam_dx_mm,cam_dy_mm,cam_vx_mm,cam_vy_mm
0.002400,220.3418,0.0000,0,0.0000,0.008380,0.025158,0.002394,0.008380,0.004788,2500.00,1,2500.00,3.875853,-0.003,0.000,0.000,0.000,0.000,0.000
0.012289,196.6113,-23.7305,0,0.0000,2.554613,0.050418,-0.159214,2.554613,0.216675,2500.00,1,2500.00,3.875853,-0.003,0.000,0.000,0.000,0.000,0.000
0.022286,173.0566,-47.2852,0,0.0000,1.097741,0.061392,0.165200,1.097741,0.084396,2500.00,1,2500.00,3.875853,0.000,0.000,0.000,0.000,0.000,0.000
0.032254,148.7109,-71.6309,0,0.0000,1.082179,0.072181,-0.077213,1.082179,0.080206,2500.00,1,2500.00,3.875853,0.000,0.000,0.000,0.000,0.000,0.000
0.105189,103.7988,-116.5430,0,0.0000,-0.364517,0.045594,-0.377087,-0.364517,0.054468,0.00,1,0.00,0.012289,0.000,0.000,0.000,0.000,0.000,0.000
0.106596,103.7988,-116.5430,0,0.0000,-0.411803,0.045015,0.181361,-0.411803,-0.001197,0.00,1,0.00,0.012289,0.000,0.000,0.000,0.000,0.000,0.000
0.112167,103.7109,-116.6309,0,0.0000,-0.298078,0.043354,-0.143652,-0.298078,-0.010175,0.00,1,0.00,0.012289,0.000,0.000,0.000,0.000,0.000,0.000
0.122136,103.7109,-116.6309,0,0.0000,-0.328604,0.040079,0.095768,-0.328604,-0.010774,0.00,1,0.00,0.012289,0.000,0.000,0.000,0.000,0.000,0.000
0.199601,103.7109,-116.6309,0,0.0000,-0.045490,0.036555,-0.003591,-0.045490,0.017957,0.00,1,0.00,0.106596,-0.087,-0.182,-0.087,-0.182,-6.746,-14.126
0.202095,103.7109,-116.6309,0,0.0000,-0.004190,0.036545,0.037110,-0.004190,0.002993,0.00,1,0.00,0.122136,-0.122,7.784,0.745,1.311,0.819,96.372
0.212064,103.7988,-116.5430,0,0.0000,0.022146,0.036765,0.041899,0.022146,-0.006584,0.00,1,0.00,0.122136,-0.122,7.784,0.745,1.311,0.819,96.372
0.293369,103.7109,-116.6309,0,0.0000,0.047884,0.040659,-0.017358,0.047884,0.015562,0.00,1,0.00,0.212064,5.980,0.277,-1.804,-0.468,-152.453,-39.567
0.294786,103.7109,-116.6309,0,0.0000,0.014365,0.040679,-0.038906,0.014365,0.017358,0.00,1,0.00,0.212064,5.980,0.277,-1.804,-0.468,-152.453,-39.567
0.301810,103.7988,-116.5430,0,0.0000,-0.005387,0.040641,-0.041300,-0.005387,0.012570,0.00,1,0.00,0.212064,5.980,0.277,-1.804,-0.468,-152.453,-39.567
0.311908,103.7109,-116.6309,0,0.0000,-0.035314,0.040284,-0.040701,-0.035314,0.014365,0.00,1,0.00,0.212064,5.980,0.277,-1.804,-0.468,-152.453,-39.567
0.387052,103.7988,-116.5430,0,0.0000,-0.017957,0.038935,0.037110,-0.017957,0.000599,0.00,1,0.00,0.294786,7.895,0.357,-0.181,0.081,-4.799,2.131
0.388468,103.7109,-116.6309,0,0.0000,0.001796,0.038938,0.038906,0.001796,0.000000,0.00,1,0.00,0.294786,7.895,0.357,-0.181,0.081,-4.799,2.131
0.391748,103.7988,-116.5430,0,0.0000,0.022146,0.039010,0.035314,0.022146,0.000000,0.00,1,0.00,0.294786,7.895,0.357,-0.181,0.081,-4.799,2.131
0.482694,103.7988,-116.5430,0,0.0000,-0.000599,0.038956,-0.013767,-0.000599,0.005387,0.00,1,0.00,0.311908,6.916,0.299,0.069,0.000,2.700,0.000
0.484111,103.7988,-116.5430,0,0.0000,-0.016759,0.038932,-0.005986,-0.016759,0.007183,0.00,1,0.00,0.311908,6.916,0.299,0.069,0.000,2.700,0.000
0.491537,103.7988,-116.5430,0,0.0000,-0.028132,0.038723,0.000000,-0.028132,0.004190,0.00,1,0.00,0.311908,6.916,0.299,0.069,0.000,2.700,0.000
0.501529,103.7109,-116.6309,0,0.0000,-0.035913,0.038364,0.002993,-0.035913,0.001197,0.00,1,0.00,0.391748,7.024,0.400,0.000,0.000,0.000,0.000
0.574897,103.7988,-116.5430,0,0.0000,0.017358,0.039638,0.013767,0.017358,0.004788,0.00,1,0.00,0.491537,7.024,0.400,0.000,0.000,0.000,0.000
0.576303,103.7109,-116.6309,0,0.0000,0.032322,0.039683,0.007183,0.032322,0.005387,0.00,1,0.00,0.491537,7.024,0.400,0.000,0.000,0.000,0.000
0.581460,103.7988,-116.5430,0,0.0000,0.042497,0.039903,0.005387,0.042497,0.002993,0.00,1,0.00,0.491537,7.024,0.400,0.000,0.000,0.000,0.000
0.591434,103.7988,-116.5430,0,0.0000,0.047884,0.040380,0.000000,0.047884,0.003591,0.00,1,0.00,0.491537,7.024,0.400,0.000,0.000,0.000,0.000
0.601405,103.7109,-116.6309,0,0.0000,0.046088,0.040840,0.000000,0.046088,0.000000,0.00,1,0.00,0.491537,7.024,0.400,0.000,0.000,0.000,0.000
0.611371,103.7109,-116.6309,0,0.0000,0.043096,0.041269,-0.001796,0.043096,0.000000,0.00,1,0.00,0.491537,7.024,0.400,0.000,0.000,0.000,0.000
0.621359,103.7109,-116.6309,0,0.0000,0.029928,0.041568,0.000000,0.029928,0.002993,0.00,1,0.00,0.601405,7.149,0.400,0.125,0.000,3.516,0.000
0.631337,103.7988,-116.5430,0,0.0000,0.013767,0.041705,0.004788,0.013767,0.002394,0.00,1,0.00,0.601405,7.149,0.400,0.125,0.000,3.516,0.000
0.641321,103.7109,-116.6309,0,0.0000,0.001796,0.041723,0.008380,0.001796,0.002394,0.00,1,0.00,0.611371,7.149,0.400,0.000,0.000,0.000,0.000
0.651309,103.7988,-116.5430,0,0.0000,-0.009577,0.041628,0.010774,-0.009577,0.004190,0.00,1,0.00,0.621359,7.149,0.400,0.000,0.000,0.000,0.000
0.661282,103.7109,-116.6309,0,0.0000,-0.018555,0.041443,0.011971,-0.018555,0.000599,0.00,1,0.00,0.621359,7.149,0.400,0.000,0.000,0.000,0.000
0.671267,103.7988,-116.5430,0,0.0000,-0.022146,0.041221,0.012570,-0.022146,0.002394,0.00,1,0.00,0.641321,7.102,0.400,-0.048,0.000,-3.367,0.000
0.681258,103.7988,-116.5430,0,0.0000,-0.024541,0.040976,0.011971,-0.024541,0.000000,0.00,1,0.00,0.651309,7.102,0.400,0.000,0.000,0.000,0.000
0.691232,103.7988,-116.5430,0,0.0000,-0.019752,0.040779,0.009577,-0.019752,0.000000,0.00,1,0.00,0.651309,7.102,0.400,0.000,0.000,0.000,0.000
0.701214,103.7988,-116.5430,0,0.0000,-0.011971,0.040660,0.003591,-0.011971,0.002394,0.00,1,0.00,0.671267,7.102,0.400,0.000,0.000,0.000,0.000
0.711210,103.7109,-116.6309,0,0.0000,0.001796,0.040678,-0.002993,0.001796,0.001796,0.00,1,0.00,0.681258,7.102,0.400,0.000,0.000,0.000,0.000
0.721179,103.7988,-116.5430,0,0.0000,0.013767,0.040815,-0.007781,0.013767,0.000000,0.00,1,0.00,0.681258,7.102,0.400,0.000,0.000,0.000,0.000
