t_s,accumulated_rad,input_rad_s
2.259599,4.250660765412774,-7.853981633974484
2.2606,4.241456876322136,-7.853981633974484
2.261601,4.23378697456437,-7.853981633974484
2.262602,4.2291850300190506,-7.853981633974484
2.263603,4.221515128261284,-7.853981633974484
2.264604,4.21077726929107,-7.853981633974484
2.265605,4.20464133741288,-7.853981633974484
2.266606,4.200039392867563,-7.853981633974484
2.267607,4.190835503776926,-7.853981633974484
2.268608,4.181631632139581,-7.853981633974484
2.269609,4.173961730381815,-7.853981633974484
2.27061,4.1693597858364955,-7.853981633974484
2.271611,4.161689884078729,-7.853981633974484
2.272612,4.149418037775645,-7.853981633974484
2.273613,4.143282105897455,-7.853981633974484
2.274614,4.140214148685008,-7.853981633974484
2.275615,4.132544246927241,-7.853981633974484
2.276616,4.121806370503733,-7.853981633974484
2.277617,4.114136468745967,-7.853981633974484
2.278618,4.111068511533518,-7.853981633974484
2.279619,4.103398609775752,-7.853981633974484
2.28062,4.092660733352244,-7.853981633974484
2.281621,4.084990831594477,-7.853981633974484
2.282622,4.0819228743820295,-7.853981633974484
2.289917,4.023631600079052,-7.853981633974484
2.290918,4.020563642866604,-7.853981633974484
2.291919,4.011359753775967,-7.853981633974484
2.29292,4.000621894805752,-7.853981633974484
2.293921,3.9944859629275635,-7.853981633974484
2.294922,3.9898840358355376,-7.853981633974484
2.295922,3.9806801467449007,-7.853981633974484
2.296923,3.9714762576542633,-7.853981633974484
2.297923,3.9668743131089452,-7.853981633974484
2.298924,3.9607383986840485,-7.853981633974484
2.299925,3.9515345095934116,-7.853981633974484
2.300926,3.9423306205027746,-7.853981633974484
2.301927,3.9361947060778784,-7.853981633974484
2.302928,3.9300587741996895,-7.853981633974484
2.303929,3.9208548851090526,-7.853981633974484
2.30493,3.913184983351286,-7.853981633974484
2.305931,3.90704906892639,-7.853981633974484
2.306932,3.902447124381071,-7.853981633974484
2.307933,3.8932432352904343,-7.853981633974484
2.308934,3.8825053763202195,-7.853981633974484
2.309935,3.877903431774901,-7.853981633974484
2.310936,3.873301487229582,-7.853981633974484
2.311937,3.864097598138945,-7.853981633974484
2.312938,3.853359739168731,-7.853981633974484
2.313939,3.848757794623412,-7.853981633974484
2.31494,3.842621880198516,-7.853981633974484
2.315941,3.833417991107879,-7.853981633974484
2.316942,3.8242141020172418,-7.853981633974484
2.317943,3.818078187592346,-7.853981633974484
2.318944,3.813476243047027,-7.853981633974484
2.319945,3.80427235395639,-7.853981633974484
2.320946,3.793534494986176,-7.853981633974484
2.321947,3.788932550440857,-7.853981633974484
2.322948,3.784330605895539,-7.853981633974484
2.323949,3.7751267168049014,-7.853981633974484
2.32495,3.7643888578346867,-7.853981633974484
2.325951,3.758252925956498,-7.853981633974484
2.326952,3.753650981411179,-7.853981633974484
2.327953,3.744447109773835,-7.853981633974484
2.328954,3.7337092333503277,-7.853981633974484
2.329955,3.7291072888050087,-7.853981633974484
2.330956,3.7245053442596907,-7.853981633974484
2.331957,3.7137674852894755,-7.853981633974484
2.332958,3.7045635961988386,-7.853981633974484
2.333959,3.6984276817739428,-7.853981633974484
2.33496,3.6953597245614946,-7.853981633974484
2.335961,3.6861558354708577,-7.853981633974484
2.336962,3.6738839891677726,-7.853981633974484
2.337963,3.6692820446224537,-7.853981633974484
2.338964,3.664680100077135,-7.853981633974484
2.34809,3.595650966803943,-7.853981633974484
2.34909,3.5849131078337284,-7.853981633974484
2.350091,3.578777175955539,-7.853981633974484
2.351092,3.574175231410221,-7.853981633974484
2.352093,3.564971342319584,-7.853981633974484
2.353094,3.5557674706822393,-7.853981633974484
2.354095,3.5511655261369213,-7.853981633974484
2.355096,3.545029594258732,-7.853981633974484
2.356097,3.5342917352885173,-7.853981633974484
2.357098,3.5250878461978803,-7.853981633974484
2.358099,3.520485901652562,-7.853981633974484
2.3591,3.5158839571072433,-7.853981633974484
2.360101,3.505146098137028,-7.853981633974484
2.361102,3.494408239166814,-7.853981633974484
2.362103,3.488272307288625,-7.853981633974484
2.363104,3.483670362743306,-7.853981633974484
2.364105,3.474466491105962,-7.853981633974484
2.365106,3.465262602015325,-7.853981633974484
2.366107,3.459126670137136,-7.853981633974484
2.367108,3.45299075571224,-7.853981633974484
2.368109,3.442252879288733,-7.853981633974484
2.36911,3.433049007651388,-7.853981633974484
2.370111,3.4299810329856477,-7.853981633974484
2.371112,3.425379105893622,-7.853981633974484
2.372113,3.4131072595905367,-7.853981633974484
2.373114,3.402369383167029,-7.853981633974484
2.374115,3.3977674386217105,-7.853981633974484
2.375116,3.393165494076392,-7.853981633974484
2.376117,3.3839616224390476,-7.853981633974484
2.377118,3.37322374601554,-7.853981633974484
2.378119,3.368621801470222,-7.853981633974484
2.37912,3.364019874378196,-7.853981633974484
2.380121,3.3532819979546886,-7.853981633974484
2.381122,3.342544138984474,-7.853981633974484
2.382123,3.3379421944391554,-7.853981633974484
2.383124,3.3318062625609666,-7.853981633974484
2.384125,3.3210684035907514,-7.853981633974484
2.385126,3.3118645145001144,-7.853981633974484
2.386126,3.3057286000752186,-7.853981633974484
2.387127,3.3011266555298997,-7.853981633974484
2.388127,3.2919227664392627,-7.853981633974484
2.389128,3.2811849074690485,-7.853981633974484
2.390129,3.2765829629237295,-7.853981633974484
2.39113,3.271981018378411,-7.853981633974484
2.392131,3.259709172075326,-7.853981633974484
2.393132,3.250505282984689,-7.853981633974484
2.394133,3.2459033384393705,-7.853981633974484
2.395134,3.2397674240144743,-7.853981633974484
2.396135,3.2290295650442595,-7.853981633974484
2.397136,3.218291688620752,-7.853981633974484
2.404548,3.163068388983515,-7.853981633974484
2.405548,3.155398487225749,-7.853981633974484
2.406549,3.15079654268043,-7.853981633974484
2.40755,3.1446606108022412,-7.853981633974484
2.408551,3.132388764499156,-7.853981633974484
2.409552,3.124718862741389,-7.853981633974484
2.410553,3.121650905528942,-7.853981633974484
2.411554,3.112447016438304,-7.853981633974484
2.412555,3.1017091574680897,-7.853981633974484
2.413556,3.0925052683774528,-7.853981633974484
2.414557,3.087903323832134,-7.853981633974484
2.415558,3.081767409407238,-7.853981633974484
2.416559,3.069495563104153,-7.853981633974484
2.41756,3.0618256438930938,-7.853981633974484
2.418561,3.057223716801068,-7.853981633974484
2.419562,3.0495537975900087,-7.853981633974484
2.420563,3.037281951286923,-7.853981633974484
2.421564,3.031146036862027,-7.853981633974484
2.422565,3.0265440923167084,-7.853981633974484
2.423566,3.018874190558942,-7.853981633974484
2.424567,3.0066023442558567,-7.853981633974484
2.425568,2.9973984551652197,-7.853981633974484
2.426569,2.9943304979527716,-7.853981633974484
2.42757,2.9851266088621347,-7.853981633974484
2.428571,2.9728547625590496,-7.853981633974484
2.429572,2.9651848608012825,-7.853981633974484
2.430573,2.962116903588835,-7.853981633974484
2.431574,2.9529130144981974,-7.853981633974484
2.432575,2.942175155527983,-7.853981633974484
2.433576,2.9345052537702165,-7.853981633974484
2.434577,2.9314372791044754,-7.853981633974484
2.435578,2.9222334074671314,-7.853981633974484
2.436579,2.9099615611640464,-7.853981633974484
2.43758,2.903825629285857,-7.853981633974484
2.438581,2.8992236847405386,-7.853981633974484
2.439582,2.8900197956499016,-7.853981633974484
2.440583,2.879281936679687,-7.853981633974484
2.441584,2.87007804758905,-7.853981633974484
2.442585,2.8654761030437315,-7.853981633974484
2.443586,2.857806201285965,-7.853981633974484
2.444587,2.8455343549828793,-7.853981633974484
2.445588,2.837864453225113,-7.853981633974484
2.446589,2.8332625086797942,-7.853981633974484
2.44759,2.825592606922028,-7.853981633974484
2.448591,2.8148547479518133,-7.853981633974484
2.449592,2.805650858861176,-7.853981633974484
2.450592,2.801048914315858,-7.853981633974484
2.451593,2.793379012558091,-7.853981633974484
2.452593,2.7811071662550058,-7.853981633974484
2.453594,2.773437264497239,-7.853981633974484
2.461922,2.707476088436495,-7.853981633974484
2.462922,2.701340174011599,-7.853981633974484
2.463923,2.692136284920962,-7.853981633974484
2.464924,2.679864438617877,-7.853981633974484
2.465925,2.6737285067396876,-7.853981633974484
2.466926,2.6706605495272395,-7.853981633974484
2.467927,2.659922690557025,-7.853981633974484
2.468928,2.6476508442539397,-7.853981633974484
2.469929,2.641514912375751,-7.853981633974484
2.47093,2.6369129678304324,-7.853981633974484
2.471931,2.6277090961930885,-7.853981633974484
2.472932,2.6169712197695807,-7.853981633974484
2.473933,2.609301318011814,-7.853981633974484
2.474934,2.6046993734664956,-7.853981633974484
2.475935,2.593961514496281,-7.853981633974484
2.476936,2.581689668193196,-7.853981633974484
2.477937,2.5755537363150065,-7.853981633974484
2.478938,2.5709517917696885,-7.853981633974484
2.479939,2.5602139327994733,-7.853981633974484
2.48094,2.5510100437088363,-7.853981633974484
2.481941,2.54334014195107,-7.853981633974484
2.482942,2.540272184738622,-7.853981633974484
2.483943,2.5295343257684073,-7.853981633974484
2.484944,2.5157284921324514,-7.853981633974484
2.485945,2.511126547587133,-7.853981633974484
2.486946,2.5065246030418145,-7.853981633974484
2.487947,2.4957867440716,-7.853981633974484
2.488948,2.483514897768515,-7.853981633974484
2.489949,2.477378965890326,-7.853981633974484
2.49095,2.47124305146543,-7.853981633974484
2.491951,2.463573149707663,-7.853981633974484
2.492952,2.451301303404578,-7.853981633974484
2.493953,2.4436314016468113,-7.853981633974484
2.494954,2.4390294571014928,-7.853981633974484
2.495955,2.428291580677985,-7.853981633974484
2.496956,2.419087709040641,-7.853981633974484
2.497957,2.411417789829582,-7.853981633974484
2.498958,2.406815862737556,-7.853981633974484
2.499959,2.3960779863140482,-7.853981633974484
2.50096,2.383806140010963,-7.853981633974484
2.501961,2.377670225586067,-7.853981633974484
2.502962,2.373068281040749,-7.853981633974484
2.503963,2.3607964347376638,-7.853981633974484
2.504964,2.3515925456470264,-7.853981633974484
2.505964,2.34545663122213,-7.853981633974484
2.506965,2.339320699343941,-7.853981633974484
2.507965,2.330116810253304,-7.853981633974484
2.508966,2.3178449639502188,-7.853981633974484
2.509967,2.3132430194049007,-7.853981633974484
2.510968,2.308641092312875,-7.853981633974484
2.518435,2.2442138861317082,-7.853981633974484
2.519436,2.2350100144943643,-7.853981633974484
2.520436,2.2242721380708566,-7.853981633974484
2.521437,2.2150682489802196,-7.853981633974484
2.522437,2.2120002917677715,-7.853981633974484
2.523438,2.205864377342875,-7.853981633974484
2.524439,2.1905245563740494,-7.853981633974484
2.52544,2.181320684736705,-7.853981633974484
2.526441,2.1767187401913866,-7.853981633974484
2.527442,2.16904883843362,-7.853981633974484
2.528443,2.156776992130535,-7.853981633974484
2.529444,2.149107090372768,-7.853981633974484
2.530445,2.1445051458274493,-7.853981633974484
2.531446,2.138369213949261,-7.853981633974484
2.532447,2.1260973676461754,-7.853981633974484
2.533448,2.1153595086759607,-7.853981633974484
2.534449,2.110757564130642,-7.853981633974484
2.53545,2.1046216322524534,-7.853981633974484
2.536451,2.0908158160697905,-7.853981633974484
2.537452,2.083145914312024,-7.853981633974484
2.538453,2.0785439697667054,-7.853981633974484
2.539454,2.070874068008939,-7.853981633974484
2.540455,2.0586022217058537,-7.853981633974484
2.541456,2.0493983326152168,-7.853981633974484
2.542457,2.0463303754027686,-7.853981633974484
2.543458,2.0371264863121317,-7.853981633974484
2.544459,2.0248546400090466,-7.853981633974484
2.54546,2.0171847382512795,-7.853981633974484
2.546461,2.0141167810388314,-7.853981633974484
2.547462,2.0049128919481944,-7.853981633974484
2.548463,1.9926410456451096,-7.853981633974484
2.549464,1.9819031692216023,-7.853981633974484
2.550465,1.9788352120091541,-7.853981633974484
2.551466,1.9711653102513873,-7.853981633974484
2.552467,1.9573594766154319,-7.853981633974484
2.553468,1.9496895748576653,-7.853981633974484
2.554469,1.9450876303123468,-7.853981633974484
2.55547,1.9374177285545802,-7.853981633974484
2.556471,1.9266798695843654,-7.853981633974484
2.557472,1.9174759804937285,-7.853981633974484
2.558473,1.91287403594841,-7.853981633974484
2.559474,1.9052041341906432,-7.853981633974484
2.560475,1.8913983180079803,-7.853981633974484
2.561476,1.8821944289173433,-7.853981633974484
2.562477,1.8791264717048952,-7.853981633974484
2.563478,1.871456552493836,-7.853981633974484
2.564479,1.8607186935236213,-7.853981633974484
2.56548,1.8515148044329843,-7.853981633974484
2.566481,1.8469128598876658,-7.853981633974484
2.567481,1.839242958129899,-7.853981633974484
2.575676,1.771747812189577,-7.853981633974484
2.576677,1.7579419785536217,-7.853981633974484
2.577678,1.750272076795855,-7.853981633974484
2.578679,1.747204119583407,-7.853981633974484
2.57968,1.7395342178256403,-7.853981633974484
2.580681,1.727262371522555,-7.853981633974484
2.581682,1.7195924697647884,-7.853981633974484
2.582683,1.716524495099048,-7.853981633974484
2.583684,1.705786636128833,-7.853981633974484
2.584685,1.6935147898257479,-7.853981633974484
2.585686,1.6858448880679813,-7.853981633974484
2.586687,1.6827769308555331,-7.853981633974484
2.587688,1.6735730417648962,-7.853981633974484
2.588689,1.6613011954618109,-7.853981633974484
2.58969,1.6551652635836223,-7.853981633974484
2.590691,1.6505633190383038,-7.853981633974484
2.591692,1.6398254600680888,-7.853981633974484
2.592693,1.629087601097874,-7.853981633974484
2.593694,1.6229516692196853,-7.853981633974484
2.594695,1.6183497246743668,-7.853981633974484
2.595696,1.607611865704152,-7.853981633974484
2.596697,1.596874006733937,-7.853981633974484
2.597698,1.5892040875228781,-7.853981633974484
2.598699,1.58613613031043,-7.853981633974484
2.5997,1.576932241219793,-7.853981633974484
2.600701,1.5646603949167077,-7.853981633974484
2.601702,1.5585244804918115,-7.853981633974484
2.602703,1.553922535946493,-7.853981633974484
2.603704,1.5431846769762783,-7.853981633974484
2.604705,1.5339807878856413,-7.853981633974484
2.605706,1.5263108861278745,-7.853981633974484
2.606707,1.521708941582556,-7.853981633974484
2.607708,1.512505052491919,-7.853981633974484
2.608709,1.4986992363092562,-7.853981633974484
2.60971,1.4925633044310673,-7.853981633974484
2.610711,1.4894953472186192,-7.853981633974484
2.611712,1.4802914581279822,-7.853981633974484
2.612713,1.4695535991577673,-7.853981633974484
2.613714,1.4603497100671303,-7.853981633974484
2.614715,1.4572817528546822,-7.853981633974484
2.615716,1.4480778637640452,-7.853981633974484
2.616717,1.4358060174609601,-7.853981633974484
2.617718,1.4312040729156417,-7.853981633974484
2.618719,1.4266021283703232,-7.853981633974484
2.61972,1.4158642694001085,-7.853981633974484
2.620721,1.4035924230970234,-7.853981633974484
2.621722,1.3974564912188345,-7.853981633974484
2.622723,1.392854546673516,-7.853981633974484
2.623724,1.3851846449157492,-7.853981633974484
2.624725,1.3729127986126641,-7.853981633974484
2.631973,1.3192234688550053,-7.853981633974484
2.632974,1.3084856098847903,-7.853981633974484
2.633974,1.302349695459894,-7.853981633974484
2.634975,1.2977477509145756,-7.853981633974484
2.635976,1.2870098744910683,-7.853981633974484
2.636977,1.2762720155208536,-7.853981633974484
2.637978,1.2701360836426647,-7.853981633974484
2.638979,1.2640001692177683,-7.853981633974484
2.63998,1.2563302674600016,-7.853981633974484
2.640981,1.2455923910364943,-7.853981633974484
2.641982,1.2409904639444684,-7.853981633974484
2.642983,1.23638851939915,-7.853981633974484
2.643984,1.2241166730960649,-7.853981633974484
2.644985,1.2133787966725575,-7.853981633974484
2.645986,1.2072428822476613,-7.853981633974484
2.646987,1.2026409377023426,-7.853981633974484
2.647988,1.1919030787321279,-7.853981633974484
2.648989,1.182699189641491,-7.853981633974484
2.64999,1.1780972450961724,-7.853981633974484
2.650991,1.173495300550854,-7.853981633974484
2.651992,1.1627574415806392,-7.853981633974484
2.652993,1.1504855952775541,-7.853981633974484
2.653994,1.1458836507322356,-7.853981633974484
2.654995,1.1412817061869172,-7.853981633974484
2.655996,1.1290098598838318,-7.853981633974484
2.656997,1.1198059707931949,-7.853981633974484
2.657998,1.1136700563682986,-7.853981633974484
2.658999,1.1075341244901098,-7.853981633974484
2.66,1.0998642227323432,-7.853981633974484
2.661001,1.0891263637621285,-7.853981633974484
2.662002,1.0829904318839396,-7.853981633974484
2.663003,1.0783884873386211,-7.853981633974484
2.664004,1.0676506283684062,-7.853981633974484
2.665005,1.0584467392777692,-7.853981633974484
2.666006,1.0538447947324507,-7.853981633974484
2.667007,1.0477088803075545,-7.853981633974484
2.668008,1.0369710038840472,-7.853981633974484
2.669009,1.024699157580962,-7.853981633974484
2.67001,1.020097230488936,-7.853981633974484
2.671011,1.0170292558231955,-7.853981633974484
2.672012,1.0062913968529805,-7.853981633974484
2.673013,0.9955535378827658,-7.853981633974484
2.674014,0.9909515933374473,-7.853981633974484
2.675015,0.9848156614592586,-7.853981633974484
2.676016,0.9756117723686216,-7.853981633974484
2.677017,0.9648739133984068,-7.853981633974484
2.678018,0.9602719688530883,-7.853981633974484
2.679019,0.9541360544281919,-7.853981633974484
2.68002,0.9433981780046846,-7.853981633974484
2.681021,0.9326603190344699,-7.853981633974484
2.69027,0.868233130306596,-7.853981633974484
2.691271,0.859029241215959,-7.853981633974484
2.692272,0.8482913822457443,-7.853981633974484
2.693273,0.8406214630346851,-7.853981633974484
2.694274,0.8360195359426591,-7.853981633974484
2.695275,0.8298836040644704,-7.853981633974484
2.696276,0.8191457450942555,-7.853981633974484
2.697277,0.8099418560036186,-7.853981633974484
2.698278,0.8038059241254297,-7.853981633974484
2.699279,0.7961360223676631,-7.853981633974484
2.70028,0.7869321507303186,-7.853981633974484
2.701281,0.7777282616396817,-7.853981633974484
2.702282,0.7746603044272334,-7.853981633974484
2.703283,0.7685243725490447,-7.853981633974484
2.704284,0.7562525262459595,-7.853981633974484
2.705285,0.7455146672757448,-7.853981633974484
2.706286,0.7424466926100041,-7.853981633974484
2.707287,0.7363107781851078,-7.853981633974484
2.708288,0.725572919214893,-7.853981633974484
2.709289,0.716369030124256,-7.853981633974484
2.71029,0.7102330982460672,-7.853981633974484
2.711291,0.7056311537007487,-7.853981633974484
2.712292,0.6948932947305339,-7.853981633974484
2.713293,0.6872233929727672,-7.853981633974484
2.714294,0.6826214484274488,-7.853981633974484
2.715295,0.6749515466696822,-7.853981633974484
2.716296,0.662679700366597,-7.853981633974484
2.717297,0.6550097986088304,-7.853981633974484
2.718298,0.6504078540635119,-7.853981633974484
2.719299,0.6427379523057453,-7.853981633974484
2.7203,0.6320000758822379,-7.853981633974484
2.721301,0.6227962042448935,-7.853981633974484
2.722302,0.6197282295791529,-7.853981633974484
2.723303,0.6135923151542565,-7.853981633974484
2.724304,0.6028544561840417,-7.853981633974484
2.725305,0.5936505670934047,-7.853981633974484
2.726306,0.5905826098809566,-7.853981633974484
2.727307,0.5844466780027677,-7.853981633974484
2.728308,0.5737088190325529,-7.853981633974484
2.729309,0.5629709426090457,-7.853981633974484
2.73031,0.5583689980637272,-7.853981633974484
2.731311,0.5537670709717012,-7.853981633974484
2.732312,0.541495224668616,-7.853981633974484
2.733313,0.532291335577979,-7.853981633974484
2.734314,0.5276893910326605,-7.853981633974484
2.735315,0.5184855019420236,-7.853981633974484
2.736316,0.510815600184257,-7.853981633974484
2.737317,0.50161171109362,-7.853981633974484
2.738318,0.49700976654830153,-7.853981633974484
2.739319,0.49240783945627553,-7.853981633974484
2.74673,0.4325825778204277,-7.853981633974484
2.747731,0.42491267606266103,-7.853981633974484
2.748732,0.41264082975957594,-7.853981633974484
2.749733,0.4065049153346796,-7.853981633974484
2.750734,0.403436940668939,-7.853981633974484
2.751735,0.39269908169872414,-7.853981633974484
2.752736,0.38196122272850935,-7.853981633974484
2.753737,0.3758252908503205,-7.853981633974484
2.754738,0.37122334630500203,-7.853981633974484
2.755739,0.36048548733478725,-7.853981633974484
2.75674,0.34974761091128,-7.853981633974484
2.757741,0.3436116964863836,-7.853981633974484
2.758742,0.34054373927393544,-7.853981633974484
2.759743,0.3313398501832985,-7.853981633974484
2.760744,0.3190680038802134,-7.853981633974484
2.761745,0.31293207200202455,-7.853981633974484
2.762746,0.30986411478957643,-7.853981633974484
2.763747,0.30066022569893947,-7.853981633974484
2.764748,0.2883883793958543,-7.853981633974484
2.765749,0.28071847763808766,-7.853981633974484
2.76675,0.2761165505460617,-7.853981633974484
2.767751,0.2684466313350025,-7.853981633974484
2.768752,0.25770877236478773,-7.853981633974484
2.769753,0.25003887060702107,-7.853981633974484
2.770754,0.24697091339457294,-7.853981633974484
2.771755,0.23776702430393595,-7.853981633974484
2.772756,0.22702916533372117,-7.853981633974484
2.773757,0.21935924612266197,-7.853981633974484
2.774758,0.21475731903063605,-7.853981633974484
2.775759,0.20708739981957686,-7.853981633974484
2.77676,0.19328158363691392,-7.853981633974484
2.777761,0.1871456517587251,-7.853981633974484
2.778762,0.18407769454627695,-7.853981633974484
2.779763,0.17333983557606217,-7.853981633974484
2.780764,0.16260195915255485,-7.853981633974484
2.781765,0.15493205739478821,-7.853981633974484
2.782766,0.15186410018234003,-7.853981633974484
2.783767,0.14266021109170307,-7.853981633974484
2.784768,0.13192235212148828,-7.853981633974484
2.785769,0.12578642024329945,-7.853981633974484
2.78677,0.12118447569798096,-7.853981633974484
2.787771,0.11198060406063651,-7.853981633974484
2.788772,0.09817477042468103,-7.853981633974484
2.789773,0.09203883854649222,-7.853981633974484
2.790774,0.08897088133404406,-7.853981633974484
2.791775,0.0797669922434071,-7.853981633974484
2.792776,0.06902913327319228,-7.853981633974484
2.793777,0.06135923151542565,-7.853981633974484
2.794778,0.058291274302977494,-7.853981633974484
2.795779,0.04755339787947018,-7.853981633974484
2.805038,-0.0030679572124481524,0.0
2.806039,-0.0030679572124481524,0.0
2.80704,-0.004601944545318489,0.0
2.808041,-0.006135931878188825,0.0
2.809042,-0.004601944545318489,0.0
2.810043,-0.0030679572124481524,0.0
2.811044,-0.004601944545318489,0.0
2.812045,-0.004601944545318489,0.0
2.813046,-0.0030679572124481524,0.0
2.814047,-0.0030679572124481524,0.0
2.815048,-0.0030679572124481524,0.0
2.816049,-0.004601944545318489,0.0
2.81705,-0.004601944545318489,0.0
2.818051,-0.0030679572124481524,0.0
2.819052,-0.0030679572124481524,0.0
2.820053,-0.0030679572124481524,0.0
2.821054,-0.004601944545318489,0.0
2.822055,-0.004601944545318489,0.0
2.823056,-0.0015339873328703362,0.0
2.824057,-0.0015339873328703362,0.0
2.825058,-0.0030679572124481524,0.0
2.826059,-0.004601944545318489,0.0
2.82706,-0.004601944545318489,0.0
2.828061,-0.0030679572124481524,0.0
2.829062,-0.0030679572124481524,0.0
2.830063,-0.004601944545318489,0.0
2.831064,-0.0030679572124481524,0.0
2.832065,-0.0030679572124481524,0.0
2.833066,-0.004601944545318489,0.0
2.834067,-0.004601944545318489,0.0
2.835068,-0.004601944545318489,0.0
2.836069,-0.0030679572124481524,0.0
2.83707,-0.0030679572124481524,0.0
2.838071,-0.0030679572124481524,0.0
2.839072,-0.0030679572124481524,0.0
2.840073,-0.0030679572124481524,0.0
2.841074,-0.0030679572124481524,0.0
2.842075,-0.0030679572124481524,0.0
2.843076,-0.0030679572124481524,0.0
2.844077,-0.0030679572124481524,0.0
2.845078,-0.0030679572124481524,0.0
2.846079,-0.0030679572124481524,0.0
2.84708,-0.004601944545318489,0.0
2.848081,-0.004601944545318489,0.0
2.849082,-0.0030679572124481524,0.0
2.850083,-0.0030679572124481524,0.0
2.851083,-0.0030679572124481524,0.0
2.852084,-0.0030679572124481524,0.0
2.853084,-0.0030679572124481524,0.0
2.854085,-0.0030679572124481524,0.0
2.86137,-0.0015339873328703362,0.0
2.862371,-0.004601944545318489,0.0
2.863372,-0.004601944545318489,0.0
2.864373,-0.0030679572124481524,0.0
2.865374,-0.0030679572124481524,0.0
2.866375,-0.0030679572124481524,0.0
2.867376,-0.0030679572124481524,0.0
2.868377,-0.0030679572124481524,0.0
2.869378,-0.0030679572124481524,0.0
2.870379,-0.0030679572124481524,0.0
2.87138,-0.0030679572124481524,0.0
2.872381,-0.0030679572124481524,0.0
2.873382,-0.0030679572124481524,0.0
2.874383,-0.0030679572124481524,0.0
2.875384,-0.0030679572124481524,0.0
2.876385,-0.004601944545318489,0.0
2.877386,-0.0030679572124481524,0.0
2.878387,-0.0030679572124481524,0.0
2.879388,-0.0030679572124481524,0.0
2.880389,-0.0030679572124481524,0.0
2.88139,-0.0030679572124481524,0.0
2.882391,-0.0030679572124481524,0.0
2.883392,-0.004601944545318489,0.0
2.884393,-0.004601944545318489,0.0
2.885394,-0.0030679572124481524,0.0
2.886395,-0.0030679572124481524,0.0
2.887396,-0.004601944545318489,0.0
2.888397,-0.004601944545318489,0.0
2.889398,-0.0030679572124481524,0.0
2.890399,-0.004601944545318489,0.0
2.8914,-0.0030679572124481524,0.0
2.892401,-0.0030679572124481524,0.0
2.893402,-0.004601944545318489,0.0
2.894403,-0.0030679572124481524,0.0
2.895404,-0.0030679572124481524,0.0
2.896405,-0.0030679572124481524,0.0
2.897406,-0.0030679572124481524,0.0
2.898407,-0.0030679572124481524,0.0
2.899408,-0.0030679572124481524,0.0
2.900409,-0.0030679572124481524,0.0
2.90141,-0.0030679572124481524,0.0
2.902411,-0.0030679572124481524,0.0
2.903412,-0.0030679572124481524,0.0
2.904413,-0.0030679572124481524,0.0
2.905414,-0.0030679572124481524,0.0
2.906415,-0.0030679572124481524,0.0
2.907416,-0.0030679572124481524,0.0
2.908417,-0.0030679572124481524,0.0
2.909418,-0.0030679572124481524,0.0
2.910419,-0.004601944545318489,0.0
2.918762,-0.0030679572124481524,0.0
2.919763,-0.004601944545318489,0.0
2.920764,-0.004601944545318489,0.0
2.921765,-0.004601944545318489,0.0
2.922766,-0.0030679572124481524,0.0
2.923767,-0.0030679572124481524,0.0
2.924768,-0.0030679572124481524,0.0
2.925769,-0.0030679572124481524,0.0
2.92677,-0.004601944545318489,0.0
2.927771,-0.0030679572124481524,0.0
2.928772,-0.0030679572124481524,0.0
2.929773,-0.0030679572124481524,0.0
2.930774,-0.0030679572124481524,0.0
2.931775,-0.0030679572124481524,0.0
2.932776,-0.0030679572124481524,0.0
2.933777,-0.0030679572124481524,0.0
2.934778,-0.0030679572124481524,0.0
2.935779,-0.0030679572124481524,0.0
2.93678,-0.0030679572124481524,0.0
2.937781,-0.0030679572124481524,0.0
2.938782,-0.004601944545318489,0.0
2.939783,-0.004601944545318489,0.0
2.940784,-0.0015339873328703362,0.0
2.941785,-0.0015339873328703362,0.0
2.942786,-0.0030679572124481524,0.0
2.943787,-0.004601944545318489,0.0
2.944788,-0.0030679572124481524,0.0
2.945789,-0.0030679572124481524,0.0
2.94679,-0.0030679572124481524,0.0
2.947791,-0.0030679572124481524,0.0
2.948792,-0.0030679572124481524,0.0
2.949793,-0.0030679572124481524,0.0
2.950794,-0.0030679572124481524,0.0
2.951795,-0.0030679572124481524,0.0
2.952796,-0.0030679572124481524,0.0
2.953797,-0.004601944545318489,0.0
2.954798,-0.004601944545318489,0.0
2.955799,-0.004601944545318489,0.0
2.9568,-0.0030679572124481524,0.0
2.957801,-0.0030679572124481524,0.0
2.958802,-0.0030679572124481524,0.0
2.959803,-0.0030679572124481524,0.0
2.960804,-0.004601944545318489,0.0
2.961805,-0.0030679572124481524,0.0
2.962806,-0.0030679572124481524,0.0
2.963807,-0.0030679572124481524,0.0
2.964808,-0.0030679572124481524,0.0
2.965809,-0.0030679572124481524,0.0
2.96681,-0.004601944545318489,0.0
2.967811,-0.004601944545318489,0.0
2.975259,-0.004601944545318489,0.0
2.97626,-0.0030679572124481524,0.0
2.977261,-0.0030679572124481524,0.0
2.978262,-0.0030679572124481524,0.0
2.979263,-0.0030679572124481524,0.0
2.980264,-0.0030679572124481524,0.0
2.981265,-0.004601944545318489,0.0
2.982266,-0.0030679572124481524,0.0
2.983267,-0.0030679572124481524,0.0
2.984268,-0.004601944545318489,0.0
2.985269,-0.0030679572124481524,0.0
2.98627,-0.0030679572124481524,0.0
2.987271,-0.0030679572124481524,0.0
2.988272,-0.0030679572124481524,0.0
