t_s,enc_deg,acc_deg,a_belt,v_belt,a_raw_x,a_raw_y,a_raw_z,a_lin_x,a_lin_y,a_lin_z,cmd_sps,cmd_dir,cmd_vel,a_belt_lp25,a_lin_x_lp25,a_lin_y_lp25,a_lin_z_lp25
1.348832,102.041,-505.810547,-0.580941,-9.799498,-8.932767,-0.320823,1.294066,0.062026,-0.580941,0.396449,462.32,-1,-462.32,1.7464509527649064,0.00155237500788349,1.7464509527649064,0.1533675850881568
1.351094,102.041,-505.810547,0.088238,-9.799938,-9.314642,0.348356,1.514333,-0.319849,0.088238,0.616716,527.41,-1,-527.41,2.2364483847439973,0.021848595159814816,2.2364483847439973,0.1392535569883453
1.353352,102.041,-505.810547,2.210698,-9.796533,-9.008183,2.470816,0.853533,-0.013391,2.210698,-0.044084,570.53,-1,-570.53,2.690035782632453,0.04080506969342933,2.690035782632453,0.11805831773378445
1.355608,103.2715,-504.580078,7.275632,-9.788161,-8.676587,7.53575,0.628478,0.318206,7.275632,-0.269139,613.41,-1,-613.41,3.000423832311787,0.055515341880393976,3.000423832311787,0.09487342312860776
1.357865,104.0625,-503.789062,12.395632,-9.762774,-7.927202,12.65575,0.687136,1.067591,12.395632,-0.210481,656.03,-1,-656.03,3.0768360008142146,0.06360984967173564,3.0768360008142146,0.07407939141825146
1.360121,105.1172,-502.734375,3.751367,-9.750506,-10.022128,4.011485,1.683124,-1.027335,3.751367,0.785507,719.41,-1,-719.41,2.9042355377437983,0.06771507662305384,2.9042355377437983,0.05655000743113358
1.362384,105.9082,-501.943359,0.174429,-9.747403,-9.821015,0.434548,1.145625,-0.826222,0.174429,0.248009,761.27,-1,-761.27,2.560866786737119,0.07266643271814854,2.560866786737119,0.042899498854388755
1.364642,106.875,-500.976562,1.401458,-9.746259,-8.300697,1.661576,-0.096965,0.694096,1.401458,-0.994582,802.79,-1,-802.79,2.171043387048384,0.07661462452157689,2.171043387048384,0.03711659985238732
1.366899,108.0176,-499.833984,-0.443275,-9.745111,-7.945158,-0.183156,0.736217,1.049634,-0.443275,-0.1614,843.94,-1,-843.94,1.8502208408244851,0.0709607161817047,1.8502208408244851,0.04259528778829727
1.369154,108.8086,-499.042969,-2.226955,-9.749801,-8.607155,-1.966837,0.472855,0.387638,-2.226955,-0.424762,904.94,-1,-904.94,1.6803694178944792,0.051247900638389646,1.6803694178944792,0.05519876922985348
1.371413,109.5117,-498.339844,-2.735723,-9.757077,-9.807847,-2.475605,2.455254,-0.813054,-2.735723,1.557637,945.08,-1,-945.08,1.6936270051030582,0.02310711079666267,1.6936270051030582,0.06372267781665882
1.373668,110.4785,-497.373047,2.43695,-9.756686,-9.211691,2.697068,1.356315,-0.216898,2.43695,0.458698,984.78,-1,-984.78,1.8580390997199994,-0.004034082316544434,1.8580390997199994,0.05905296000420579
1.375925,111.709,-496.142578,1.150067,-9.753411,-9.156625,1.410185,0.761356,-0.161832,1.150067,-0.136261,1024.01,-1,-1024.01,2.0869531757574156,-0.025416964601589164,2.0869531757574156,0.042552654015538684
1.378182,113.8184,-494.033203,3.106129,-9.748055,-8.850166,3.366248,0.314838,0.144627,3.106129,-0.582779,1081.94,-1,-1081.94,2.2670024429405564,-0.04217412659756756,2.2670024429405564,0.023920908096801967
1.380442,115.752,-492.099609,13.03608,-9.720014,-8.10557,13.296199,0.016759,0.889223,13.03608,-0.880857,1119.92,-1,-1119.92,2.2928937129690037,-0.056469717899217106,2.2928937129690037,0.011208764333435782
1.382696,117.7734,-490.078125,4.306822,-9.700825,-10.096349,4.56694,1.580173,-1.101556,4.306822,0.682556,1157.36,-1,-1157.36,2.1189873157304615,-0.06652281781799231,2.1189873157304615,0.003783980949572193
1.384954,119.707,-488.144531,0.005638,-9.698885,-9.712079,0.265756,2.012326,-0.717286,0.005638,1.11471,1194.23,-1,-1194.23,1.7933128912052823,-0.06865459471816197,1.7933128912052823,-0.004216981206285502
1.387213,121.8164,-486.035156,0.364768,-9.699143,-8.431181,0.624887,0.377087,0.563612,0.364768,-0.52053,1248.45,-1,-1248.45,1.4257107277396286,-0.06452283189127302,1.4257107277396286,-0.013752867549887705
1.389477,124.0137,-483.837891,-0.99035,-9.699771,-8.790312,-0.730232,0.420182,0.204481,-0.99035,-0.477434,1283.82,-1,-1283.82,1.1290722218713585,-0.0612499705819685,1.1290722218713585,-0.018107790583804885
1.391732,125.9473,-481.904297,-2.346665,-9.703504,-8.752005,-2.086547,0.077812,0.242788,-2.346665,-0.819805,1318.57,-1,-1318.57,0.9869358498241736,-0.06404427291830157,0.9869358498241736,-0.011240772277679974
1.393987,128.0566,-479.794922,-3.325894,-9.710794,-9.028535,-3.065775,1.513135,-0.033742,-3.325894,0.615519,1352.66,-1,-1352.66,1.0366096393366178,-0.07212158964258143,1.0366096393366178,0.00491308499328764
1.396245,130.4297,-477.421875,0.320476,-9.713687,-9.795877,0.580594,1.744176,-0.801084,0.320476,0.846559,1402.52,-1,-1402.52,1.2546093910603302,-0.08093612365125592,1.2546093910603302,0.023433565661776914
1.398506,132.8906,-474.960937,2.202318,-9.710879,-9.299079,2.462436,0.769736,-0.304286,2.202318,-0.127881,1434.89,-1,-1434.89,1.5607186531435833,-0.08768481718085051,1.5607186531435833,0.04132437639377987
1.400761,135.3516,-472.5,2.687144,-9.704945,-8.497022,2.947262,0.609324,0.497771,2.687144,-0.288293,1466.53,-1,-1466.53,1.845570210191695,-0.09480906229255273,1.845570210191695,0.0626229141021038
1.40302,139.2187,-468.632812,5.039447,-9.696702,-8.750807,5.299565,0.208296,0.243986,5.039447,-0.689321,1512.59,-1,-1512.59,2.002528913271524,-0.10655274313685609,2.002528913271524,0.09225786762308102
1.405276,143.3496,-464.501953,8.943192,-9.672246,-8.742428,9.203311,0.575805,0.252365,8.943192,-0.321811,1542.34,-1,-1542.34,1.9577058481813574,-0.12240811437007106,1.9577058481813574,0.1281361853609799
1.407535,147.2168,-460.634766,1.540322,-9.66147,-9.868899,1.80044,2.149993,-0.874106,1.540322,1.252376,1571.3,-1,-1571.3,1.7006512290277993,-0.1355027918303984,1.7006512290277993,0.15932451727144387
1.409792,151.6113,-456.240234,-0.092524,-9.66068,-9.894038,0.167594,2.069787,-0.899245,-0.092524,1.17217,1599.45,-1,-1599.45,1.2879941261441312,-0.13829460844170047,1.2879941261441312,0.1738665859328292
1.412051,155.5664,-452.285156,1.831217,-9.657834,-8.801085,2.091335,-0.222661,0.193707,1.831217,-1.120278,1640.12,-1,-1640.12,0.8087323814763551,-0.12996714665680412,0.8087323814763551,0.16828173767785898
1.414309,160.0488,-447.802734,-0.910144,-9.654383,-8.027759,-0.650026,0.73502,0.967034,-0.910144,-0.162597,1666.18,-1,-1666.18,0.3529900962301679,-0.1157520330780677,0.3529900962301679,0.1447348023209176
1.416568,164.707,-443.144531,-5.455536,-9.662479,-9.449914,-5.195418,1.468843,-0.455121,-5.455536,0.571226,1691.37,-1,-1691.37,-0.0018617831529321913,-0.09817411516307305,-0.0018617831529321913,0.10107228695170117
1.418822,169.1895,-438.662109,-3.390537,-9.672153,-9.910798,-3.130419,2.176329,-0.916005,-3.390537,1.278713,1715.67,-1,-1715.67,-0.21632764210122446,-0.07371967183845535,-0.21632764210122446,0.03149743626846073
1.42108,174.1113,-433.740234,1.466101,-9.672036,-9.343372,1.726219,1.90339,-0.348579,1.466101,1.005774,1750.44,-1,-1750.44,-0.3113832450665933,-0.04035181325191142,-0.3113832450665933,-0.06171959805338728
1.423336,178.6816,-429.169922,4.756932,-9.66079,-8.336611,5.01705,-0.391452,0.658182,4.756932,-1.289069,1772.46,-1,-1772.46,-0.34594562775636317,-0.0036064018323827035,-0.34594562775636317,-0.16083506242392004
1.425597,184.043,-423.808594,-0.237373,-9.655755,-8.7951,0.022745,-0.847547,0.199693,-0.237373,-1.745164,1793.55,-1,-1793.55,-0.3623767095003603,0.027484592363313454,-0.3623767095003603,-0.24068881578674522
1.427854,189.0527,-418.798828,-0.857471,-9.658276,-9.029732,-0.597353,0.398635,-0.034939,-0.857471,-0.498982,1813.69,-1,-1813.69,-0.3592056136836116,0.04706346003876155,-0.3592056136836116,-0.28561353776854737
1.435925,205.6641,-402.1875,-3.002676,-9.68251,-9.01417,-2.742558,0.849942,-0.019377,-3.002676,-0.047675,1884.44,-1,-1884.44,-0.31180483396748754,0.05304216306214639,-0.31180483396748754,-0.29653001059397577
1.437982,209.7949,-398.056641,-2.164706,-9.688058,-8.333019,-1.904588,1.037886,0.661774,-2.164706,0.14027,1899.62,-1,-1899.62,-0.2083670196771165,0.0448369400450313,-0.2083670196771165,-0.2832479340875274
1.440254,214.0137,-393.837891,1.681579,-9.686809,-8.809465,1.941698,0.554258,0.185328,1.681579,-0.343359,1920.45,-1,-1920.45,-0.0676423216431517,0.024449632256626243,-0.0676423216431517,-0.25463764173924675
1.442511,218.4961,-389.355469,1.662426,-9.682758,-9.429564,1.922544,0.248997,-0.434771,1.662426,-0.64862,1933.04,-1,-1933.04,0.07333515046093467,-0.001627021601056912,0.07333515046093467,-0.2163525353836294
1.444767,222.5391,-385.3125,0.404273,-9.680885,-9.464279,0.664391,0.889446,-0.469486,0.404273,-0.008171,1944.57,-1,-1944.57,0.18584491922038768,-0.025398456644752366,0.18584491922038768,-0.17423934042159672
1.447023,226.4941,-381.357422,0.03796,-9.680376,-8.965088,0.298078,1.588553,0.029705,0.03796,0.690936,1959.86,-1,-1959.86,0.2604810928552467,-0.04272931179668788,0.2604810928552467,-0.13545680270263302
1.449287,230.0977,-377.753906,1.085423,-9.679486,-8.905233,1.345541,0.756568,0.08956,1.085423,-0.141049,1968.71,-1,-1968.71,0.299649879305463,-0.05430785804898989,0.299649879305463,-0.10405938692743892
1.451545,233.7012,-374.150391,0.00923,-9.678024,-8.930372,0.269348,0.25618,0.064421,0.00923,-0.641437,1976.48,-1,-1976.48,0.310792437181648,-0.06218323244677424,0.310792437181648,-0.07841944219757156
1.453801,237.2168,-370.634766,0.446171,-9.677608,-9.038112,0.70629,0.705092,-0.043319,0.446171,-0.192524,1983.15,-1,-1983.15,0.30512724352857395,-0.06683316577176135,0.30512724352857395,-0.05581723180531735
1.456057,240.5566,-367.294922,-0.804799,-9.677967,-9.254786,-0.544681,1.291672,-0.259994,-0.804799,0.394055,1991.09,-1,-1991.09,0.2946033943172498,-0.06707533803843882,0.2946033943172498,-0.03710428481738268
1.458318,243.8086,-364.042969,0.042748,-9.6805,-9.303867,0.302867,0.993594,-0.309074,0.042748,0.095977,1995.0,-1,-1995.0,0.2858233733215827,-0.06201583994763984,0.2858233733215827,-0.024735455792305315
1.460574,246.7969,-361.054687,0.246255,-9.680001,-9.012972,0.506374,0.667982,-0.018179,0.246255,-0.229635,1997.79,-1,-1997.79,0.27608401199775373,-0.0531583652939489,0.27608401199775373,-0.018946641769698146
1.46283,250.0488,-357.802734,0.629328,-9.678607,-8.841787,0.889446,0.794875,0.153006,0.629328,-0.102742,1999.46,-1,-1999.46,0.25575514960745216,-0.04440810973554404,0.25575514960745216,-0.018216956165845212
1.465088,252.9492,-354.902344,1.153658,-9.676898,-8.791509,1.413776,1.23062,0.203284,1.153658,0.333003,1999.85,-1,-1999.85,0.21543728259424594,-0.03959256310952844,0.21543728259424594,-0.021448899786420048
1.46735,255.8496,-352.001953,1.35118,-9.671925,-8.986636,1.611298,0.879869,0.008157,1.35118,-0.017748,1998.7,-1,-1998.7,0.15439315356417926,-0.03987930835140074,0.15439315356417926,-0.027293604386377863
1.469606,258.6621,-349.189453,-0.656359,-9.671372,-9.193734,-0.39624,0.636858,-0.198941,-0.656359,-0.260759,1996.41,-1,-1996.41,0.08601480256882728,-0.043494784630751945,0.08601480256882728,-0.03264153497034234
1.471862,261.2988,-346.552734,-1.473978,-9.674389,-9.548077,-1.21386,0.881066,-0.553284,-1.473978,-0.016551,1992.99,-1,-1992.99,0.03235984988123236,-0.04824642455574294,0.03235984988123236,-0.03375487942303035
1.47412,264.1113,-343.740234,-0.621643,-9.677663,-8.730456,-0.361524,0.523133,0.264337,-0.621643,-0.374484,1985.73,-1,-1985.73,0.008655629832272235,-0.054730766585756,0.008655629832272235,-0.028485581329422558
1.476382,266.5723,-341.279297,1.054299,-9.67705,-8.456321,1.314417,0.636858,0.538472,1.054299,-0.260759,1979.47,-1,-1979.47,0.014536824661786529,-0.06573061456203536,0.014536824661786529,-0.01776384764311016
1.478637,269.209,-338.642578,-0.129634,-9.675169,-9.175778,0.130484,0.829591,-0.180985,-0.129634,-0.068026,1972.07,-1,-1972.07,0.041314938995934,-0.0814206588099397,0.041314938995934,-0.006666156066760477
1.480893,271.7578,-336.09375,-1.224981,-9.678241,-9.490616,-0.964863,1.769315,-0.495823,-1.224981,0.871698,1963.53,-1,-1963.53,0.08058268079285565,-0.09740926026605656,0.08058268079285565,-0.003053916953449088
1.48315,274.2187,-333.632812,0.544334,-9.677941,-9.07163,0.804452,1.493982,-0.076838,0.544334,0.596365,1948.59,-1,-1948.59,0.12102042130669675,-0.10857339575926721,0.12102042130669675,-0.011717555545212395
1.485413,276.7676,-331.083984,2.553069,-9.674473,-9.351752,2.813187,0.778116,-0.356959,2.553069,-0.119501,1937.22,-1,-1937.22,0.14702338175420887,-0.11270993904922909,0.14702338175420887,-0.02843941866518985
1.487668,279.2285,-328.623047,0.435397,-9.671268,-9.132683,0.695516,-0.112527,-0.13789,0.435397,-1.010144,1924.72,-1,-1924.72,0.15193521226336093,-0.1107957708379598,0.15193521226336093,-0.04170357625812902
1.489923,281.6895,-326.162109,-2.69981,-9.676177,-8.774749,-2.439692,0.422577,0.220044,-2.69981,-0.47504,1911.09,-1,-1911.09,0.14573251587282993,-0.10573534348480948,0.14573251587282993,-0.041955373512167306
1.492181,284.1504,-323.701172,1.154855,-9.678531,-8.863335,1.414973,0.893037,0.131458,1.154855,-0.00458,1888.55,-1,-1888.55,0.1401434550803764,-0.0998919138663298,0.1401434550803764,-0.02886833309921124
1.494445,286.5234,-321.328125,1.988037,-9.674036,-9.390059,2.248155,0.762553,-0.395267,1.988037,-0.135064,1872.13,-1,-1872.13,0.13722549995097294,-0.09280633348237513,0.13722549995097294,-0.010476383459396148
1.496701,289.0723,-318.779297,-1.576929,-9.674723,-9.440337,-1.316811,1.644817,-0.445544,-1.576929,0.7472,1854.61,-1,-1854.61,0.13989360878944695,-0.08263504640346582,0.13989360878944695,0.002258261435757532
1.498956,291.3574,-316.494141,-1.798393,-9.678538,-9.064447,-1.538275,1.541866,-0.069654,-1.798393,0.644249,1835.99,-1,-1835.99,0.15549868299904054,-0.07009025701326621,0.15549868299904054,0.0015940722654274122
1.501214,293.8184,-314.033203,1.08662,-9.681079,-8.67539,1.346738,0.831985,0.319403,1.08662,-0.065632,1806.01,-1,-1806.01,0.1802387378572734,-0.059404764984944416,0.1802387378572734,-0.011949322184622026
1.503476,296.4551,-311.396484,3.525115,-9.67462,-8.623915,3.785233,0.39624,0.370878,3.525115,-0.501377,1784.68,-1,-1784.68,0.19789684063155583,-0.054571367330564315,0.19789684063155583,-0.03020929537651454
1.505732,298.916,-308.935547,-0.27568,-9.67267,-9.240421,-0.015562,0.357933,-0.245628,-0.27568,-0.539684,1762.28,-1,-1762.28,0.20333738833706388,-0.055240657489499224,0.20333738833706388,-0.044245177156976984
1.507988,301.2891,-306.5625,-2.849447,-9.678496,-9.326612,-2.589329,1.307234,-0.33182,-2.849447,0.409617,1738.82,-1,-1738.82,0.21255407018473027,-0.057216860050471,0.21255407018473027,-0.050090262703817924
1.510247,303.75,-304.101562,-0.143999,-9.681109,-9.13388,0.116119,1.070208,-0.139087,-0.143999,0.172591,1701.66,-1,-1701.66,0.23990324627584989,-0.05661194659842497,0.23990324627584989,-0.0473958341734668
1.512509,306.3867,-301.464844,0.383922,-9.680601,-9.267955,0.64404,0.246603,-0.273162,0.383922,-0.651014,1675.6,-1,-1675.6,0.2764148257339518,-0.05275231185476089,0.2764148257339518,-0.035090958024183175
1.514765,308.9355,-298.916016,0.484479,-9.679582,-8.798691,0.744597,0.62369,0.196102,0.484479,-0.273927,1648.52,-1,-1648.52,0.2948386172826042,-0.04803558840778016,0.2948386172826042,-0.012183505740750975
1.517022,311.4844,-296.367187,-0.084144,-9.679099,-8.791509,0.175974,0.651223,0.203284,-0.084144,-0.246394,1606.03,-1,-1606.03,0.2634319229113435,-0.04574910898808421,0.2634319229113435,0.017667153610152204
1.519281,314.1211,-293.730469,1.843188,-9.678721,-9.02614,2.103306,1.604115,-0.031347,1.843188,0.706498,1576.46,-1,-1576.46,0.1523351600559788,-0.04726126767873858,0.1523351600559788,0.04546204607694578
1.521545,316.582,-291.269531,2.46568,-9.672805,-9.077616,2.725799,1.124078,-0.082823,2.46568,0.226461,1545.93,-1,-1545.93,-0.05807724823138299,-0.051045457043307346,-0.05807724823138299,0.06164620606817363
1.523802,319.4824,-288.369141,-2.891346,-9.675856,-9.688137,-2.631228,1.06542,-0.693344,-2.891346,0.167803,1514.44,-1,-1514.44,-0.36648203498758447,-0.05485182847394393,-0.36648203498758447,0.060995710373537224
1.526059,321.9434,-285.908203,-1.739735,-9.684581,-8.78672,-1.479617,1.771709,0.208073,-1.739735,0.874092,1465.46,-1,-1465.46,-0.7582652519836314,-0.05917645465032264,-0.7582652519836314,0.044154905438808636
1.528316,324.668,-283.183594,2.165208,-9.683655,-8.568848,2.425326,0.804452,0.425945,2.165208,-0.093165,1431.66,-1,-1431.66,-1.223760382443622,-0.06753402949920596,-1.223760382443622,0.018325533095527827
1.530578,327.4805,-280.371094,2.252596,-9.678061,-9.291897,2.512715,0.385466,-0.297104,2.252596,-0.51215,1396.97,-1,-1396.97,-1.7481101158593086,-0.0824535995236527,-1.7481101158593086,-0.003434001071081351
1.532834,329.7656,-278.085937,-2.912894,-9.681914,-9.405622,-2.652776,0.68953,-0.410829,-2.912894,-0.208087,1361.39,-1,-1361.39,-2.279350449373988,-0.10364104323470269,-2.279350449373988,-0.007403051045195213
1.53509,331.5234,-276.328125,-10.224786,-9.69694,-8.801085,-9.964667,0.721852,0.193707,-10.224786,-0.175765,1306.44,-1,-1306.44,-2.7318367004351978,-0.13074013516591332,-2.7318367004351978,0.015493371268152286
1.53735,333.2812,-274.570312,-6.576022,-9.717671,-9.651027,-6.315904,0.347159,-0.656234,-6.576022,-0.550458,1268.77,-1,-1268.77,-3.0426489599323743,-0.1651724863836838,-3.0426489599323743,0.06832481239720575
1.539612,335.0391,-272.8125,-0.810785,-9.724141,-8.350976,-0.550666,-0.005986,0.643817,-0.810785,-0.903602,1230.28,-1,-1230.28,-3.2189096560481683,-0.20913097998320185,-3.2189096560481683,0.14656970987687207
1.541867,337.0605,-270.791016,-2.145552,-9.72703,-8.39886,-1.885434,1.758541,0.595933,-2.145552,0.860924,1191.02,-1,-1191.02,-3.3197484254107765,-0.26187339892404504,-3.3197484254107765,0.23523702037352512
1.544122,338.9941,-268.857422,-4.16147,-9.73689,-10.398018,-3.901352,2.364274,-1.403225,-4.16147,1.466657,1130.69,-1,-1130.69,-3.408397218837727,-0.31527336337238326,-3.408397218837727,0.3125991704434514
1.546381,340.752,-267.099609,1.201542,-9.740744,-9.491813,1.46166,1.388637,-0.49702,1.201542,0.49102,1089.56,-1,-1089.56,-3.5292344936456903,-0.3566690733980173,-3.5292344936456903,0.36159706655574875
1.553991,347.168,-260.683594,0.06669,-9.740236,-9.161413,0.326809,1.904588,-0.16662,0.06669,1.006971,940.17,-1,-940.17,-3.6945825546011775,-0.37669032904430544,-3.6945825546011775,0.37725326000351994
1.556048,348.2227,-259.628906,-1.360254,-9.740227,-10.059238,-1.100136,0.702698,-1.064445,-1.360254,-0.194919,873.76,-1,-873.76,-3.8608325753022497,-0.3712806752272424,-3.8608325753022497,0.364710035928833
1.558305,349.1895,-258.662109,-13.705956,-9.757896,-10.366894,-13.445837,1.479617,-1.372101,-13.705956,0.582,828.75,-1,-828.75,-3.9324096805733704,-0.34170120945505333,-3.9324096805733704,0.3334987520976009
1.560562,349.9805,-257.871094,-10.756299,-9.785536,-8.526949,-10.496181,0.986411,0.467844,-10.756299,0.088794,783.19,-1,-783.19,-3.8280009589186936,-0.29785781763376157,-3.8280009589186936,0.29325233066898826
1.562834,350.9473,-256.904297,-0.359478,-9.793544,-7.839813,-0.099359,0.520739,1.15498,-0.359478,-0.376878,737.09,-1,-737.09,-3.554322584029405,-0.2550755864510749,-3.554322584029405,0.2516196005117091
1.565088,352.1777,-255.673828,-1.992323,-9.789193,-9.41879,-1.732205,1.018733,-0.423997,-1.992323,0.121116,667.02,-1,-667.02,-3.199499245966136,-0.22206089164940052,-3.199499245966136,0.2119400466227713
1.567343,352.793,-255.058594,-3.414479,-9.796643,-10.366894,-3.154361,1.902193,-1.372101,-3.414479,1.004576,619.72,-1,-619.72,-2.8694577900628193,-0.19672562871454907,-2.8694577900628193,0.17264191647157043
1.569599,353.9355,-253.916016,0.08345,-9.799867,-8.838196,0.343568,1.562217,0.156597,0.08345,0.6646,571.99,-1,-571.99,-2.6528095988681923,-0.1759347496615288,-2.6528095988681923,0.13290952819963933
1.57186,354.8145,-253.037109,6.552583,-9.78739,-8.09719,6.812701,-0.025139,0.897603,6.552583,-0.922756,523.85,-1,-523.85,-2.606634015460929,-0.1617039720642493,-2.606634015460929,0.09840343201594426
1.574116,355.7812,-252.070312,-1.211813,-9.785265,-9.853337,-0.951695,0.37589,-0.858544,-1.211813,-0.521727,450.95,-1,-450.95,-2.720031640881176,-0.1552553211551987,-2.720031640881176,0.07699605966867065
1.57637,356.0449,-251.806641,-4.364977,-9.791833,-8.911219,-4.104859,1.138443,0.083574,-4.364977,0.240826,401.94,-1,-401.94,-2.8934136186824113,-0.15282074247491015,-2.8934136186824113,0.06972001511467012
1.578627,356.1328,-251.71875,-11.286614,-9.810658,-9.185355,-11.026496,1.386243,-0.190562,-11.286614,0.488626,352.62,-1,-352.62,-2.983765999512064,-0.14904136979591234,-2.983765999512064,0.0699433798808438
1.58089,355.957,-251.894531,-7.701297,-9.832913,-10.30225,-7.441179,0.791284,-1.307457,-7.701297,-0.106333,303.04,-1,-303.04,-2.8882378469248233,-0.1406746365265736,-2.8882378469248233,0.06990409775853981
1.583148,355.957,-251.894531,-0.038655,-9.8381,-8.165425,0.221464,1.240196,0.829368,-0.038655,0.34258,228.22,-1,-228.22,-2.5939050799760177,-0.12919097725951964,-2.5939050799760177,0.06459382253356814
1.585404,355.957,-251.894531,-3.83107,-9.841758,-8.534132,-3.570952,0.78051,0.460661,-3.83107,-0.117107,178.09,-1,-178.09,-2.157628727799775,-0.11925267497586646,-2.157628727799775,0.05120131900445579
1.587658,355.957,-251.894531,-2.444827,-9.849067,-10.038888,-2.184709,1.855506,-1.044095,-2.444827,0.957889,127.81,-1,-127.81,-1.661260490800544,-0.1124386596318602,-1.661260490800544,0.028992290659915113
1.589921,355.7812,-252.070312,3.041486,-9.845681,-9.270349,3.301604,1.464054,-0.275556,3.041486,0.566437,77.4,-1,-77.4,-1.1911354044555278,-0.10747090677171996,-1.1911354044555278,0.002566895345715183
1.592178,355.957,-251.894531,2.572222,-9.836086,-8.385692,2.832341,-0.582988,0.609101,2.572222,-1.480605,1.61,-1,-1.61,-0.8190237841752026,-0.1059496431907498,-0.8190237841752026,-0.015903126520317164
1.594432,356.0449,-251.806641,-0.941269,-9.83462,-8.833407,-0.68115,0.064643,0.161386,-0.941269,-0.832973,48.99,1,48.99,-0.5738388423062999,-0.1107725980557596,-0.5738388423062999,-0.013925554578698686
1.596687,355.957,-251.894531,-1.302793,-9.837826,-8.980651,-1.042675,0.92895,0.014142,-1.302793,0.031333,99.61,1,99.61,-0.44115787395522754,-0.11987896975379164,-0.44115787395522754,0.009754866253966423
1.598948,355.8691,-251.982422,-1.485949,-9.840261,-9.77792,-1.225831,1.211466,-0.783127,-1.485949,0.313849,150.2,1,150.2,-0.39253731966917715,-0.12587529521447016,-0.39253731966917715,0.04389488727792575
1.601203,355.957,-251.894531,-2.11323,-9.844516,-9.696517,-1.853112,1.590947,-0.701724,-2.11323,0.69333,225.99,1,225.99,-0.4113608903519651,-0.12213021498510881,-0.4113608903519651,0.07355758955669296
1.603459,355.8691,-251.982422,-0.883808,-9.848164,-9.15423,-0.62369,1.58975,-0.159437,-0.883808,0.692133,276.4,1,276.4,-0.5032902987464755,-0.10899431883172371,-0.5032902987464755,0.08884121353506448
1.605714,355.8691,-251.982422,0.642496,-9.847388,-8.716091,0.902614,0.650026,0.278702,0.642496,-0.247591,326.69,1,326.69,-0.693816819760205,-0.09417734065872639,-0.693816819760205,0.08859288066432479
1.607974,355.957,-251.894531,1.019583,-9.84534,-8.578424,1.279701,0.635661,0.416368,1.019583,-0.261956,376.8,1,376.8,-1.0119926286730172,-0.08701698652648479,-1.0119926286730172,0.07760201601865593
1.610229,355.8691,-251.982422,1.61095,-9.84241,-8.888474,1.871069,1.128866,0.106319,1.61095,0.231249,451.6,1,451.6,-1.46657668588402,-0.09219813320034723,-1.46657668588402,0.0604403858178216
1.612485,355.957,-251.894531,1.354771,-9.839004,-9.332599,1.614889,1.209072,-0.337806,1.354771,0.311455,501.16,1,501.16,-2.024665579963621,-0.10803057005816688,-2.024665579963621,0.03936668026174937
1.614739,355.7812,-252.070312,-0.566576,-9.839042,-9.141062,-0.306458,1.154005,-0.146269,-0.566576,0.256388,550.44,1,550.44,-2.5982050020547103,-0.12947317774345654,-2.5982050020547103,0.01747388796437608
1.616995,354.5508,-253.300781,-9.549621,-9.84869,-8.999804,-9.289502,0.632069,-0.005012,-9.549621,-0.265548,599.4,1,599.4,-3.0531594934847774,-0.1514872560533507,-3.0531594934847774,0.0012356585112371225
1.619259,353.4961,-254.355469,-15.815247,-9.879991,-9.927557,-15.555128,0.682347,-0.932764,-15.815247,-0.215269,672.19,1,672.19,-3.2678592000702436,-0.17029997252815163,-3.2678592000702436,-0.0010840859164831511
1.621516,352.2656,-255.585937,-2.417294,-9.897245,-8.931569,-2.157176,-0.54109,0.063224,-2.417294,-1.438706,720.23,1,720.23,-3.2181333490587054,-0.18495429869562488,-3.2181333490587054,0.015374197562848394
1.623772,351.3867,-256.464844,3.63046,-9.892122,-8.052897,3.890578,0.657208,0.941895,3.63046,-0.240408,767.84,1,767.84,-2.993229921804156,-0.19687063462898258,-2.993229921804156,0.045049162504493645
1.626026,350.332,-257.519531,-6.566445,-9.89407,-10.196905,-6.306327,2.694674,-1.202112,-6.566445,1.797057,838.38,1,838.38,-2.719479280379649,-0.2047504837450052,-2.719479280379649,0.07062880522282508
1.628287,349.1016,-258.75,-1.227376,-9.905061,-10.54167,-0.967257,2.505532,-1.546877,-1.227376,1.607915,884.78,1,884.78,-2.5025536772866186,-0.20509878590031075,-2.5025536772866186,0.07568234696705511
1.630544,348.3105,-259.541016,3.510749,-9.900815,-8.145074,3.770868,0.270545,0.849719,3.510749,-0.627072,930.63,1,930.63,-2.428775569092617,-0.20139335173773548,-2.428775569092617,0.060528311079803235
1.632801,347.3437,-260.507812,6.592087,-9.886486,-7.754819,6.852205,-1.388637,1.239974,6.592087,-2.286254,975.91,1,975.91,-2.544152824326447,-0.20377562944545302,-2.544152824326447,0.03910626691904718
1.635054,346.2012,-261.650391,-3.576088,-9.890145,-9.616311,-3.315969,1.857901,-0.621518,-3.576088,0.960284,1042.68,1,1042.68,-2.80252098333142,-0.21564962916712527,-2.80252098333142,0.019481496478114445
1.637315,344.0039,-263.847656,-8.652992,-9.901098,-9.434352,-8.392874,1.868674,-0.439559,-8.652992,0.971058,1086.39,1,1086.39,-3.0674350970285515,-0.22812723217201217,-3.0674350970285515,-0.0035144366561834493
