t_s,enc_deg,acc_deg,a_belt,v_belt,a_raw_x,a_raw_y,a_raw_z,a_lin_x,a_lin_y,a_lin_z,cmd_sps,cmd_dir,cmd_vel,a_belt_lp25,a_lin_x_lp25,a_lin_y_lp25,a_lin_z_lp25
0.439486,357.9785,-605.917969,-1.694642,-0.141579,-9.046491,-1.47004,0.656011,-0.049519,-1.694642,-0.268982,1500.0,1,1500.0,0.03710566633824744,-0.09525188508450223,0.03710566633824744,0.07307279797114025
0.441747,354.9902,-608.90625,1.486055,-0.14159,-8.876503,1.710657,0.663194,0.120469,1.486055,-0.2618,1500.0,1,1500.0,0.07097939213027747,-0.10116846539343083,0.07097939213027747,0.08198906653563995
0.444002,352.0898,-611.806641,1.319658,-0.138025,-9.378088,1.54426,1.364695,-0.381116,1.319658,0.439701,1500.0,1,1500.0,0.06845809380633264,-0.10552041213623929,0.06845809380633264,0.08996589037842866
0.44626,348.9258,-614.970703,-0.865051,-0.13883,-9.294291,-0.640449,1.021127,-0.297318,-0.865051,0.096134,1500.0,1,1500.0,0.03744846282294466,-0.10543356892031841,0.03744846282294466,0.09285872577584629
0.448516,346.2012,-617.695313,-0.77886,-0.14103,-8.865729,-0.554258,1.017536,0.131243,-0.77886,0.092542,1500.0,1,1500.0,-0.002277323008202742,-0.10015035079147852,-0.002277323008202742,0.08719573274846065
0.450781,343.3008,-620.595703,-0.653164,-0.142437,-9.202114,-0.428562,1.149217,-0.205142,-0.653164,0.224223,1500.0,1,1500.0,-0.035523984345420596,-0.09096782957736978,-0.035523984345420596,0.07160711436110927
0.453039,340.4004,-623.496094,0.308108,-0.142703,-9.132683,0.53271,1.024718,-0.135711,0.308108,0.099725,1500.0,1,1500.0,-0.06244457726100926,-0.07946538339242622,-0.06244457726100926,0.04650495246153374
0.455296,337.6758,-626.220703,0.887504,-0.140797,-8.931569,1.112107,1.146823,0.065403,0.887504,0.221829,1500.0,1,1500.0,-0.09203411226617765,-0.06729584660795677,-0.09203411226617765,0.01459133913034181
0.457554,334.5996,-629.296875,-0.364663,-0.140358,-9.269152,-0.140061,0.961272,-0.27218,-0.364663,0.036279,1500.0,1,1500.0,-0.12881273526976364,-0.056528880207449846,-0.12881273526976364,-0.018370265362808027
0.459816,331.875,-632.021484,0.561893,-0.140073,-8.856153,0.786495,0.417788,0.14082,0.561893,-0.507205,1500.0,1,1500.0,-0.1663147158839471,-0.04959629826224829,-0.1663147158839471,-0.04431938824543725
0.462071,329.0625,-634.833984,-1.805973,-0.14192,-8.7125,-1.58137,0.529119,0.284472,-1.805973,-0.395875,1500.0,1,1500.0,-0.19105264372179706,-0.04846660695730129,-0.19105264372179706,-0.05684598718310175
0.464327,326.25,-637.646484,-1.907726,-0.146883,-9.105149,-1.683124,0.861913,-0.108177,-1.907726,-0.063081,1500.0,1,1500.0,-0.19587845419194502,-0.052266261278349914,-0.19587845419194502,-0.05579307795209268
0.466583,323.4375,-640.458984,2.680762,-0.144321,-9.397242,2.905364,1.338359,-0.40027,2.680762,0.413365,1500.0,1,1500.0,-0.19213794902206602,-0.05679473618164431,-0.19213794902206602,-0.046726923147405244
