t_s,enc_deg,acc_deg,a_belt,v_belt,a_raw_x,a_raw_y,a_raw_z,a_lin_x,a_lin_y,a_lin_z,cmd_sps,cmd_dir,cmd_vel,a_belt_lp25,a_lin_x_lp25,a_lin_y_lp25,a_lin_z_lp25
0.178439,309.9902,-213.398437,-1.24798,-0.255455,-8.540117,-1.001973,0.122104,0.454298,-1.24798,-0.747572,0.0,1,0.0,-0.11453419390196368,-0.024964112332409027,-0.11453419390196368,-0.012356050444483988
0.180695,310.0781,-213.310547,-2.565988,-0.26048,-8.925584,-2.319981,0.596156,0.068831,-2.565988,-0.273521,0.0,1,0.0,-0.2521472155197674,-0.04359216294036095,-0.2521472155197674,-0.02804950004555322
0.18295,310.0781,-213.310547,-3.533246,-0.268184,-9.825804,-3.287239,1.391031,-0.831388,-3.533246,0.521354,0.0,1,0.0,-0.3150340534372749,-0.0612835085473001,-0.3150340534372749,-0.040800876344067726
0.185211,309.9023,-213.486328,-1.779493,-0.274418,-9.349358,-1.533486,1.666364,-0.354942,-1.779493,0.796688,0.0,1,0.0,-0.29451282637364146,-0.07052997385073226,-0.29451282637364146,-0.05998624634074486
0.187466,309.9902,-213.398437,0.421976,-0.275327,-9.029732,0.667982,1.02831,-0.035316,0.421976,0.158633,0.0,1,0.0,-0.22813119371932447,-0.0701583322285179,-0.22813119371932447,-0.08794033483086731
0.189721,309.9902,-213.398437,2.352899,-0.271054,-9.038112,2.598906,0.494403,-0.043696,2.352899,-0.375274,0.0,1,0.0,-0.17849495452419922,-0.06495949077350008,-0.17849495452419922,-0.11659815592792275
0.191975,309.9902,-213.398437,3.245936,-0.26367,-8.607155,3.491943,-0.003591,0.38726,3.245936,-0.873268,0.0,1,0.0,-0.19722824385169077,-0.061263831906027584,-0.19722824385169077,-0.13301471611414808
0.194363,310.0781,-213.310547,1.328181,-0.260499,-8.826224,1.574188,-0.071826,0.168191,1.328181,-0.941503,0.0,1,0.0,-0.2940716426921313,-0.06274912883641443,-0.2940716426921313,-0.12884679206095026
0.196619,310.0781,-213.310547,-1.525707,-0.262307,-9.235633,-1.279701,0.78051,-0.241218,-1.525707,-0.089167,0.0,1,0.0,-0.43010475609053916,-0.06838672208216014,-0.43010475609053916,-0.1069326821890475
0.198874,309.9902,-213.398437,-3.45304,-0.269085,-9.467871,-3.207033,1.43293,-0.473455,-3.45304,0.563253,0.0,1,0.0,-0.541641041146952,-0.07435924231372171,-0.541641041146952,-0.07986379807420911
0.201129,309.9902,-213.398437,-3.004127,-0.276474,-9.17099,-2.75812,1.286883,-0.176575,-3.004127,0.417207,0.0,1,0.0,-0.5791477497811665,-0.07864498992418509,-0.5791477497811665,-0.06133256140878459
0.203398,309.9023,-213.486328,-1.94589,-0.281829,-8.708909,-1.699883,1.107318,0.285506,-1.94589,0.237642,0.0,1,0.0,-0.5345015174711665,-0.0830251657671463,-0.5345015174711665,-0.05799295473562722
0.205653,309.9902,-213.398437,-0.461485,-0.283827,-8.842984,-0.215478,0.746991,0.151431,-0.461485,-0.122686,0.0,1,0.0,-0.44312244213631796,-0.09012807084118186,-0.44312244213631796,-0.0677927537383123
0.207909,309.9902,-213.398437,2.603093,-0.280697,-9.25359,2.8491,0.490811,-0.259174,2.603093,-0.378865,0.0,1,0.0,-0.3644592009504497,-0.09963937248291145,-0.3644592009504497,-0.08363727402580229
0.210165,309.9902,-213.398437,2.53845,-0.27455,-9.060856,2.784456,0.622492,-0.066441,2.53845,-0.247184,0.0,1,0.0,-0.3492699831600818,-0.10829920289773523,-0.3492699831600818,-0.0984291171014843
0.212421,309.9023,-213.486328,0.80026,-0.271206,-9.297882,1.046266,0.731429,-0.303467,0.80026,-0.138248,0.0,1,0.0,-0.4098875593807028,-0.11238007849016891,-0.4098875593807028,-0.10813687768568633
0.214682,310.0781,-213.310547,-0.899624,-0.272343,-9.40203,-0.653617,0.641646,-0.407615,-0.899624,-0.228031,0.0,1,0.0,-0.5142049368629389,-0.10975017525561742,-0.5142049368629389,-0.11185396794361646
0.216939,310.0781,-213.310547,-2.7264,-0.277301,-9.006987,-2.480393,0.805649,-0.012571,-2.7264,-0.064028,0.0,1,0.0,-0.6061765599948575,-0.10123925234195828,-0.6061765599948575,-0.11064122902680731
0.219194,309.9902,-213.398437,-3.020886,-0.283941,-8.901642,-2.77488,0.757765,0.092773,-3.020886,-0.111912,0.0,1,0.0,-0.6369566784886574,-0.09028260822462142,-0.6369566784886574,-0.10659688692435022
0.221449,310.0781,-213.310547,-2.002154,-0.289409,-9.011775,-1.756147,0.804452,-0.01736,-2.002154,-0.065225,0.0,1,0.0,-0.5894125216806727,-0.08038859040929926,-0.5894125216806727,-0.10208282334389511
0.22371,309.9902,-213.398437,-0.571618,-0.291507,-9.215282,-0.325611,0.933739,-0.220867,-0.571618,0.064062,0.0,1,0.0,-0.484607311280209,-0.073400984334751,-0.484607311280209,-0.09899994654241698
0.225966,309.9902,-213.398437,1.352123,-0.289759,-9.009381,1.59813,0.955287,-0.014966,1.352123,0.08561,0.0,1,0.0,-0.3683917674905325,-0.0702855474992893,-0.3683917674905325,-0.09781928347039859
0.228221,310.0781,-213.310547,1.674143,-0.286197,-8.895657,1.92015,0.614113,0.098759,1.674143,-0.255564,0.0,1,0.0,-0.28623940271373494,-0.07208401870542028,-0.28623940271373494,-0.09677171052013255
0.230479,309.9902,-213.398437,1.162981,-0.283094,-9.01776,1.408988,0.512359,-0.023345,1.162981,-0.357318,0.0,1,0.0,-0.26006904905423484,-0.07911904782208429,-0.26006904905423484,-0.09291200589687923
0.23274,310.0781,-213.310547,0.077211,-0.282212,-9.040505,0.323217,0.696713,-0.04609,0.077211,-0.172964,0.0,1,0.0,-0.2792875504901737,-0.08990867138879337,-0.2792875504901737,-0.0848827287053777
0.234995,309.9902,-213.398437,-1.895612,-0.285268,-9.16261,-1.649605,0.964863,-0.168195,-1.895612,0.095187,0.0,1,0.0,-0.30959718227939087,-0.10140937938507127,-0.30959718227939087,-0.07426111741980441
0.237253,310.0781,-213.310547,-1.870472,-0.289681,-9.214086,-1.624466,0.837971,-0.21967,-1.870472,-0.031706,0.0,1,0.0,-0.3142013170962478,-0.11020737229163138,-0.3142013170962478,-0.06399172677769159
0.23951,310.0781,-213.310547,-1.085174,-0.292603,-9.224859,-0.839168,0.77213,-0.230444,-1.085174,-0.097547,0.0,1,0.0,-0.2744089735248402,-0.11384562300485049,-0.2744089735248402,-0.056374411819599124
0.241593,310.0781,-213.310547,-0.52972,-0.293707,-9.230844,-0.283713,0.944513,-0.236429,-0.52972,0.074836,0.0,1,0.0,-0.1965036904142039,-0.11181088517044395,-0.1965036904142039,-0.05272294834810949
0.243849,310.0781,-213.310547,0.556051,-0.293579,-8.918402,0.802058,0.970849,0.076014,0.556051,0.101172,0.0,1,0.0,-0.1044058597699876,-0.10559972378726935,-0.1044058597699876,-0.0534045745674149
0.246104,309.9023,-213.486328,1.099535,-0.291637,-8.995016,1.345541,0.802058,-0.000601,1.099535,-0.067619,0.0,1,0.0,-0.02604103455171938,-0.09736980509905252,-0.02604103455171938,-0.05714708023640489
0.24836,309.9902,-213.398437,1.074396,-0.289157,-9.186552,1.320402,0.7434,-0.192137,1.074396,-0.126277,0.0,1,0.0,0.020410356816741086,-0.08827747748117064,0.020410356816741086,-0.060974658574416196
0.250614,309.9902,-213.398437,0.509364,-0.287615,-9.101558,0.755371,0.867898,-0.107142,0.509364,-0.001779,0.0,1,0.0,0.03493899238269047,-0.0785034763046609,0.03493899238269047,-0.06127553300426093
0.252873,310.0781,-213.310547,-0.699708,-0.288181,-8.983045,-0.453701,0.647632,0.011371,-0.699708,-0.222045,0.0,1,0.0,0.03425055836519662,-0.06834653539945623,0.03425055836519662,-0.05471337942298227
0.255128,309.9902,-213.398437,-0.666189,-0.28982,-8.981848,-0.420182,0.484826,0.012568,-0.666189,-0.384851,0.0,1,0.0,0.04105604014820198,-0.05823860702613957,0.04105604014820198,-0.039180286351753336
0.257384,310.0781,-213.310547,-0.59556,-0.291175,-9.144653,-0.349553,0.785298,-0.150238,-0.59556,-0.084379,0.0,1,0.0,0.07152844816987174,-0.04802906980496194,0.07152844816987174,-0.015584586115273689
0.259639,310.0781,-213.310547,-0.496201,-0.292431,-9.143456,-0.250194,1.11091,-0.149041,-0.496201,0.241233,0.0,1,0.0,0.1286303397790218,-0.037310302907144856,0.1286303397790218,0.011559085451926196
0.261899,309.9902,-213.398437,0.441129,-0.29221,-9.009381,0.687136,1.182736,-0.014966,0.441129,0.313059,0.0,1,0.0,0.2023411592161438,-0.02658059302892288,0.2023411592161438,0.03672166633344351
0.264154,309.9902,-213.398437,0.97743,-0.290574,-8.913613,1.223437,0.975637,0.080802,0.97743,0.10596,0.0,1,0.0,0.2754162407133034,-0.017479399587326125,0.2754162407133034,0.05689989958491389
0.266407,309.9902,-213.398437,1.220442,-0.288054,-8.833407,1.466449,0.865504,0.161008,1.220442,-0.004173,0.0,1,0.0,0.33320279249622603,-0.011532257184472549,0.33320279249622603,0.07256215488830556
0.26866,309.9902,-213.398437,0.987007,-0.285561,-9.150639,1.233014,0.918176,-0.156223,0.987007,0.0485,0.0,1,0.0,0.3725510256554838,-0.008854596467027083,0.3725510256554838,0.0858747642205671
0.276164,310.0781,-213.310547,-0.903215,-0.292338,-9.099164,-0.657208,0.633266,-0.104749,-0.903215,-0.23641,0.0,1,0.0,0.4028925723880672,-0.008565158632128726,0.4028925723880672,0.09838024361865266
0.278219,309.9902,-213.398437,-0.400433,-0.293658,-8.920795,-0.154426,1.031901,0.07362,-0.400433,0.162224,0.0,1,0.0,0.4361387563406253,-0.010306682049223947,0.4361387563406253,0.10928458555867455
0.280475,309.9902,-213.398437,0.308251,-0.29333,-8.985439,0.554258,1.237802,0.008976,0.308251,0.368125,0.0,1,0.0,0.4736262058493049,-0.014560657760174869,0.4736262058493049,0.11545435644379343
