t_s,enc_deg,acc_deg,a_belt,v_belt,a_raw_x,a_raw_y,a_raw_z,a_lin_x,a_lin_y,a_lin_z,cmd_sps,cmd_dir,cmd_vel
1.409792,151.6113,-456.240234,-0.092524,-9.660680,-9.894038,0.167594,2.069787,-0.899245,-0.092524,1.172170,1599.45,-1,-1599.45
1.412051,155.5664,-452.285156,1.831217,-9.657834,-8.801085,2.091335,-0.222661,0.193707,1.831217,-1.120278,1640.12,-1,-1640.12
1.414309,160.0488,-447.802734,-0.910144,-9.654383,-8.027759,-0.650026,0.735020,0.967034,-0.910144,-0.162597,1666.18,-1,-1666.18
1.416568,164.7070,-443.144531,-5.455536,-9.662479,-9.449914,-5.195418,1.468843,-0.455121,-5.455536,0.571226,1691.37,-1,-1691.37
1.418822,169.1895,-438.662109,-3.390537,-9.672153,-9.910798,-3.130419,2.176329,-0.916005,-3.390537,1.278713,1715.67,-1,-1715.67
1.421080,174.1113,-433.740234,1.466101,-9.672036,-9.343372,1.726219,1.903390,-0.348579,1.466101,1.005774,1750.44,-1,-1750.44
1.423336,178.6816,-429.169922,4.756932,-9.660790,-8.336611,5.017050,-0.391452,0.658182,4.756932,-1.289069,1772.46,-1,-1772.46
1.425597,184.0430,-423.808594,-0.237373,-9.655755,-8.795100,0.022745,-0.847547,0.199693,-0.237373,-1.745164,1793.55,-1,-1793.55
1.427854,189.0527,-418.798828,-0.857471,-9.658276,-9.029732,-0.597353,0.398635,-0.034939,-0.857471,-0.498982,1813.69,-1,-1813.69
1.435925,205.6641,-402.187500,-3.002676,-9.682510,-9.014170,-2.742558,0.849942,-0.019377,-3.002676,-0.047675,1884.44,-1,-1884.44
1.437982,209.7949,-398.056641,-2.164706,-9.688058,-8.333019,-1.904588,1.037886,0.661774,-2.164706,0.140270,1899.62,-1,-1899.62
1.440254,214.0137,-393.837891,1.681579,-9.686809,-8.809465,1.941698,0.554258,0.185328,1.681579,-0.343359,1920.45,-1,-1920.45
1.442511,218.4961,-389.355469,1.662426,-9.682758,-9.429564,1.922544,0.248997,-0.434771,1.662426,-0.648620,1933.04,-1,-1933.04
1.444767,222.5391,-385.312500,0.404273,-9.680885,-9.464279,0.664391,0.889446,-0.469486,0.404273,-0.008171,1944.57,-1,-1944.57
1.447023,226.4941,-381.357422,0.037960,-9.680376,-8.965088,0.298078,1.588553,0.029705,0.037960,0.690936,1959.86,-1,-1959.86
1.449287,230.0977,-377.753906,1.085423,-9.679486,-8.905233,1.345541,0.756568,0.089560,1.085423,-0.141049,1968.71,-1,-1968.71
1.451545,233.7012,-374.150391,0.009230,-9.678024,-8.930372,0.269348,0.256180,0.064421,0.009230,-0.641437,1976.48,-1,-1976.48
1.453801,237.2168,-370.634766,0.446171,-9.677608,-9.038112,0.706290,0.705092,-0.043319,0.446171,-0.192524,1983.15,-1,-1983.15
1.456057,240.5566,-367.294922,-0.804799,-9.677967,-9.254786,-0.544681,1.291672,-0.259994,-0.804799,0.394055,1991.09,-1,-1991.09
1.458318,243.8086,-364.042969,0.042748,-9.680500,-9.303867,0.302867,0.993594,-0.309074,0.042748,0.095977,1995.00,-1,-1995.00
1.460574,246.7969,-361.054687,0.246255,-9.680001,-9.012972,0.506374,0.667982,-0.018179,0.246255,-0.229635,1997.79,-1,-1997.79
1.462830,250.0488,-357.802734,0.629328,-9.678607,-8.841787,0.889446,0.794875,0.153006,0.629328,-0.102742,1999.46,-1,-1999.46
1.465088,252.9492,-354.902344,1.153658,-9.676898,-8.791509,1.413776,1.230620,0.203284,1.153658,0.333003,1999.85,-1,-1999.85
1.467350,255.8496,-352.001953,1.351180,-9.671925,-8.986636,1.611298,0.879869,0.008157,1.351180,-0.017748,1998.70,-1,-1998.70
1.469606,258.6621,-349.189453,-0.656359,-9.671372,-9.193734,-0.396240,0.636858,-0.198941,-0.656359,-0.260759,1996.41,-1,-1996.41
1.471862,261.2988,-346.552734,-1.473978,-9.674389,-9.548077,-1.213860,0.881066,-0.553284,-1.473978,-0.016551,1992.99,-1,-1992.99
1.474120,264.1113,-343.740234,-0.621643,-9.677663,-8.730456,-0.361524,0.523133,0.264337,-0.621643,-0.374484,1985.73,-1,-1985.73
1.476382,266.5723,-341.279297,1.054299,-9.677050,-8.456321,1.314417,0.636858,0.538472,1.054299,-0.260759,1979.47,-1,-1979.47
1.478637,269.2090,-338.642578,-0.129634,-9.675169,-9.175778,0.130484,0.829591,-0.180985,-0.129634,-0.068026,1972.07,-1,-1972.07
1.480893,271.7578,-336.093750,-1.224981,-9.678241,-9.490616,-0.964863,1.769315,-0.495823,-1.224981,0.871698,1963.53,-1,-1963.53
1.483150,274.2187,-333.632812,0.544334,-9.677941,-9.071630,0.804452,1.493982,-0.076838,0.544334,0.596365,1948.59,-1,-1948.59
1.485413,276.7676,-331.083984,2.553069,-9.674473,-9.351752,2.813187,0.778116,-0.356959,2.553069,-0.119501,1937.22,-1,-1937.22
1.487668,279.2285,-328.623047,0.435397,-9.671268,-9.132683,0.695516,-0.112527,-0.137890,0.435397,-1.010144,1924.72,-1,-1924.72
1.489923,281.6895,-326.162109,-2.699810,-9.676177,-8.774749,-2.439692,0.422577,0.220044,-2.699810,-0.475040,1911.09,-1,-1911.09
1.492181,284.1504,-323.701172,1.154855,-9.678531,-8.863335,1.414973,0.893037,0.131458,1.154855,-0.004580,1888.55,-1,-1888.55
1.494445,286.5234,-321.328125,1.988037,-9.674036,-9.390059,2.248155,0.762553,-0.395267,1.988037,-0.135064,1872.13,-1,-1872.13
1.496701,289.0723,-318.779297,-1.576929,-9.674723,-9.440337,-1.316811,1.644817,-0.445544,-1.576929,0.747200,1854.61,-1,-1854.61
1.498956,291.3574,-316.494141,-1.798393,-9.678538,-9.064447,-1.538275,1.541866,-0.069654,-1.798393,0.644249,1835.99,-1,-1835.99
1.501214,293.8184,-314.033203,1.086620,-9.681079,-8.675390,1.346738,0.831985,0.319403,1.086620,-0.065632,1806.01,-1,-1806.01
1.503476,296.4551,-311.396484,3.525115,-9.674620,-8.623915,3.785233,0.396240,0.370878,3.525115,-0.501377,1784.68,-1,-1784.68
1.505732,298.9160,-308.935547,-0.275680,-9.672670,-9.240421,-0.015562,0.357933,-0.245628,-0.275680,-0.539684,1762.28,-1,-1762.28
1.507988,301.2891,-306.562500,-2.849447,-9.678496,-9.326612,-2.589329,1.307234,-0.331820,-2.849447,0.409617,1738.82,-1,-1738.82
1.510247,303.7500,-304.101562,-0.143999,-9.681109,-9.133880,0.116119,1.070208,-0.139087,-0.143999,0.172591,1701.66,-1,-1701.66
1.512509,306.3867,-301.464844,0.383922,-9.680601,-9.267955,0.644040,0.246603,-0.273162,0.383922,-0.651014,1675.60,-1,-1675.60
1.514765,308.9355,-298.916016,0.484479,-9.679582,-8.798691,0.744597,0.623690,0.196102,0.484479,-0.273927,1648.52,-1,-1648.52
1.517022,311.4844,-296.367187,-0.084144,-9.679099,-8.791509,0.175974,0.651223,0.203284,-0.084144,-0.246394,1606.03,-1,-1606.03
1.519281,314.1211,-293.730469,1.843188,-9.678721,-9.026140,2.103306,1.604115,-0.031347,1.843188,0.706498,1576.46,-1,-1576.46
1.521545,316.5820,-291.269531,2.465680,-9.672805,-9.077616,2.725799,1.124078,-0.082823,2.465680,0.226461,1545.93,-1,-1545.93
1.523802,319.4824,-288.369141,-2.891346,-9.675856,-9.688137,-2.631228,1.065420,-0.693344,-2.891346,0.167803,1514.44,-1,-1514.44
1.526059,321.9434,-285.908203,-1.739735,-9.684581,-8.786720,-1.479617,1.771709,0.208073,-1.739735,0.874092,1465.46,-1,-1465.46
1.528316,324.6680,-283.183594,2.165208,-9.683655,-8.568848,2.425326,0.804452,0.425945,2.165208,-0.093165,1431.66,-1,-1431.66
1.530578,327.4805,-280.371094,2.252596,-9.678061,-9.291897,2.512715,0.385466,-0.297104,2.252596,-0.512150,1396.97,-1,-1396.97
1.532834,329.7656,-278.085937,-2.912894,-9.681914,-9.405622,-2.652776,0.689530,-0.410829,-2.912894,-0.208087,1361.39,-1,-1361.39
1.535090,331.5234,-276.328125,-10.224786,-9.696940,-8.801085,-9.964667,0.721852,0.193707,-10.224786,-0.175765,1306.44,-1,-1306.44
1.537350,333.2812,-274.570312,-6.576022,-9.717671,-9.651027,-6.315904,0.347159,-0.656234,-6.576022,-0.550458,1268.77,-1,-1268.77
1.539612,335.0391,-272.812500,-0.810785,-9.724141,-8.350976,-0.550666,-0.005986,0.643817,-0.810785,-0.903602,1230.28,-1,-1230.28
1.541867,337.0605,-270.791016,-2.145552,-9.727030,-8.398860,-1.885434,1.758541,0.595933,-2.145552,0.860924,1191.02,-1,-1191.02
1.544122,338.9941,-268.857422,-4.161470,-9.736890,-10.398018,-3.901352,2.364274,-1.403225,-4.161470,1.466657,1130.69,-1,-1130.69
1.546381,340.7520,-267.099609,1.201542,-9.740744,-9.491813,1.461660,1.388637,-0.497020,1.201542,0.491020,1089.56,-1,-1089.56
1.553991,347.1680,-260.683594,0.066690,-9.740236,-9.161413,0.326809,1.904588,-0.166620,0.066690,1.006971,940.17,-1,-940.17
1.556048,348.2227,-259.628906,-1.360254,-9.740227,-10.059238,-1.100136,0.702698,-1.064445,-1.360254,-0.194919,873.76,-1,-873.76
1.558305,349.1895,-258.662109,-13.705956,-9.757896,-10.366894,-13.445837,1.479617,-1.372101,-13.705956,0.582000,828.75,-1,-828.75
1.560562,349.9805,-257.871094,-10.756299,-9.785536,-8.526949,-10.496181,0.986411,0.467844,-10.756299,0.088794,783.19,-1,-783.19
1.562834,350.9473,-256.904297,-0.359478,-9.793544,-7.839813,-0.099359,0.520739,1.154980,-0.359478,-0.376878,737.09,-1,-737.09
1.565088,352.1777,-255.673828,-1.992323,-9.789193,-9.418790,-1.732205,1.018733,-0.423997,-1.992323,0.121116,667.02,-1,-667.02
1.567343,352.7930,-255.058594,-3.414479,-9.796643,-10.366894,-3.154361,1.902193,-1.372101,-3.414479,1.004576,619.72,-1,-619.72
1.569599,353.9355,-253.916016,0.083450,-9.799867,-8.838196,0.343568,1.562217,0.156597,0.083450,0.664600,571.99,-1,-571.99
1.571860,354.8145,-253.037109,6.552583,-9.787390,-8.097190,6.812701,-0.025139,0.897603,6.552583,-0.922756,523.85,-1,-523.85
1.574116,355.7812,-252.070312,-1.211813,-9.785265,-9.853337,-0.951695,0.375890,-0.858544,-1.211813,-0.521727,450.95,-1,-450.95
1.576370,356.0449,-251.806641,-4.364977,-9.791833,-8.911219,-4.104859,1.138443,0.083574,-4.364977,0.240826,401.94,-1,-401.94
1.578627,356.1328,-251.718750,-11.286614,-9.810658,-9.185355,-11.026496,1.386243,-0.190562,-11.286614,0.488626,352.62,-1,-352.62
1.580890,355.9570,-251.894531,-7.701297,-9.832913,-10.302250,-7.441179,0.791284,-1.307457,-7.701297,-0.106333,303.04,-1,-303.04
1.583148,355.9570,-251.894531,-0.038655,-9.838100,-8.165425,0.221464,1.240196,0.829368,-0.038655,0.342580,228.22,-1,-228.22
1.585404,355.9570,-251.894531,-3.831070,-9.841758,-8.534132,-3.570952,0.780510,0.460661,-3.831070,-0.117107,178.09,-1,-178.09
1.587658,355.9570,-251.894531,-2.444827,-9.849067,-10.038888,-2.184709,1.855506,-1.044095,-2.444827,0.957889,127.81,-1,-127.81
1.589921,355.7812,-252.070312,3.041486,-9.845681,-9.270349,3.301604,1.464054,-0.275556,3.041486,0.566437,77.40,-1,-77.40
1.592178,355.9570,-251.894531,2.572222,-9.836086,-8.385692,2.832341,-0.582988,0.609101,2.572222,-1.480605,1.61,-1,-1.61
1.594432,356.0449,-251.806641,-0.941269,-9.834620,-8.833407,-0.681150,0.064643,0.161386,-0.941269,-0.832973,48.99,1,48.99
1.596687,355.9570,-251.894531,-1.302793,-9.837826,-8.980651,-1.042675,0.928950,0.014142,-1.302793,0.031333,99.61,1,99.61
1.598948,355.8691,-251.982422,-1.485949,-9.840261,-9.777920,-1.225831,1.211466,-0.783127,-1.485949,0.313849,150.20,1,150.20
1.601203,355.9570,-251.894531,-2.113230,-9.844516,-9.696517,-1.853112,1.590947,-0.701724,-2.113230,0.693330,225.99,1,225.99
1.603459,355.8691,-251.982422,-0.883808,-9.848164,-9.154230,-0.623690,1.589750,-0.159437,-0.883808,0.692133,276.40,1,276.40
1.605714,355.8691,-251.982422,0.642496,-9.847388,-8.716091,0.902614,0.650026,0.278702,0.642496,-0.247591,326.69,1,326.69
1.607974,355.9570,-251.894531,1.019583,-9.845340,-8.578424,1.279701,0.635661,0.416368,1.019583,-0.261956,376.80,1,376.80
1.610229,355.8691,-251.982422,1.610950,-9.842410,-8.888474,1.871069,1.128866,0.106319,1.610950,0.231249,451.60,1,451.60
1.612485,355.9570,-251.894531,1.354771,-9.839004,-9.332599,1.614889,1.209072,-0.337806,1.354771,0.311455,501.16,1,501.16
1.614739,355.7812,-252.070312,-0.566576,-9.839042,-9.141062,-0.306458,1.154005,-0.146269,-0.566576,0.256388,550.44,1,550.44
1.616995,354.5508,-253.300781,-9.549621,-9.848690,-8.999804,-9.289502,0.632069,-0.005012,-9.549621,-0.265548,599.40,1,599.40
1.619259,353.4961,-254.355469,-15.815247,-9.879991,-9.927557,-15.555128,0.682347,-0.932764,-15.815247,-0.215269,672.19,1,672.19
1.621516,352.2656,-255.585937,-2.417294,-9.897245,-8.931569,-2.157176,-0.541090,0.063224,-2.417294,-1.438706,720.23,1,720.23
1.623772,351.3867,-256.464844,3.630460,-9.892122,-8.052897,3.890578,0.657208,0.941895,3.630460,-0.240408,767.84,1,767.84
1.626026,350.3320,-257.519531,-6.566445,-9.894070,-10.196905,-6.306327,2.694674,-1.202112,-6.566445,1.797057,838.38,1,838.38
1.628287,349.1016,-258.750000,-1.227376,-9.905061,-10.541670,-0.967257,2.505532,-1.546877,-1.227376,1.607915,884.78,1,884.78
1.630544,348.3105,-259.541016,3.510749,-9.900815,-8.145074,3.770868,0.270545,0.849719,3.510749,-0.627072,930.63,1,930.63
1.632801,347.3437,-260.507812,6.592087,-9.886486,-7.754819,6.852205,-1.388637,1.239974,6.592087,-2.286254,975.91,1,975.91
1.635054,346.2012,-261.650391,-3.576088,-9.890145,-9.616311,-3.315969,1.857901,-0.621518,-3.576088,0.960284,1042.68,1,1042.68
1.637315,344.0039,-263.847656,-8.652992,-9.901098,-9.434352,-8.392874,1.868674,-0.439559,-8.652992,0.971058,1086.39,1,1086.39
1.639573,341.8945,-265.957031,-13.003257,-9.931906,-10.800244,-12.743138,1.273715,-1.805451,-13.003257,0.376098,1129.40,1,1129.40
1.641831,340.0488,-267.802734,-4.045351,-9.945560,-8.631097,-3.785233,0.204704,0.363696,-4.045351,-0.692913,1171.71,1,1171.71
1.644087,338.1152,-269.736328,-0.559393,-9.945373,-8.161834,-0.299275,-0.023942,0.832959,-0.559393,-0.921559,1233.76,1,1233.76
1.646346,335.9180,-271.933594,-5.541727,-9.953446,-9.897630,-5.281609,1.340753,-0.902837,-5.541727,0.443136,1274.14,1,1274.14
1.648601,334.0723,-273.779297,0.321673,-9.957412,-9.241618,0.581791,1.458069,-0.246825,0.321673,0.560452,1313.71,1,1313.71
1.650857,332.3145,-275.537109,7.914884,-9.942046,-8.568848,8.175002,-0.481235,0.425945,7.914884,-1.378851,1352.42,1,1352.42
1.653114,330.4687,-277.382812,-0.815573,-9.933573,-9.404425,-0.555455,0.076614,-0.409632,-0.815573,-0.821002,1408.84,1,1408.84
1.655374,328.6230,-279.228516,-5.309489,-9.941734,-8.884883,-5.049371,1.714248,0.109910,-5.309489,0.816632,1445.31,1,1445.31
1.657629,326.4258,-281.425781,-1.198645,-9.947924,-8.916007,-0.938527,1.944092,0.078786,-1.198645,1.046475,1480.83,1,1480.83
1.659887,323.7012,-284.150391,-6.759179,-9.950397,-9.744401,-6.499061,0.126893,-0.749608,-6.759179,-0.770724,1515.38,1,1515.38
1.662145,320.8008,-287.050781,-14.953334,-9.978034,-10.277111,-14.693215,1.046266,-1.282318,-14.953334,0.148649,1565.31,1,1565.31
1.664406,318.0762,-289.775391,-6.184570,-10.000011,-8.051701,-5.924452,0.991199,0.943092,-6.184570,0.093583,1597.31,1,1597.31
1.672573,308.4961,-299.355469,2.645246,-9.978408,-8.645462,2.905364,2.030283,0.349331,2.645246,1.132666,1714.43,1,1714.43
1.674632,306.3867,-301.464844,5.857067,-9.966580,-8.428787,6.117185,-0.574608,0.566006,5.857067,-1.472225,1740.88,1,1740.88
1.676888,303.7500,-304.101562,-2.845856,-9.964072,-9.064447,-2.585738,0.441730,-0.069654,-2.845856,-0.455887,1766.15,1,1766.15
1.679157,300.9375,-306.914062,-4.771991,-9.973205,-9.105149,-4.511873,1.009156,-0.110356,-4.771991,0.111539,1801.80,1,1801.80
1.681412,298.5645,-309.287109,-3.080488,-9.981877,-9.950302,-2.820370,1.112107,-0.955509,-3.080488,0.214490,1824.04,1,1824.04
1.683667,295.9277,-311.923828,0.195977,-9.982875,-9.789890,0.456095,1.376666,-0.795097,0.195977,0.479049,1845.03,1,1845.03
1.685923,293.6426,-314.208984,1.576235,-9.981444,-8.425196,1.836353,1.540669,0.569597,1.576235,0.643052,1864.75,1,1864.75
1.688185,291.0059,-316.845703,2.205909,-9.976581,-8.273164,2.466028,-0.472855,0.721629,2.205909,-1.370472,1891.93,1,1891.93
1.690441,288.6328,-319.218750,0.512012,-9.973983,-9.100361,0.772130,0.056264,-0.105568,0.512012,-0.841353,1908.42,1,1908.42
1.692695,286.0840,-321.767578,0.083450,-9.973829,-8.871715,0.343568,1.307234,0.123078,0.083450,0.409617,1923.58,1,1923.58
1.694951,283.7109,-324.140625,0.879522,-9.972068,-9.232041,1.139640,1.770512,-0.237248,0.879522,0.872895,1937.41,1,1937.41
1.697212,281.2500,-326.601562,-1.080132,-9.972531,-9.315839,-0.820014,0.264559,-0.321046,-1.080132,-0.633058,1955.63,1,1955.63
1.699468,278.7891,-329.062500,-1.514680,-9.975304,-8.943541,-1.254562,0.202310,0.051252,-1.514680,-0.695307,1966.06,1,1966.06
1.701723,276.3281,-331.523437,-2.762059,-9.981151,-8.878897,-2.501941,0.810437,0.115896,-2.762059,-0.087180,1975.12,1,1975.12
1.703978,273.7793,-334.072266,0.021201,-9.983666,-9.388862,0.281319,0.817620,-0.394069,0.021201,-0.079997,1982.78,1,1982.78
1.706239,271.3184,-336.533203,1.664820,-9.981697,-9.330204,1.924938,0.779313,-0.335411,1.664820,-0.118304,1991.66,1,1991.66
1.708495,268.5937,-339.257812,0.837623,-9.978832,-9.210494,1.097741,1.385046,-0.215701,0.837623,0.487429,1995.82,1,1995.82
1.710753,266.0449,-341.806641,1.253017,-9.976954,-8.865729,1.513135,1.473631,0.129064,1.253017,0.576014,1998.55,1,1998.55
1.713013,263.5840,-344.267578,0.901070,-9.973498,-8.765172,1.161188,0.709881,0.229621,0.901070,-0.187736,2000.00,1,2000.00
1.715275,260.7715,-347.080078,1.151264,-9.971018,-9.253590,1.411382,0.572214,-0.258797,1.151264,-0.325403,1999.17,1,1999.17
1.717532,258.0469,-349.804687,-2.444827,-9.974364,-9.180567,-2.184709,0.960075,-0.185774,-2.444827,0.062458,1996.91,1,1996.91
1.719787,255.3223,-352.529297,-2.059361,-9.980202,-8.966286,-1.799243,0.797269,0.028507,-2.059361,-0.100348,1993.22,1,1993.22
1.722043,252.2461,-355.605469,-0.053020,-9.982886,-8.852561,0.207098,0.660800,0.142232,-0.053020,-0.236817,1984.99,1,1984.99
1.724303,249.3457,-358.505859,1.658835,-9.980387,-8.919599,1.918953,1.148020,0.075194,1.658835,0.250403,1977.71,1,1977.71
1.726558,246.3574,-361.494141,0.512012,-9.978743,-9.251195,0.772130,0.872687,-0.256402,0.512012,-0.024930,1968.99,1,1968.99
1.728813,243.1934,-364.658203,-1.125622,-9.980012,-9.016563,-0.865504,0.932542,-0.021770,-1.125622,0.034925,1958.84,1,1958.84
1.731068,239.7656,-368.085937,1.354771,-9.979639,-8.881291,1.614889,0.709881,0.113502,1.354771,-0.187736,1940.94,1,1940.94
1.733328,236.6016,-371.250000,0.941771,-9.977017,-9.135077,1.201889,0.764947,-0.140284,0.941771,-0.132669,1927.23,1,1927.23
1.735586,233.0859,-374.765625,1.482861,-9.974083,-9.168595,1.742979,0.638055,-0.173802,1.482861,-0.259562,1912.11,1,1912.11
1.737842,229.3945,-378.457031,-1.232164,-9.974154,-9.042900,-0.972046,1.432930,-0.048107,-1.232164,0.535313,1895.57,1,1895.57
1.740097,225.6152,-382.236328,-1.512286,-9.977339,-9.040505,-1.252167,0.945710,-0.045712,-1.512286,0.048093,1868.16,1,1868.16
1.742358,221.5723,-386.279297,-0.382222,-9.979237,-9.306262,-0.122104,0.708684,-0.311469,-0.382222,-0.188933,1848.14,1,1848.14
1.744613,217.4414,-390.410156,-1.017883,-9.980867,-9.133880,-0.757765,0.912191,-0.139087,-1.017883,0.014574,1826.76,1,1826.76
1.746869,213.3984,-394.453125,2.173588,-9.979081,-8.522161,2.433706,0.980426,0.472632,2.173588,0.082809,1804.01,1,1804.01
1.749126,208.9160,-398.935547,1.735449,-9.974322,-8.906430,1.995567,0.913388,0.088363,1.735449,0.015771,1767.37,1,1767.37
1.751380,204.5215,-403.330078,2.761364,-9.969103,-9.295488,3.021482,0.816423,-0.300695,2.761364,-0.081194,1741.28,1,1741.28
1.753641,200.0391,-407.812500,0.272592,-9.966322,-9.214086,0.532710,1.060631,-0.219293,0.272592,0.163015,1713.88,1,1713.88
1.755897,195.6445,-412.207031,-2.452010,-9.971047,-9.088389,-2.191892,0.863110,-0.093596,-2.452010,-0.034507,1685.19,1,1685.19
1.758154,190.6348,-417.216797,-0.969999,-9.975286,-9.034520,-0.709881,0.773327,-0.039727,-0.969999,-0.124290,1639.76,1,1639.76
1.760413,185.7129,-422.138672,1.207528,-9.973469,-9.064447,1.467646,0.621295,-0.069654,1.207528,-0.276322,1607.91,1,1607.91
1.762674,180.7031,-427.148437,1.393078,-9.970411,-9.160215,1.653196,0.865504,-0.165422,1.393078,-0.032113,1574.84,1,1574.84
1.764927,176.3086,-431.542969,-1.068161,-9.971003,-8.884883,-0.808043,1.517924,0.109910,-1.068161,0.620307,1540.56,1,1540.56
1.767183,171.4746,-436.376953,0.764600,-9.971649,-9.090784,1.024718,1.253365,-0.095991,0.764600,0.355748,1486.94,1,1486.94
1.769439,166.5527,-441.298828,1.181191,-9.968824,-9.194932,1.441309,0.700304,-0.200139,1.181191,-0.197313,1449.75,1,1449.75
1.771699,161.8945,-445.957031,-0.081750,-9.967276,-8.899248,0.178368,0.782904,0.095545,-0.081750,-0.114713,1411.44,1,1411.44
1.773954,158.0273,-449.824219,-1.104074,-9.968882,-9.111135,-0.843956,0.727837,-0.116342,-1.104074,-0.169780,1372.04,1,1372.04
1.776208,155.2148,-452.636719,4.771297,-9.966750,-9.077616,5.031415,1.154005,-0.082823,4.771297,0.256388,1310.94,1,1310.94
1.778462,152.5781,-455.273437,12.303455,-9.940910,-8.554482,12.563574,1.193510,0.440310,12.303455,0.295893,1268.91,1,1268.91
1.780722,149.8535,-457.998047,3.508355,-9.923817,-9.938332,3.768473,1.290475,-0.943539,3.508355,0.392858,1225.89,1,1225.89
1.782980,147.2168,-460.634766,-0.643190,-9.921508,-9.223662,-0.383072,0.969652,-0.228869,-0.643190,0.072035,1181.91,1,1181.91
1.790550,138.5156,-469.335937,-0.879019,-9.928161,-8.643068,-0.618901,0.866701,0.351725,-0.879019,-0.030916,996.92,1,996.92
1.792606,136.4062,-471.445312,-4.194989,-9.935357,-9.815030,-3.934870,2.806004,-0.820237,-4.194989,1.908387,948.58,1,948.58
1.794875,134.2090,-473.642578,-0.805996,-9.941193,-9.317036,-0.545878,1.195904,-0.322243,-0.805996,0.298287,899.47,1,899.47
1.797133,133.0664,-474.785156,7.294785,-9.935918,-8.510190,7.554904,0.349553,0.484603,7.294785,-0.548063,824.44,1,824.44
1.799388,132.2754,-475.576172,14.290643,-9.903913,-7.937976,14.550761,-0.227449,1.056817,14.290643,-1.125066,773.57,1,773.57
1.801644,131.0449,-476.806641,7.195426,-9.884442,-9.782708,7.455544,1.136049,-0.787915,7.195426,0.238432,722.06,1,722.06
1.803906,130.1660,-477.685547,1.809669,-9.878343,-9.442732,2.069787,1.602918,-0.447939,1.809669,0.705301,669.94,1,669.94
1.806163,128.8477,-479.003906,1.225484,-9.873226,-8.202535,1.485602,0.246603,0.792258,1.225484,-0.651014,590.73,1,590.73
1.808421,127.7051,-480.146484,-0.894582,-9.875619,-9.080010,-0.634463,1.449689,-0.085217,-0.894582,0.552072,537.28,1,537.28
1.810677,126.9141,-480.937500,-4.007044,-9.880607,-9.033323,-3.746926,1.387440,-0.038530,-4.007044,0.489823,483.37,1,483.37
1.812935,125.8594,-481.992187,0.405470,-9.884534,-9.188946,0.665588,1.489193,-0.194153,0.405470,0.591577,429.04,1,429.04
1.815190,126.1230,-481.728516,5.298021,-9.878017,-9.464279,5.558139,1.388637,-0.469486,5.298021,0.491020,346.84,1,346.84
1.817445,126.2109,-481.640625,11.045302,-9.852630,-8.348581,11.305421,0.416591,0.646212,11.045302,-0.481026,291.64,1,291.64
1.819701,126.2109,-481.640625,5.132821,-9.837385,-9.556456,5.392939,1.313220,-0.561663,5.132821,0.415603,236.15,1,236.15
1.821962,126.3867,-481.464844,3.581378,-9.828502,-9.028535,3.841497,0.773327,-0.033742,3.581378,-0.124290,180.43,1,180.43
1.824221,126.3867,-481.464844,2.828402,-9.821087,-7.915231,3.088520,-0.633266,1.079562,2.828402,-1.530883,96.52,1,96.52
1.826476,126.4746,-481.376953,-0.504327,-9.820430,-8.820239,-0.244209,0.973243,0.174554,-0.504327,0.075626,40.42,1,40.42
1.828730,126.3867,-481.464844,-4.291954,-9.828781,-9.273940,-4.031836,2.047042,-0.279147,-4.291954,1.149426,15.77,-1,-15.77
1.830990,126.4746,-481.376953,-3.257659,-9.837378,-9.919178,-2.997540,1.874660,-0.924385,-3.257659,0.977043,71.99,-1,-71.99
1.833247,126.3867,-481.464844,-1.447642,-9.842291,-9.672575,-1.187524,0.928950,-0.677782,-1.447642,0.031333,156.29,-1,-156.29
1.835502,126.2109,-481.640625,0.564684,-9.842100,-8.725668,0.824802,0.325611,0.269125,0.564684,-0.572005,212.40,-1,-212.40
1.837757,126.3867,-481.464844,3.212671,-9.836408,-8.725668,3.472790,0.335188,0.269125,3.212671,-0.562429,268.39,-1,-268.39
1.840013,126.3867,-481.464844,3.739396,-9.828454,-9.062054,3.999514,0.784101,-0.067261,3.739396,-0.113516,352.05,-1,-352.05
1.842272,126.5625,-481.289062,2.569828,-9.821691,-8.820239,2.829947,1.053449,0.174554,2.569828,0.155832,407.54,-1,-407.54
1.844528,126.4746,-481.376953,0.386316,-9.819550,-8.889671,0.646434,1.681927,0.105122,0.386316,0.784310,462.76,-1,-462.76
1.846787,126.5625,-481.289062,-2.052178,-9.822806,-9.490616,-1.792060,1.173159,-0.495823,-2.052178,0.275542,517.65,-1,-517.65
1.849044,126.9141,-480.937500,-2.726146,-9.828271,-9.244013,-2.466028,0.661997,-0.249220,-2.726146,-0.235620,599.27,-1,-599.27
1.851304,127.8809,-479.970703,4.371465,-9.825027,-8.716091,4.631583,0.866701,0.278702,4.371465,-0.030916,653.16,-1,-653.16
1.853561,129.3750,-478.476562,12.404012,-9.798864,-7.935582,12.664130,0.675165,1.059211,12.404012,-0.222452,706.56,-1,-706.56
1.855816,130.6055,-477.246094,3.592152,-9.783277,-10.704475,3.852271,2.025495,-1.709682,3.592152,1.127878,759.43,-1,-759.43
1.858073,132.0117,-475.839844,3.856712,-9.776882,-9.876082,4.116830,1.763330,-0.881289,3.856712,0.865713,837.66,-1,-837.66
