t_s,enc_deg,acc_deg,a_belt,v_belt,a_raw_x,a_raw_y,a_raw_z,cmd_sps,cmd_dir,cmd_vel
4.475375,210.6738,-346.025391,-1.253963,-1.045243,-0.055067,-1.338359,4.628591,1999.96,1,1999.96
4.485325,190.1074,-366.591797,-0.935534,-1.054552,-0.071227,-1.022324,4.860828,1922.83,1,1922.83
4.495413,168.7500,-387.949219,-0.506972,-1.059666,-0.039504,-0.607529,4.897339,1690.24,1,1690.24
4.505364,149.5020,-407.197266,-0.370503,-1.063352,-0.016161,-0.462679,4.911106,1320.11,1,1320.11
4.515313,138.2520,-418.447266,0.210690,-1.061256,-0.053870,0.115520,5.061941,841.82,1,841.82
4.525261,133.5059,-423.193359,0.522535,-1.056058,0.019154,0.456694,4.919486,293.80,1,293.80
4.535210,133.7695,-422.929687,0.888847,-1.047215,-0.107739,0.833781,4.950611,279.37,-1,-279.37
4.545206,135.7031,-420.996094,0.582988,-1.041388,-0.085593,0.548871,4.979341,830.63,-1,-830.63
4.555247,144.8437,-411.855469,1.357512,-1.027757,-0.050877,1.332373,4.969166,1314.26,-1,-1314.26
4.565200,161.1914,-395.507812,1.375469,-1.014066,0.008380,1.376666,5.077503,1689.71,-1,-1689.71
4.575152,182.2852,-374.414062,1.716643,-0.996983,0.008978,1.722030,5.013458,1925.03,-1,-1925.03
4.585237,203.6426,-353.056641,1.063624,-0.986256,0.021548,1.079186,5.028422,1999.75,-1,-1999.75
4.595187,222.7148,-333.984375,0.862511,-0.977674,-0.021548,0.867300,4.934450,1906.65,-1,-1906.65
4.605149,238.6230,-318.076172,0.408211,-0.973607,-0.027533,0.420182,4.891354,1652.64,-1,-1652.64
4.615101,251.8945,-304.804687,0.396240,-0.969665,-0.019154,0.392649,4.900931,1258.24,-1,-1258.24
4.625053,259.2773,-297.421875,-0.328604,-0.972935,0.013767,-0.331597,4.858434,756.24,-1,-756.24
4.635136,262.0898,-294.609375,-0.915184,-0.982163,0.025738,-0.960673,4.890157,188.76,-1,-188.76
4.645087,262.0020,-294.697266,-1.328183,-0.995379,-0.014964,-1.394622,4.973355,395.90,1,395.90
4.655040,259.5410,-297.158203,-1.180940,-1.007134,-0.022745,-1.259350,4.911705,947.68,1,947.68
4.664990,251.9824,-304.716797,-2.188300,-1.028908,-0.038307,-2.259528,4.756082,1376.47,1,1376.47
4.675074,238.9746,-317.724609,-2.612673,-1.055254,-0.135272,-2.718018,4.819528,1767.75,1,1767.75
4.685024,222.7148,-333.984375,-2.190096,-1.077045,-0.104746,-2.308010,4.826711,1963.76,1,1963.76
4.694973,204.1699,-352.529297,-1.455076,-1.091520,-0.049680,-1.584962,4.878785,1994.18,1,1994.18
4.704930,183.1641,-373.535156,-1.046865,-1.101944,-0.021548,-1.171363,4.914698,1862.17,1,1862.17
4.715012,161.8945,-394.804687,-0.408810,-1.106066,0.030526,-0.536301,4.878785,1528.49,1,1528.49
4.724962,146.6016,-410.097656,-0.162806,-1.107686,0.025738,-0.287903,4.948216,1131.60,1,1131.60
4.734910,138.3398,-418.359375,0.529717,-1.102416,0.024541,0.413000,4.988319,595.92,1,595.92
4.744992,137.1094,-419.589844,1.734001,-1.084935,0.126893,1.638831,4.990115,6.34,1,6.34
4.754945,137.0215,-419.677734,1.517924,-1.069826,0.158017,1.447894,4.931457,584.92,-1,-584.92
4.764900,144.0527,-412.646484,1.325789,-1.056627,-0.044891,1.255759,5.030218,1124.85,-1,-1124.85
4.774850,158.0273,-398.671875,1.651401,-1.040198,-0.032322,1.629254,4.961384,1564.69,-1,-1564.69
4.784803,179.1211,-377.578125,1.723825,-1.023042,-0.070030,1.723825,4.966772,1864.14,-1,-1864.14
4.794887,200.9180,-355.781250,1.346140,-1.009468,-0.033519,1.359308,4.959589,1995.31,-1,-1995.31
4.804838,219.9902,-336.708984,1.016937,-0.999349,-0.008380,1.013944,4.999691,1945.35,-1,-1945.35
4.814796,236.7773,-319.921875,0.782904,-0.991552,0.005387,0.784700,4.978144,1717.81,-1,-1717.81
4.824747,250.4004,-306.298828,0.549469,-0.986085,0.040103,0.545279,4.976947,1332.56,-1,-1332.56
4.834700,258.3105,-298.388672,-0.146046,-0.987538,0.026935,-0.146046,4.886566,824.11,-1,-824.11
4.844785,261.2109,-295.488281,-0.485424,-0.992434,0.080804,-0.515950,4.930859,238.76,-1,-238.76
4.854735,261.2109,-295.488281,-0.956484,-1.001951,0.065841,-1.017536,4.931457,369.78,1,369.78
4.864690,258.8379,-297.861328,-0.763750,-1.009553,0.018555,-0.836175,4.930260,945.03,1,945.03
4.874639,250.9277,-305.771484,-2.161366,-1.031059,-0.055665,-2.231396,4.787206,1433.18,1,1433.18
4.884721,237.2168,-319.482422,-2.569577,-1.056965,-0.184952,-2.671929,4.863821,1788.02,1,1788.02
4.894671,220.3418,-336.357422,-1.873463,-1.075606,-0.086191,-1.982998,4.808156,1975.50,1,1975.50
4.904619,201.1816,-355.517578,-1.390433,-1.089438,-0.052074,-1.510143,4.844667,1977.02,1,1977.02
4.914575,180.2637,-376.435547,-0.966060,-1.099056,-0.058658,-1.086968,4.921282,1791.43,1,1791.43
4.924524,160.0488,-396.650391,-0.517746,-1.104207,-0.001197,-0.648829,4.926070,1435.33,1,1435.33
4.934609,145.9863,-410.712891,0.665588,-1.097496,0.061052,0.550666,4.901529,941.81,1,941.81
4.944557,140.0977,-416.601562,1.381454,-1.083751,0.156222,1.286285,4.889558,357.26,1,357.26
4.954506,140.4492,-416.250000,1.440711,-1.069418,0.021548,1.376666,4.882974,262.58,-1,-262.58
4.964588,143.2617,-413.437500,1.016339,-1.059172,-0.020351,0.968455,4.930859,858.24,-1,-858.24
4.974542,153.8965,-402.802734,2.168548,-1.037586,-0.029329,2.133832,4.993706,1371.91,-1,-1371.91
4.984492,172.2656,-384.433594,2.378639,-1.013917,0.040701,2.364274,5.113416,1753.35,-1,-1753.35
4.994443,193.8867,-362.812500,2.256535,-0.991462,0.044293,2.253542,5.037400,1964.62,-1,-1964.62
5.004529,208.3008,-348.398437,1.370082,-0.977645,0.000599,1.379060,5.085883,1999.02,-1,-1999.02
