t_s,enc_as5600_deg,acc_as5600_deg,clar_counts,clar_deg,cmd_sps,cmd_dir,cmd_vel
13.093934,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.094935,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.095936,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.096936,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.097937,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.098937,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.099937,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.100938,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.101938,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.102939,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.103939,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.104940,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.105941,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.106941,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.107942,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.108942,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.109942,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.110943,263.9355,-0.703125,111,78.0469,0.00,1,0.00
13.111943,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.112944,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.113944,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.114945,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.115946,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.116946,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.117947,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.118947,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.119947,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.120948,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.129549,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.130549,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.131550,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.132550,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.133551,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.134551,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.135552,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.136553,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.137553,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.144790,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.145790,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.146791,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.147791,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.148791,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.149792,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.150792,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.151793,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.152793,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.153793,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.154794,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.155794,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.156795,264.1113,-0.527344,111,78.0469,0.00,1,0.00
13.157795,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.158795,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.159796,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.160796,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.161797,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.162797,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.163797,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.164798,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.165798,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.166799,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.167799,263.9355,-0.703125,111,78.0469,0.00,1,0.00
13.168799,264.0234,-0.615234,111,78.0469,0.00,1,0.00
13.169800,264.0234,-0.615234,111,78.0469,0.00,1,0.00
