t_s,enc_as5600_deg,acc_deg,clar_counts,clar_deg,a_belt,v_belt,axW,ayW,azW,cmd_sps,cmd_dir,cmd_vel,cam_t_s,cam_x_mm,cam_y_mm,cam_dx_mm,cam_dy_mm,cam_vx_mm,cam_vy_mm
0.01141,121.816,0.000,0,0.000,0.005,0.014,0.004,0.005,-0.001,2000.0,1,2000.0,nan,nan,nan,nan,nan,nan,nan
0.02163,121.816,0.000,0,0.000,0.005,0.014,0.004,0.005,-0.001,2000.0,1,2000.0,nan,nan,nan,nan,nan,nan,nan
0.04105,121.816,0.000,0,0.000,0.006,0.015,0.007,0.006,0.005,2000.0,1,2000.0,0.021,0.00,0.00,0.00,0.00,0.00,0.00
0.05129,121.816,0.000,0,0.000,0.007,0.015,0.005,0.007,0.006,2000.0,1,2000.0,0.033,0.00,0.00,0.00,0.00,0.00,0.00
0.06133,121.816,0.000,0,0.000,0.005,0.015,0.005,0.005,0.008,2000.0,1,2000.0,0.033,0.00,0.00,0.00,0.00,0.00,0.00
0.07155,121.816,0.000,0,0.000,0.007,0.015,0.005,0.007,0.004,2000.0,1,2000.0,0.049,0.00,0.00,0.00,0.00,0.00,0.00
0.09099,121.816,0.000,0,0.000,0.005,0.015,0.004,0.005,0.002,2000.0,1,2000.0,0.071,0.00,0.00,0.00,0.00,0.00,0.00
0.10121,121.816,0.000,0,0.000,0.007,0.015,0.005,0.007,0.004,2000.0,1,2000.0,0.081,0.00,0.00,0.00,0.00,0.00,0.00
0.14673,121.729,-0.088,0,0.000,0.002,0.015,0.006,0.002,0.000,2000.0,1,2000.0,0.091,0.00,0.00,0.00,0.00,0.00,0.00
0.16120,121.729,-0.088,0,0.000,0.001,0.015,0.005,0.001,-0.001,2000.0,1,2000.0,0.130,0.00,0.00,0.00,0.00,0.00,0.00
0.24814,121.816,0.000,0,0.000,0.008,0.016,0.002,0.008,0.000,2000.0,1,2000.0,0.157,0.00,0.00,0.00,0.00,0.00,0.00
0.26070,121.816,0.000,0,0.000,0.009,0.016,0.002,0.009,0.003,2000.0,1,2000.0,0.235,0.00,0.00,0.00,0.00,0.00,0.00
0.27076,121.816,0.000,0,0.000,0.011,0.016,0.004,0.011,0.003,2000.0,1,2000.0,0.257,0.00,0.00,0.00,0.00,0.00,0.00
0.28098,121.729,-0.088,0,0.000,0.011,0.016,0.002,0.011,0.003,2000.0,1,2000.0,0.257,0.00,0.00,0.00,0.00,0.00,0.00
0.29105,121.904,0.088,0,0.000,0.012,0.016,0.006,0.012,0.008,2000.0,1,2000.0,0.272,0.00,0.00,0.00,0.00,0.00,0.00
0.31062,121.816,0.000,0,0.000,0.014,0.016,0.005,0.014,0.008,2000.0,1,2000.0,0.285,0.00,0.00,0.00,0.00,0.00,0.00
0.32068,121.816,0.000,0,0.000,0.013,0.017,0.004,0.013,0.005,2000.0,1,2000.0,0.285,0.00,0.00,0.00,0.00,0.00,0.00
0.33090,121.816,0.000,0,0.000,0.012,0.017,0.003,0.012,0.007,2000.0,1,2000.0,0.307,0.00,0.00,0.00,0.00,0.00,0.00
0.34096,121.729,-0.088,0,0.000,0.008,0.017,0.004,0.008,0.003,2000.0,1,2000.0,0.319,0.00,0.00,0.00,0.00,0.00,0.00
0.36056,121.904,0.088,0,0.000,0.011,0.017,0.006,0.011,0.005,2000.0,1,2000.0,0.341,0.00,0.00,0.00,0.00,0.00,0.00
0.37100,121.816,0.000,0,0.000,0.010,0.017,0.003,0.010,0.003,2000.0,1,2000.0,0.352,0.00,0.00,0.00,0.00,0.00,0.00
0.39045,121.816,0.000,0,0.000,0.008,0.017,0.006,0.008,0.004,2000.0,1,2000.0,0.370,0.00,0.00,0.00,0.00,0.00,0.00
0.40068,121.904,0.088,0,0.000,0.010,0.017,0.005,0.010,0.005,2000.0,1,2000.0,0.378,0.00,0.00,0.00,0.00,0.00,0.00
0.41073,121.904,0.088,0,0.000,0.008,0.017,0.006,0.008,0.003,2000.0,1,2000.0,0.390,0.00,0.00,0.00,0.00,0.00,0.00
