t_s,enc_as5600_deg,acc_deg,clar_counts,clar_deg,a_belt,v_belt,axW,ayW,azW,cmd_sps,cmd_dir,cmd_vel,cam_t_s,cam_x_mm,cam_y_mm,cam_dx_mm,cam_dy_mm,cam_vx_mm,cam_vy_mm
0.70109,242.314,0.000,0,0.000,0.011,0.021,0.004,0.011,0.007,1000.0,1,1000.0,0.671,0.00,0.00,0.00,0.00,0.00,0.00
0.71212,242.314,0.000,0,0.000,0.011,0.022,0.007,0.011,0.003,1000.0,1,1000.0,0.681,0.00,0.00,0.00,0.00,0.00,0.00
0.73099,242.402,0.088,0,0.000,0.011,0.022,0.000,0.011,0.000,1000.0,1,1000.0,0.691,0.00,0.00,0.00,0.00,0.00,0.00
0.75095,242.314,0.000,0,0.000,0.008,0.022,0.001,0.008,0.001,1000.0,1,1000.0,0.721,0.00,0.00,0.00,0.00,0.00,0.00
0.77088,242.402,0.088,0,0.000,0.008,0.022,0.006,0.008,0.002,1000.0,1,1000.0,0.741,0.00,0.00,0.00,0.00,0.00,0.00
0.78089,242.314,0.000,0,0.000,0.007,0.022,0.005,0.007,0.004,1000.0,1,1000.0,0.751,0.00,0.00,0.00,0.00,0.00,0.00
0.80083,242.314,0.000,0,0.000,0.007,0.022,0.005,0.007,0.006,1000.0,1,1000.0,0.771,0.00,0.00,0.00,0.00,0.00,0.00
0.82078,242.314,0.000,0,0.000,0.007,0.022,0.004,0.007,0.004,1000.0,1,1000.0,0.781,0.00,0.00,0.00,0.00,0.00,0.00
0.84086,242.314,0.000,0,0.000,0.010,0.023,0.002,0.010,0.003,1000.0,1,1000.0,0.811,0.00,0.00,0.00,0.00,0.00,0.00
0.86080,242.314,0.000,0,0.000,0.009,0.023,0.000,0.009,0.000,1000.0,1,1000.0,0.831,0.00,0.00,0.00,0.00,0.00,0.00
0.88077,242.314,0.000,0,0.000,0.009,0.023,0.002,0.009,0.000,1000.0,1,1000.0,0.861,0.00,0.00,0.00,0.00,0.00,0.00
0.90074,242.314,0.000,0,0.000,0.011,0.023,0.005,0.011,-0.002,1000.0,1,1000.0,0.871,0.00,0.00,0.00,0.00,0.00,0.00
0.92062,242.227,-0.088,0,0.000,0.014,0.023,0.003,0.014,0.000,1000.0,1,1000.0,0.881,0.00,0.00,0.00,0.00,0.00,0.00
0.94058,242.314,0.000,0,0.000,0.010,0.024,0.000,0.010,0.001,1000.0,1,1000.0,0.911,0.00,0.00,0.00,0.00,0.00,0.00
0.95070,242.314,0.000,0,0.000,0.007,0.024,-0.001,0.007,0.000,1000.0,1,1000.0,0.911,0.00,0.00,0.00,0.00,0.00,0.00
0.97052,242.314,0.000,0,0.000,0.005,0.024,0.001,0.005,0.000,1000.0,1,1000.0,0.941,0.00,0.00,0.00,0.00,0.00,0.00
0.98064,242.227,-0.088,0,0.000,0.007,0.024,0.003,0.007,0.000,1000.0,1,1000.0,0.961,0.00,0.00,0.00,0.00,0.00,0.00
