t_s,enc_as5600_deg,acc_as5600_deg,clar_counts,clar_deg,a_belt,v_belt,axW,ayW,azW,cmd_sps,cmd_dir,cmd_vel,cam_t_s,cam_x_mm,cam_y_mm,cam_dx_mm,cam_dy_mm,cam_vx_mm,cam_vy_mm
6.04106,28.740,-21.182,0,0.000,0.017,0.088,0.008,0.017,0.003,0.0,1,0.0,6.012,2.04,0.13,0.00,0.00,0.00,0.00
6.05129,28.828,-21.094,0,0.000,0.016,0.088,0.008,0.016,0.003,0.0,1,0.0,6.024,2.04,0.13,0.00,0.00,0.00,0.00
6.07080,28.828,-21.094,0,0.000,0.013,0.089,0.005,0.013,0.004,0.0,1,0.0,6.051,2.04,0.13,0.00,0.00,0.00,0.00
6.08084,28.740,-21.182,0,0.000,0.017,0.089,0.005,0.017,0.004,0.0,1,0.0,6.051,2.04,0.13,0.00,0.00,0.00,0.00
6.09107,28.828,-21.094,0,0.000,0.018,0.089,0.008,0.018,0.010,0.0,1,0.0,6.067,2.04,0.13,0.00,0.00,0.00,0.00
6.10112,28.740,-21.182,0,0.000,0.017,0.089,0.007,0.017,0.010,0.0,1,0.0,6.067,2.04,0.13,0.00,0.00,0.00,0.00
6.12071,28.828,-21.094,0,0.000,0.014,0.089,0.005,0.014,0.003,0.0,1,0.0,6.099,2.04,0.13,0.00,0.00,0.00,0.00
6.13076,28.828,-21.094,0,0.000,0.011,0.090,0.006,0.011,-0.001,0.0,1,0.0,6.112,2.04,0.13,0.00,0.00,0.00,0.00
6.14099,28.740,-21.182,0,0.000,0.011,0.090,0.008,0.011,0.002,0.0,1,0.0,6.112,2.04,0.13,0.00,0.00,0.00,0.00
6.15104,28.740,-21.182,0,0.000,0.011,0.090,0.007,0.011,0.004,0.0,1,0.0,6.124,2.04,0.13,0.00,0.00,0.00,0.00
6.17063,28.740,-21.182,0,0.000,0.009,0.090,0.005,0.009,0.001,0.0,1,0.0,6.147,2.04,0.13,0.00,0.00,0.00,0.00
6.18068,28.828,-21.094,0,0.000,0.009,0.090,0.007,0.009,0.003,0.0,1,0.0,6.159,2.04,0.13,0.00,0.00,0.00,0.00
6.19102,28.828,-21.094,0,0.000,0.014,0.090,0.004,0.014,0.001,0.0,1,0.0,6.159,2.04,0.13,0.00,0.00,0.00,0.00
6.21097,28.740,-21.182,0,0.000,0.015,0.090,0.006,0.015,0.000,0.0,1,0.0,6.194,2.04,0.13,0.00,0.00,0.00,0.00
6.23056,28.740,-21.182,0,0.000,0.017,0.091,0.004,0.017,0.003,0.0,1,0.0,6.200,2.04,0.13,0.00,0.00,0.00,0.00
6.24061,28.828,-21.094,0,0.000,0.014,0.091,0.005,0.014,0.007,0.0,1,0.0,6.222,2.04,0.13,0.00,0.00,0.00,0.00
6.25084,28.828,-21.094,0,0.000,0.016,0.091,0.008,0.016,0.008,0.0,1,0.0,6.222,2.04,0.13,0.00,0.00,0.00,0.00
6.26089,28.740,-21.182,0,0.000,0.016,0.091,0.007,0.016,0.006,0.0,1,0.0,6.234,2.04,0.13,0.00,0.00,0.00,0.00
6.28048,28.828,-21.094,0,0.000,0.014,0.092,0.010,0.014,0.003,0.0,1,0.0,6.258,2.04,0.13,0.00,0.00,0.00,0.00
6.29055,28.828,-21.094,0,0.000,0.017,0.092,0.011,0.017,0.001,0.0,1,0.0,6.273,2.04,0.13,0.00,0.00,0.00,0.00
6.30076,28.740,-21.182,0,0.000,0.016,0.092,0.010,0.016,0.004,0.0,1,0.0,6.273,2.04,0.13,0.00,0.00,0.00,0.00
6.31081,28.828,-21.094,0,0.000,0.018,0.092,0.007,0.018,0.004,0.0,1,0.0,6.284,2.04,0.13,0.00,0.00,0.00,0.00
6.33040,28.740,-21.182,0,0.000,0.018,0.092,0.007,0.018,0.002,0.0,1,0.0,6.310,2.04,0.13,0.00,0.00,0.00,0.00
6.34045,28.828,-21.094,0,0.000,0.019,0.093,0.004,0.019,0.005,0.0,1,0.0,6.310,2.04,0.13,0.00,0.00,0.00,0.00
6.35068,28.740,-21.182,0,0.000,0.019,0.093,0.004,0.019,0.006,0.0,1,0.0,6.327,2.04,0.13,0.00,0.00,0.00,0.00
6.36073,28.740,-21.182,0,0.000,0.023,0.093,0.004,0.023,0.008,0.0,1,0.0,6.339,2.04,0.13,0.00,0.00,0.00,0.00
6.38032,28.828,-21.094,0,0.000,0.016,0.093,0.005,0.016,0.012,0.0,1,0.0,6.349,2.04,0.13,0.00,0.00,0.00,0.00
6.39037,28.740,-21.182,0,0.000,0.017,0.094,0.005,0.017,0.009,0.0,1,0.0,6.375,2.04,0.13,0.00,0.00,0.00,0.00
6.40060,28.828,-21.094,0,0.000,0.013,0.094,0.007,0.013,0.004,0.0,1,0.0,6.375,2.04,0.13,0.00,0.00,0.00,0.00
6.41065,28.740,-21.182,0,0.000,0.014,0.094,0.005,0.014,0.002,0.0,1,0.0,6.385,2.04,0.13,0.00,0.00,0.00,0.00
6.43024,28.740,-21.182,0,0.000,0.013,0.094,0.004,0.013,0.007,0.0,1,0.0,6.398,2.04,0.13,0.00,0.00,0.00,0.00
6.44029,28.828,-21.094,0,0.000,0.016,0.094,0.004,0.016,0.006,0.0,1,0.0,6.416,2.04,0.13,0.00,0.00,0.00,0.00
6.45065,28.740,-21.182,0,0.000,-0.020,0.094,0.056,-0.020,-0.001,0.0,1,0.0,6.426,2.04,0.13,0.00,0.00,0.00,0.00
6.47058,28.740,-21.182,0,0.000,0.014,0.094,0.000,0.014,0.007,0.0,1,0.0,6.449,2.04,0.13,0.00,0.00,0.00,0.00
6.49017,28.828,-21.094,0,0.000,0.017,0.095,0.001,0.017,0.005,0.0,1,0.0,6.471,2.04,0.13,0.00,0.00,0.00,0.00
6.50022,28.828,-21.094,0,0.000,0.017,0.095,0.000,0.017,0.002,0.0,1,0.0,6.471,2.04,0.13,0.00,0.00,0.00,0.00
6.51045,28.740,-21.182,0,0.000,0.020,0.095,0.000,0.020,0.005,0.0,1,0.0,6.488,2.04,0.13,0.00,0.00,0.00,0.00
6.52050,28.740,-21.182,0,0.000,0.021,0.095,0.000,0.021,0.006,0.0,1,0.0,6.497,2.04,0.13,0.00,0.00,0.00,0.00
6.54009,28.740,-21.182,0,0.000,0.016,0.096,0.005,0.016,0.007,0.0,1,0.0,6.512,2.04,0.13,0.00,0.00,0.00,0.00
6.55014,28.828,-21.094,0,0.000,0.013,0.096,0.003,0.013,0.011,0.0,1,0.0,6.528,2.04,0.13,0.00,0.00,0.00,0.00
6.56037,28.828,-21.094,0,0.000,0.014,0.096,0.002,0.014,0.010,0.0,1,0.0,6.536,2.04,0.13,0.00,0.00,0.00,0.00
6.57042,28.828,-21.094,0,0.000,0.010,0.096,0.007,0.010,0.010,0.0,1,0.0,6.547,2.04,0.13,0.00,0.00,0.00,0.00
6.58992,28.740,-21.182,0,0.000,0.012,0.096,0.012,0.012,0.002,0.0,1,0.0,6.573,2.04,0.13,0.00,0.00,0.00,0.00
6.60015,28.828,-21.094,0,0.000,0.014,0.096,0.012,0.014,0.007,0.0,1,0.0,6.573,2.04,0.13,0.00,0.00,0.00,0.00
6.61020,28.740,-21.182,0,0.000,0.022,0.097,0.011,0.022,0.012,0.0,1,0.0,6.586,2.04,0.13,0.00,0.00,0.00,0.00
6.62979,28.740,-21.182,0,0.000,0.029,0.097,0.002,0.029,0.017,0.0,1,0.0,6.600,2.04,0.13,0.00,0.00,0.00,0.00
6.63984,28.828,-21.094,0,0.000,0.030,0.097,0.004,0.030,0.016,0.0,1,0.0,6.612,2.04,0.13,0.00,0.00,0.00,0.00
6.65007,28.740,-21.182,0,0.000,0.023,0.098,0.006,0.023,0.012,0.0,1,0.0,6.629,2.04,0.13,0.00,0.00,0.00,0.00
6.66012,28.740,-21.182,0,0.000,0.015,0.098,0.008,0.015,0.013,0.0,1,0.0,6.638,2.04,0.13,0.00,0.00,0.00,0.00
6.67971,28.828,-21.094,0,0.000,-0.002,0.098,0.009,-0.002,0.007,0.0,1,0.0,6.648,2.04,0.13,0.00,0.00,0.00,0.00
6.68976,28.740,-21.182,0,0.000,-0.004,0.098,0.013,-0.004,0.006,0.0,1,0.0,6.662,2.04,0.13,0.00,0.00,0.00,0.00
6.69999,28.828,-21.094,0,0.000,-0.001,0.098,0.014,-0.001,0.010,0.0,1,0.0,6.677,2.04,0.13,0.00,0.00,0.00,0.00
6.71020,28.828,-21.094,0,0.000,0.000,0.098,0.013,0.000,0.008,0.0,1,0.0,6.689,2.04,0.13,0.00,0.00,0.00,0.00
6.73013,28.828,-21.094,0,0.000,0.011,0.098,0.013,0.011,0.014,0.0,1,0.0,6.717,2.04,0.13,0.00,0.00,0.00,0.00
6.74972,28.740,-21.182,0,0.000,0.028,0.098,0.007,0.028,0.017,0.0,1,0.0,6.720,2.04,0.13,0.00,0.00,0.00,0.00
6.75977,28.740,-21.182,0,0.000,0.030,0.099,0.003,0.030,0.014,0.0,1,0.0,6.733,2.04,0.13,0.00,0.00,0.00,0.00
6.77000,28.652,-21.270,0,0.000,0.026,0.099,0.000,0.026,0.010,0.0,1,0.0,6.744,2.04,0.13,0.00,0.00,0.00,0.00
6.78005,28.828,-21.094,0,0.000,0.023,0.099,0.000,0.023,0.007,0.0,1,0.0,6.758,2.04,0.13,0.00,0.00,0.00,0.00
6.79964,28.828,-21.094,0,0.000,0.010,0.099,0.003,0.010,0.005,0.0,1,0.0,6.771,2.04,0.13,0.00,0.00,0.00,0.00
6.80969,28.828,-21.094,0,0.000,0.000,0.099,0.007,0.000,0.004,0.0,1,0.0,6.784,2.04,0.13,0.00,0.00,0.00,0.00
6.81992,28.740,-21.182,0,0.000,-0.003,0.099,0.010,-0.003,0.002,0.0,1,0.0,6.798,2.04,0.13,0.00,0.00,0.00,0.00
6.82997,28.828,-21.094,0,0.000,-0.010,0.099,0.009,-0.010,0.000,0.0,1,0.0,6.798,2.04,0.13,0.00,0.00,0.00,0.00
6.84947,28.740,-21.182,0,0.000,-0.005,0.099,0.005,-0.005,0.007,0.0,1,0.0,6.825,2.04,0.13,0.00,0.00,0.00,0.00
6.85970,28.740,-21.182,0,0.000,0.000,0.099,0.002,0.000,0.010,0.0,1,0.0,6.839,2.04,0.13,0.00,0.00,0.00,0.00
6.86975,28.740,-21.182,0,0.000,0.007,0.099,0.000,0.007,0.008,0.0,1,0.0,6.846,2.04,0.13,0.00,0.00,0.00,0.00
6.87998,28.740,-21.182,0,0.000,0.016,0.099,-0.002,0.016,0.011,0.0,1,0.0,6.860,2.04,0.13,0.00,0.00,0.00,0.00
6.89939,28.740,-21.182,0,0.000,0.031,0.100,0.000,0.031,0.008,0.0,1,0.0,6.860,2.04,0.13,0.00,0.00,0.00,0.00
6.90962,28.740,-21.182,0,0.000,0.034,0.100,0.007,0.034,0.007,0.0,1,0.0,6.883,2.04,0.13,0.00,0.00,0.00,0.00
6.91967,28.828,-21.094,0,0.000,0.034,0.101,0.017,0.034,0.004,0.0,1,0.0,6.894,2.04,0.13,0.00,0.00,0.00,0.00
6.92990,28.828,-21.094,0,0.000,0.029,0.101,0.023,0.029,-0.001,0.0,1,0.0,6.894,2.04,0.13,0.00,0.00,0.00,0.00
6.94931,28.740,-21.182,0,0.000,0.023,0.101,0.016,0.023,0.008,0.0,1,0.0,6.930,2.04,0.13,0.00,0.00,0.00,0.00
6.95955,29.004,-20.918,0,0.000,-0.020,0.101,0.000,-0.020,0.023,0.0,1,0.0,6.941,2.04,0.13,0.00,0.00,0.00,0.00
