t_s,enc_as5600_deg,acc_deg,clar_counts,clar_deg,a_belt,v_belt,axW,ayW,azW,cmd_sps,cmd_dir,cmd_vel,cam_t_s,cam_x_mm,cam_y_mm,cam_dx_mm,cam_dy_mm,cam_vx_mm,cam_vy_mm
0.01141,107.490,0.000,0,0.000,0.000,0.000,-0.001,0.000,0.005,2000.0,1,2000.0,nan,nan,nan,nan,nan,nan,nan
0.02164,107.490,0.000,0,0.000,0.001,0.000,0.000,0.001,0.004,2000.0,1,2000.0,nan,nan,nan,nan,nan,nan,nan
0.03171,107.490,0.000,0,0.000,-0.001,-0.000,0.000,-0.001,0.008,2000.0,1,2000.0,0.014,0.00,0.00,0.00,0.00,0.00,0.00
0.05128,107.490,0.000,0,0.000,0.001,0.000,0.005,0.001,0.003,2000.0,1,2000.0,0.025,0.00,0.00,0.00,0.00,0.00,0.00
0.06133,107.402,-0.088,0,0.000,0.004,0.000,0.006,0.004,0.001,2000.0,1,2000.0,0.036,0.00,0.00,0.00,0.00,0.00,0.00
0.07156,107.490,0.000,0,0.000,0.004,0.000,0.007,0.004,0.005,2000.0,1,2000.0,0.054,0.00,0.00,0.00,0.00,0.00,0.00
0.08161,107.402,-0.088,0,0.000,0.006,0.000,0.008,0.006,0.004,2000.0,1,2000.0,0.054,0.00,0.00,0.00,0.00,0.00,0.00
0.10120,107.578,0.088,0,0.000,0.002,0.000,0.005,0.002,0.011,2000.0,1,2000.0,0.076,0.00,0.00,0.00,0.00,0.00,0.00
0.11125,107.490,0.000,0,0.000,0.001,0.000,0.005,0.001,0.015,2000.0,1,2000.0,0.089,0.00,0.00,0.00,0.00,0.00,0.00
0.12150,107.402,-0.088,0,0.000,0.000,0.000,0.002,0.000,0.011,2000.0,1,2000.0,0.104,0.00,0.00,0.00,0.00,0.00,0.00
0.13153,107.490,0.000,0,0.000,0.001,0.000,0.000,0.001,0.011,2000.0,1,2000.0,0.104,0.00,0.00,0.00,0.00,0.00,0.00
0.15112,107.578,0.088,0,0.000,0.002,0.000,-0.003,0.002,0.012,2000.0,1,2000.0,0.126,0.00,0.00,0.00,0.00,0.00,0.00
0.16117,107.578,0.088,0,0.000,0.001,0.000,0.000,0.001,0.013,2000.0,1,2000.0,0.140,0.00,0.00,0.00,0.00,0.00,0.00
0.17140,107.402,-0.088,0,0.000,0.000,0.000,0.003,0.000,0.014,2000.0,1,2000.0,0.153,0.00,0.00,0.00,0.00,0.00,0.00
0.18145,107.490,0.000,0,0.000,0.001,0.000,0.004,0.001,0.011,2000.0,1,2000.0,0.153,0.00,0.00,0.00,0.00,0.00,0.00
0.20104,107.578,0.088,0,0.000,0.003,0.000,0.008,0.003,0.008,2000.0,1,2000.0,0.180,0.00,0.00,0.00,0.00,0.00,0.00
0.21109,107.402,-0.088,0,0.000,0.002,0.000,0.008,0.002,0.007,2000.0,1,2000.0,0.180,0.00,0.00,0.00,0.00,0.00,0.00
0.22132,107.490,0.000,0,0.000,0.003,0.000,0.009,0.003,0.005,2000.0,1,2000.0,0.194,0.00,0.00,0.00,0.00,0.00,0.00
0.23137,107.490,0.000,0,0.000,0.002,0.000,0.007,0.002,0.007,2000.0,1,2000.0,0.206,0.00,0.00,0.00,0.00,0.00,0.00
0.25096,107.490,0.000,0,0.000,0.001,0.000,0.007,0.001,0.008,2000.0,1,2000.0,0.227,0.00,0.00,0.00,0.00,0.00,0.00
0.26100,107.490,0.000,0,0.000,0.002,0.000,0.005,0.002,0.005,2000.0,1,2000.0,0.239,0.00,0.00,0.00,0.00,0.00,0.00
0.27106,107.490,0.000,0,0.000,0.003,0.000,0.006,0.003,0.005,2000.0,1,2000.0,0.253,0.00,0.00,0.00,0.00,0.00,0.00
0.28128,107.490,0.000,0,0.000,0.004,0.001,0.006,0.004,0.005,2000.0,1,2000.0,0.253,0.00,0.00,0.00,0.00,0.00,0.00
0.30070,107.490,0.000,0,0.000,0.002,0.001,0.004,0.002,0.010,2000.0,1,2000.0,0.276,0.00,0.00,0.00,0.00,0.00,0.00
0.31092,107.402,-0.088,0,0.000,0.001,0.001,0.005,0.001,0.009,2000.0,1,2000.0,0.290,0.00,0.00,0.00,0.00,0.00,0.00
0.32098,107.402,-0.088,0,0.000,0.000,0.001,0.002,0.000,0.004,2000.0,1,2000.0,0.290,0.00,0.00,0.00,0.00,0.00,0.00
0.33122,107.578,0.088,0,0.000,0.001,0.001,0.004,0.001,0.006,2000.0,1,2000.0,0.313,0.00,0.00,0.00,0.00,0.00,0.00
0.35062,107.578,0.088,0,0.000,0.002,0.001,0.004,0.002,0.003,2000.0,1,2000.0,0.321,0.00,0.00,0.00,0.00,0.00,0.00
0.36084,107.490,0.000,0,0.000,0.004,0.001,0.002,0.004,0.003,2000.0,1,2000.0,0.334,0.00,0.00,0.00,0.00,0.00,0.00
0.37090,107.490,0.000,0,0.000,0.005,0.001,0.002,0.005,0.007,2000.0,1,2000.0,0.349,0.00,0.00,0.00,0.00,0.00,0.00
0.38112,107.490,0.000,0,0.000,0.007,0.001,0.002,0.007,0.005,2000.0,1,2000.0,0.349,0.00,0.00,0.00,0.00,0.00,0.00
0.40054,107.490,0.000,0,0.000,0.007,0.001,0.002,0.007,0.011,2000.0,1,2000.0,0.362,0.00,0.00,0.00,0.00,0.00,0.00
0.41076,107.490,0.000,0,0.000,0.004,0.001,0.004,0.004,0.008,2000.0,1,2000.0,0.384,0.00,0.00,0.00,0.00,0.00,0.00
0.42082,107.490,0.000,0,0.000,0.002,0.001,0.005,0.002,0.009,2000.0,1,2000.0,0.400,0.00,0.00,0.00,0.00,0.00,0.00
0.43104,107.490,0.000,0,0.000,0.001,0.001,0.005,0.001,0.013,2000.0,1,2000.0,0.400,0.00,0.00,0.00,0.00,0.00,0.00
0.45047,107.490,0.000,0,0.000,0.003,0.001,0.005,0.003,0.014,2000.0,1,2000.0,0.430,0.00,0.00,0.00,0.00,0.00,0.00
0.46068,107.490,0.000,0,0.000,0.005,0.001,0.007,0.005,0.012,2000.0,1,2000.0,0.430,0.00,0.00,0.00,0.00,0.00,0.00
0.47074,107.402,-0.088,0,0.000,0.007,0.001,0.008,0.007,0.012,2000.0,1,2000.0,0.443,0.00,0.00,0.00,0.00,0.00,0.00
0.48096,107.578,0.088,0,0.000,0.005,0.001,0.009,0.005,0.011,2000.0,1,2000.0,0.455,0.00,0.00,0.00,0.00,0.00,0.00
0.50038,107.490,0.000,0,0.000,0.005,0.001,0.007,0.005,0.007,2000.0,1,2000.0,0.481,0.00,0.00,0.00,0.00,0.00,0.00
0.51096,107.490,0.000,0,0.000,0.007,0.001,0.004,0.007,0.008,2000.0,1,2000.0,0.481,0.00,0.00,0.00,0.00,0.00,0.00
0.53040,107.490,0.000,0,0.000,0.006,0.002,0.002,0.006,0.005,2000.0,1,2000.0,0.506,0.00,0.00,0.00,0.00,0.00,0.00
0.54062,107.490,0.000,0,0.000,0.006,0.002,0.004,0.006,0.008,2000.0,1,2000.0,0.520,0.00,0.00,0.00,0.00,0.00,0.00
0.55068,107.490,0.000,0,0.000,0.004,0.002,0.005,0.004,0.008,2000.0,1,2000.0,0.520,0.00,0.00,0.00,0.00,0.00,0.00
0.57026,107.578,0.088,0,0.000,0.004,0.002,0.007,0.004,0.009,2000.0,1,2000.0,0.547,0.00,0.00,0.00,0.00,0.00,0.00
