t_s,enc_as5600_deg,acc_deg,clar_counts,clar_deg,a_belt,v_belt,axW,ayW,azW,cmd_sps,cmd_dir,cmd_vel,cam_t_s,cam_x_mm,cam_y_mm,cam_dx_mm,cam_dy_mm,cam_vx_mm,cam_vy_mm
0.03169,215.947,0.000,0,0.000,0.006,0.007,0.008,0.006,0.002,2500.0,1,2500.0,0.008,0.00,0.00,0.00,0.00,0.00,0.00
0.04192,215.947,0.000,0,0.000,0.008,0.007,0.007,0.008,0.002,2500.0,1,2500.0,0.014,0.00,0.00,0.00,0.00,0.00,0.00
0.05197,215.947,0.000,0,0.000,0.008,0.007,0.005,0.008,-0.001,2500.0,1,2500.0,0.025,0.00,0.00,0.00,0.00,0.00,0.00
0.06220,215.947,0.000,0,0.000,0.008,0.008,0.007,0.008,-0.005,2500.0,1,2500.0,0.025,0.00,0.00,0.00,0.00,0.00,0.00
0.08161,215.947,0.000,0,0.000,0.006,0.008,0.004,0.006,-0.006,2500.0,1,2500.0,0.063,0.00,0.00,0.00,0.00,0.00,0.00
0.09184,215.859,-0.088,0,0.000,0.007,0.008,0.003,0.007,-0.005,2500.0,1,2500.0,0.074,0.00,0.00,0.00,0.00,0.00,0.00
0.10189,215.947,0.000,0,0.000,0.005,0.008,0.000,0.005,-0.005,2500.0,1,2500.0,0.074,0.00,0.00,0.00,0.00,0.00,0.00
0.13263,215.947,0.000,0,0.000,0.005,0.008,0.002,0.005,-0.001,2500.0,1,2500.0,0.098,0.00,0.00,0.00,0.00,0.00,0.00
0.15163,215.859,-0.088,0,0.000,0.007,0.008,0.004,0.007,0.002,2500.0,1,2500.0,0.137,0.00,0.00,0.00,0.00,0.00,0.00
0.31569,215.947,0.000,0,0.000,0.004,0.009,0.006,0.004,-0.001,2500.0,1,2500.0,0.147,0.00,0.00,0.00,0.00,0.00,0.00
0.33444,215.859,-0.088,0,0.000,0.003,0.009,0.005,0.003,0.000,2500.0,1,2500.0,0.147,0.00,0.00,0.00,0.00,0.00,0.00
0.35153,215.947,0.000,0,0.000,0.000,0.009,0.004,0.000,0.000,2500.0,1,2500.0,0.331,0.00,0.00,0.00,0.00,0.00,0.00
0.37111,215.947,0.000,0,0.000,0.003,0.009,0.002,0.003,0.000,2500.0,1,2500.0,0.345,0.00,0.00,0.00,0.00,0.00,0.00
0.38116,215.859,-0.088,0,0.000,0.004,0.009,0.002,0.004,-0.001,2500.0,1,2500.0,0.345,0.00,0.00,0.00,0.00,0.00,0.00
0.39139,215.859,-0.088,0,0.000,0.005,0.009,0.004,0.005,-0.002,2500.0,1,2500.0,0.367,0.00,0.00,0.00,0.00,0.00,0.00
0.40145,216.035,0.088,0,0.000,0.004,0.009,0.005,0.004,-0.001,2500.0,1,2500.0,0.378,0.00,0.00,0.00,0.00,0.00,0.00
0.42105,215.947,0.000,0,0.000,0.004,0.009,0.005,0.004,0.000,2500.0,1,2500.0,0.401,0.00,0.00,0.00,0.00,0.00,0.00
0.43109,215.947,0.000,0,0.000,0.007,0.009,0.008,0.007,0.000,2500.0,1,2500.0,0.401,0.00,0.00,0.00,0.00,0.00,0.00
