t_s,input_rad_s,v_fused_m_s,x_fused_m,x_fused_mm,accumulated_rad
0.002241,-0.19792033717615698,-0.02577080984810193,0.0,0.0,0.021475735393722106
0.004494,-0.3963119132503524,-0.03191367512344259,-9.765666666666662e-06,-0.009765666666666662,0.019941748060851774
0.006752,-0.5956459671206249,-0.03798397790200463,-9.765666666666662e-06,-0.009765666666666662,0.019941748060851774
0.009009,-0.8958251451711297,-0.04179369600314635,-3.9062555555555566e-05,-0.039062555555555566,0.015339803515533282
0.011278,-1.0968870750008763,-0.04115724643551047,-3.9062555555555566e-05,-0.039062555555555566,0.015339803515533282
0.013532,-1.2985773233613411,-0.035293157121600985,-4.882811111111112e-05,-0.048828111111111114,0.013805833635955467
0.015787,-1.5010529698852033,-0.024895293203377963,-4.882811111111112e-05,-0.048828111111111114,0.013805833635955467
0.018042,-1.8059445369160927,-0.011853706512949508,-3.9062555555555566e-05,-0.039062555555555566,0.015339803515533282
0.020303,-2.0101480593994294,0.0015968127175001179,-3.9062555555555566e-05,-0.039062555555555566,0.015339803515533282
0.022559,-2.214979900413484,0.013395681826315724,-3.9062555555555566e-05,-0.039062555555555566,0.015339803515533282
0.024816,-2.4204400599582563,0.022538225222684137,-2.9296888888888895e-05,-0.029296888888888897,0.016873790848403618
0.027071,-2.7297298567041715,0.029014754838817818,-2.9296888888888895e-05,-0.029296888888888897,0.016873790848403618
0.029332,-2.9369178922084185,0.03363829967507504,-3.9062555555555566e-05,-0.039062555555555566,0.015339803515533282
0.031588,-3.144577166610704,0.03738220031732573,-3.9062555555555566e-05,-0.039062555555555566,0.015339803515533282
0.033843,-3.3527076799110276,0.0410910716612775,-4.882811111111112e-05,-0.048828111111111114,0.013805833635955467
0.036099,-3.666238626739289,0.04505398003119741,-3.9062555555555566e-05,-0.039062555555555566,0.015339803515533282
0.038361,-3.876097015999087,0.048937034065631935,-2.9296888888888895e-05,-0.029296888888888897,0.016873790848403618
0.040617,-4.086426644156924,0.05195596152007683,-1.953122222222222e-05,-0.01953122222222222,0.018407778181273957
0.042874,-4.297227511212799,0.053503545347300153,-2.9296888888888895e-05,-0.029296888888888897,0.016873790848403618
0.045129,-4.614528369225368,0.05342416336703204,-2.9296888888888895e-05,-0.029296888888888897,0.016873790848403618
0.047385,-4.8267429529753585,0.052151320375892506,-2.9296888888888895e-05,-0.029296888888888897,0.016873790848403618
0.049646,-5.039428775623388,0.05042853671269936,-2.9296888888888895e-05,-0.029296888888888897,0.016873790848403618
