t_s,enc_as5600_deg,acc_deg,clar_counts,clar_deg,cmd_sps,cmd_dir,cmd_vel
0.001000,81.8262,0.000000,0,0.0000,2000.00,1,2000.00
0.002000,81.6504,-0.175781,2,1.4063,2000.00,1,2000.00
0.003001,80.6836,-1.142578,5,3.5156,2000.00,1,2000.00
0.004002,78.9258,-2.900391,7,4.9219,2000.00,1,2000.00
0.005003,77.3438,-4.482422,8,5.6250,2000.00,1,2000.00
0.006004,76.4648,-5.361328,9,6.3281,2000.00,1,2000.00
0.007005,75.4980,-6.328125,11,7.7344,2000.00,1,2000.00
0.008006,74.1797,-7.646484,14,9.8437,2000.00,1,2000.00
0.009006,72.8613,-8.964844,15,10.5469,2000.00,1,2000.00
0.010006,71.7188,-10.107422,17,11.9531,2000.00,1,2000.00
0.011007,70.6641,-11.162109,19,13.3594,2000.00,1,2000.00
0.012007,69.6094,-12.216797,21,14.7656,2000.00,1,2000.00
0.013007,68.2910,-13.535156,23,16.1719,2000.00,1,2000.00
0.014007,67.0605,-14.765625,25,17.5781,2000.00,1,2000.00
0.015007,65.8301,-15.996094,27,18.9844,2000.00,1,2000.00
0.016007,64.6875,-17.138672,29,20.3906,2000.00,1,2000.00
0.017007,63.5449,-18.281250,31,21.7969,2000.00,1,2000.00
0.018008,62.2266,-19.599609,32,22.5000,2000.00,1,2000.00
0.019008,60.9961,-20.830078,34,23.9063,2000.00,1,2000.00
0.020008,59.9414,-21.884766,36,25.3125,2000.00,1,2000.00
0.021008,58.7109,-23.115234,38,26.7188,2000.00,1,2000.00
0.022008,57.6563,-24.169922,40,28.1250,2000.00,1,2000.00
0.023008,56.3379,-25.488281,42,29.5313,2000.00,1,2000.00
0.024008,55.0195,-26.806641,44,30.9375,2000.00,1,2000.00
0.025008,53.9648,-27.861328,46,32.3438,2000.00,1,2000.00
0.026008,52.6465,-29.179687,48,33.7500,2000.00,1,2000.00
0.027008,51.4160,-30.410156,50,35.1563,2000.00,1,2000.00
0.028009,50.2734,-31.552734,51,35.8594,2000.00,1,2000.00
0.029009,49.0430,-32.783203,53,37.2656,2000.00,1,2000.00
0.030009,47.8125,-34.013672,55,38.6719,2000.00,1,2000.00
0.031009,46.5820,-35.244141,57,40.0781,2000.00,1,2000.00
0.032010,45.2637,-36.562500,59,41.4844,2000.00,1,2000.00
0.033011,44.1211,-37.705078,61,42.8906,2000.00,1,2000.00
0.034012,42.8906,-38.935547,63,44.2969,2000.00,1,2000.00
0.035013,41.3965,-40.429687,65,45.7031,2000.00,1,2000.00
0.036014,40.2539,-41.572266,67,47.1094,2000.00,1,2000.00
0.037014,38.8477,-42.978516,69,48.5156,2000.00,1,2000.00
0.038015,37.6172,-44.208984,71,49.9219,2000.00,1,2000.00
0.039016,36.4746,-45.351562,73,51.3281,2000.00,1,2000.00
0.040017,35.0684,-46.757812,74,52.0313,2000.00,1,2000.00
0.041018,33.8379,-47.988281,76,53.4375,2000.00,1,2000.00
0.042019,32.4316,-49.394531,78,54.8438,2000.00,1,2000.00
0.043019,31.1133,-50.712891,80,56.2500,2000.00,1,2000.00
0.044020,29.9707,-51.855469,82,57.6563,2000.00,1,2000.00
0.045021,28.4766,-53.349609,84,59.0625,2000.00,1,2000.00
0.046022,26.9824,-54.843750,86,60.4688,2000.00,1,2000.00
0.047023,25.6641,-56.162109,88,61.8750,2000.00,1,2000.00
0.048023,24.2578,-57.568359,90,63.2813,2000.00,1,2000.00
0.049024,23.0273,-58.798828,91,63.9844,2000.00,1,2000.00
0.050025,21.7090,-60.117187,94,66.0938,2000.00,1,2000.00
0.150921,243.0176,-198.808594,287,201.7969,2000.00,1,2000.00
0.151921,241.8750,-199.951172,289,203.2031,2000.00,1,2000.00
0.152921,240.5566,-201.269531,291,204.6094,2000.00,1,2000.00
0.153922,239.3262,-202.500000,293,206.0156,2000.00,1,2000.00
0.154923,238.1836,-203.642578,295,207.4219,2000.00,1,2000.00
0.155924,236.8652,-204.960937,297,208.8281,2000.00,1,2000.00
0.156924,235.6348,-206.191406,299,210.2344,2000.00,1,2000.00
0.157924,234.4922,-207.333984,301,211.6406,2000.00,1,2000.00
0.158924,233.0859,-208.740234,303,213.0469,2000.00,1,2000.00
0.159924,231.8555,-209.970703,305,214.4531,2000.00,1,2000.00
0.160924,230.5371,-211.289062,306,215.1562,2000.00,1,2000.00
0.161924,229.3066,-212.519531,308,216.5625,2000.00,1,2000.00
0.162924,228.0762,-213.750000,310,217.9687,2000.00,1,2000.00
0.163925,226.6699,-215.156250,312,219.3750,2000.00,1,2000.00
0.164926,225.3516,-216.474609,314,220.7812,2000.00,1,2000.00
0.165926,224.1211,-217.705078,316,222.1875,2000.00,1,2000.00
0.166926,222.8027,-219.023437,318,223.5937,2000.00,1,2000.00
0.167926,221.5723,-220.253906,320,225.0000,2000.00,1,2000.00
0.168926,220.1660,-221.660156,322,226.4062,2000.00,1,2000.00
0.169926,218.7598,-223.066406,323,227.1094,2000.00,1,2000.00
0.170926,217.4414,-224.384766,325,228.5156,2000.00,1,2000.00
0.171926,216.1230,-225.703125,327,229.9219,2000.00,1,2000.00
0.172927,214.7168,-227.109375,329,231.3281,2000.00,1,2000.00
0.173927,213.4863,-228.339844,331,232.7344,2000.00,1,2000.00
0.174927,211.9922,-229.833984,333,234.1406,2000.00,1,2000.00
0.175927,210.5859,-231.240234,335,235.5469,2000.00,1,2000.00
0.176927,209.4434,-232.382812,337,236.9531,2000.00,1,2000.00
0.177927,207.9492,-233.876953,339,238.3594,2000.00,1,2000.00
0.178927,206.6309,-235.195312,341,239.7656,2000.00,1,2000.00
0.179927,205.1367,-236.689453,343,241.1719,2000.00,1,2000.00
0.180928,203.6426,-238.183594,345,242.5781,2000.00,1,2000.00
0.181929,202.3242,-239.501953,347,243.9844,2000.00,1,2000.00
0.182929,200.8301,-240.996094,349,245.3906,2000.00,1,2000.00
0.183929,199.3359,-242.490234,351,246.7969,2000.00,1,2000.00
0.184929,198.0176,-243.808594,353,248.2031,2000.00,1,2000.00
0.185929,196.5234,-245.302734,355,249.6094,2000.00,1,2000.00
0.186929,195.2051,-246.621094,357,251.0156,2000.00,1,2000.00
0.187929,193.6230,-248.203125,358,251.7187,2000.00,1,2000.00
0.188929,192.2168,-249.609375,360,253.1250,2000.00,1,2000.00
0.189930,190.8984,-250.927734,362,254.5312,2000.00,1,2000.00
0.190931,189.2285,-252.597656,364,255.9375,2000.00,1,2000.00
0.191931,187.5586,-254.267578,366,257.3437,2000.00,1,2000.00
0.192931,186.2402,-255.585937,368,258.7500,2000.00,1,2000.00
0.193931,184.7461,-257.080078,370,260.1562,2000.00,1,2000.00
0.194931,183.4277,-258.398437,372,261.5625,2000.00,1,2000.00
0.195931,181.7578,-260.068359,374,262.9687,2000.00,1,2000.00
0.196931,180.0879,-261.738281,376,264.3750,2000.00,1,2000.00
0.197931,178.6816,-263.144531,377,265.0781,2000.00,1,2000.00
0.198932,177.1875,-264.638672,379,266.4844,2000.00,1,2000.00
0.199932,175.6055,-266.220703,381,267.8906,2000.00,1,2000.00
0.301329,41.9238,-399.902344,577,405.7031,2000.00,1,2000.00
0.302329,40.5176,-401.308594,578,406.4062,2000.00,1,2000.00
0.303330,39.3750,-402.451172,580,407.8125,2000.00,1,2000.00
0.304331,38.0566,-403.769531,582,409.2187,2000.00,1,2000.00
0.305332,36.7383,-405.087891,584,410.6250,2000.00,1,2000.00
0.306333,35.5078,-406.318359,586,412.0312,2000.00,1,2000.00
0.307334,34.1016,-407.724609,588,413.4375,2000.00,1,2000.00
0.308335,32.7832,-409.042969,590,414.8437,2000.00,1,2000.00
0.309336,31.5527,-410.273437,592,416.2500,2000.00,1,2000.00
0.310337,30.2344,-411.591797,594,417.6562,2000.00,1,2000.00
0.311338,29.0039,-412.822266,596,419.0625,2000.00,1,2000.00
0.312339,27.5977,-414.228516,598,420.4687,2000.00,1,2000.00
0.313340,26.1035,-415.722656,600,421.8750,2000.00,1,2000.00
0.314341,24.7852,-417.041016,602,423.2812,2000.00,1,2000.00
0.315342,23.3789,-418.447266,603,423.9844,2000.00,1,2000.00
0.316343,21.9727,-419.853516,605,425.3906,2000.00,1,2000.00
0.317344,20.8301,-420.996094,607,426.7969,2000.00,1,2000.00
0.318345,19.2480,-422.578125,609,428.2031,2000.00,1,2000.00
0.319346,17.6660,-424.160156,611,429.6094,2000.00,1,2000.00
0.320347,16.4355,-425.390625,613,431.0156,2000.00,1,2000.00
0.321348,15.1172,-426.708984,615,432.4219,2000.00,1,2000.00
0.322349,13.8867,-427.939453,617,433.8281,2000.00,1,2000.00
0.323350,12.2168,-429.609375,619,435.2344,2000.00,1,2000.00
0.324351,10.5469,-431.279297,620,435.9375,2000.00,1,2000.00
0.325352,9.2285,-432.597656,622,437.3437,2000.00,1,2000.00
0.326353,7.9102,-433.916016,624,438.7500,2000.00,1,2000.00
0.327354,6.3281,-435.498047,626,440.1562,2000.00,1,2000.00
0.328355,4.9219,-436.904297,628,441.5625,2000.00,1,2000.00
0.329355,3.3398,-438.486328,630,442.9687,2000.00,1,2000.00
0.330356,1.8457,-439.980469,632,444.3750,2000.00,1,2000.00
0.331357,0.3516,-441.474609,634,445.7812,2000.00,1,2000.00
0.332358,358.8574,-442.968750,636,447.1875,2000.00,1,2000.00
0.333359,357.5391,-444.287109,638,448.5937,2000.00,1,2000.00
0.334360,355.9570,-445.869141,640,450.0000,2000.00,1,2000.00
0.335361,354.2871,-447.539062,642,451.4062,2000.00,1,2000.00
0.336362,352.8809,-448.945312,643,452.1094,2000.00,1,2000.00
0.337363,351.4746,-450.351562,645,453.5156,2000.00,1,2000.00
0.338364,349.9805,-451.845703,647,454.9219,2000.00,1,2000.00
0.339365,348.4863,-453.339844,649,456.3281,2000.00,1,2000.00
0.340366,346.8164,-455.009766,651,457.7344,2000.00,1,2000.00
0.341367,345.3223,-456.503906,653,459.1406,2000.00,1,2000.00
0.342368,343.9160,-457.910156,655,460.5469,2000.00,1,2000.00
0.343369,342.3340,-459.492187,657,461.9531,2000.00,1,2000.00
0.344370,340.9277,-460.898437,659,463.3594,2000.00,1,2000.00
0.345371,339.4336,-462.392578,661,464.7656,2000.00,1,2000.00
0.346372,337.7637,-464.062500,663,466.1719,2000.00,1,2000.00
0.347373,336.2695,-465.556641,664,466.8750,2000.00,1,2000.00
0.348374,334.7754,-467.050781,666,468.2812,2000.00,1,2000.00
0.349375,333.3691,-468.457031,668,469.6875,2000.00,1,2000.00
0.350376,331.9629,-469.863281,670,471.0937,2000.00,1,2000.00
