t_s,enc_as5600_deg,acc_deg,clar_counts,clar_deg,a_belt,v_belt,axW,ayW,azW,cmd_sps,cmd_dir,cmd_vel,cam_t_s,cam_x_mm,cam_y_mm,cam_dx_mm,cam_dy_mm,cam_vx_mm,cam_vy_mm
0.02022,295.664,-0.088,0,0.000,0.005,0.007,0.002,0.005,0.005,0.0,1,0.0,nan,nan,nan,nan,nan,nannan
0.03029,295.664,-0.088,0,0.000,0.005,0.007,0.002,0.005,0.007,0.0,1,0.0,0.010,0.00,0.00,0.00,0.00,0.000.00
0.04986,295.752,0.000,0,0.000,0.001,0.007,0.007,0.001,0.005,0.0,1,0.0,0.024,0.00,0.00,0.00,0.00,0.000.00
0.05992,295.752,0.000,0,0.000,0.002,0.007,0.007,0.002,0.007,0.0,1,0.0,0.038,0.00,0.00,0.00,0.00,0.000.00
0.07016,295.664,-0.088,0,0.000,0.004,0.007,0.006,0.004,0.005,0.0,1,0.0,0.051,0.00,0.00,0.00,0.00,0.000.00
0.08020,295.664,-0.088,0,0.000,0.005,0.007,0.006,0.005,0.006,0.0,1,0.0,0.051,0.00,0.00,0.00,0.00,0.000.00
0.09978,295.752,0.000,0,0.000,0.004,0.008,0.006,0.004,0.005,0.0,1,0.0,0.073,0.00,0.00,0.00,0.00,0.000.00
0.10984,295.752,0.000,0,0.000,0.006,0.008,0.006,0.006,0.003,0.0,1,0.0,0.089,0.00,0.00,0.00,0.00,0.000.00
0.12007,295.752,0.000,0,0.000,0.005,0.008,0.006,0.005,0.003,0.0,1,0.0,0.102,0.00,0.00,0.00,0.00,0.000.00
0.15026,295.752,0.000,0,0.000,0.005,0.008,0.008,0.005,0.004,0.0,1,0.0,0.112,0.00,0.00,0.00,0.00,0.000.00
0.33354,295.752,0.000,0,0.000,0.001,0.008,0.004,0.001,0.004,0.0,1,0.0,0.112,0.00,0.00,0.00,0.00,0.000.00
0.35450,295.664,-0.088,0,0.000,0.001,0.008,0.005,0.001,0.001,0.0,1,0.0,0.112,0.00,0.00,0.00,0.00,0.000.00
0.36931,295.752,0.000,0,0.000,0.006,0.008,0.004,0.006,0.005,0.0,1,0.0,0.112,0.00,0.00,0.00,0.00,0.000.00
0.37936,295.664,-0.088,0,0.000,0.007,0.008,0.001,0.007,0.005,0.0,1,0.0,0.357,0.00,0.00,0.00,0.00,0.000.00
0.38959,295.664,-0.088,0,0.000,0.010,0.008,0.003,0.010,0.008,0.0,1,0.0,0.365,0.00,0.00,0.00,0.00,0.000.00
0.39964,295.664,-0.088,0,0.000,0.007,0.008,0.004,0.007,0.009,0.0,1,0.0,0.365,0.00,0.00,0.00,0.00,0.000.00
0.41923,295.752,0.000,0,0.000,0.005,0.008,0.003,0.005,0.002,0.0,1,0.0,0.393,0.00,0.00,0.00,0.00,0.000.00
0.42928,295.752,0.000,0,0.000,0.007,0.009,0.002,0.007,0.004,0.0,1,0.0,0.410,0.00,0.00,0.00,0.00,0.000.00
0.44930,295.664,-0.088,0,0.000,0.008,0.009,0.005,0.008,0.005,0.0,1,0.0,0.420,0.00,0.00,0.00,0.00,0.000.00
0.45936,295.752,0.000,0,0.000,0.006,0.009,0.008,0.006,0.006,0.0,1,0.0,0.432,0.00,0.00,0.00,0.00,0.000.00
0.46952,295.752,0.000,0,0.000,0.003,0.009,0.009,0.003,0.004,0.0,1,0.0,0.448,0.00,0.00,0.00,0.00,0.000.00
0.47953,295.664,-0.088,0,0.000,0.004,0.009,0.007,0.004,0.004,0.0,1,0.0,0.448,0.00,0.00,0.00,0.00,0.000.00
0.49894,295.752,0.000,0,0.000,0.007,0.009,0.006,0.007,-0.001,0.0,1,0.0,0.476,0.00,0.00,0.00,0.00,0.000.00
0.50917,295.752,0.000,0,0.000,0.011,0.009,0.007,0.011,-0.006,0.0,1,0.0,0.488,0.00,0.00,0.00,0.00,0.000.00
0.51923,295.664,-0.088,0,0.000,0.010,0.009,0.011,0.010,-0.004,0.0,1,0.0,0.488,0.00,0.00,0.00,0.00,0.000.00
0.52945,295.664,-0.088,0,0.000,0.007,0.009,0.013,0.007,-0.002,0.0,1,0.0,0.502,0.00,0.00,0.00,0.00,0.000.00
0.54887,295.752,0.000,0,0.000,0.004,0.009,0.009,0.004,-0.002,0.0,1,0.0,0.526,0.00,0.00,0.00,0.00,0.000.00
0.55909,295.752,0.000,0,0.000,0.005,0.009,0.007,0.005,-0.002,0.0,1,0.0,0.536,0.00,0.00,0.00,0.00,0.000.00
0.56915,295.664,-0.088,0,0.000,0.006,0.009,0.008,0.006,-0.001,0.0,1,0.0,0.551,0.00,0.00,0.00,0.00,0.000.00
0.57937,295.752,0.000,0,0.000,0.005,0.009,0.007,0.005,0.002,0.0,1,0.0,0.551,0.00,0.00,0.00,0.00,0.000.00
0.59880,295.752,0.000,0,0.000,0.005,0.010,0.009,0.005,0.005,0.0,1,0.0,0.575,0.00,0.00,0.00,0.00,0.000.00
0.60905,295.840,0.088,0,0.000,0.007,0.010,0.008,0.007,0.007,0.0,1,0.0,0.590,0.00,0.00,0.00,0.00,0.000.00
0.61908,295.752,0.000,0,0.000,0.007,0.010,0.006,0.007,0.005,0.0,1,0.0,0.590,0.00,0.00,0.00,0.00,0.000.00
0.63867,295.840,0.088,0,0.000,0.008,0.010,0.007,0.008,0.008,0.0,1,0.0,0.614,0.00,0.00,0.00,0.00,0.000.00
0.64872,295.752,0.000,0,0.000,0.010,0.010,0.007,0.010,0.010,0.0,1,0.0,0.628,0.00,0.00,0.00,0.00,0.000.00
0.65895,295.752,0.000,0,0.000,0.008,0.010,0.008,0.008,0.011,0.0,1,0.0,0.642,0.00,0.00,0.00,0.00,0.000.00
0.66900,295.752,0.000,0,0.000,0.007,0.010,0.006,0.007,0.010,0.0,1,0.0,0.642,0.00,0.00,0.00,0.00,0.000.00
0.68859,295.664,-0.088,0,0.000,0.014,0.010,0.004,0.014,0.005,0.0,1,0.0,0.665,0.00,0.00,0.00,0.00,0.000.00
0.69864,295.664,-0.088,0,0.000,0.013,0.010,0.006,0.013,0.005,0.0,1,0.0,0.680,0.00,0.00,0.00,0.00,0.000.00
0.70887,295.664,-0.088,0,0.000,0.011,0.011,0.004,0.011,0.008,0.0,1,0.0,0.680,0.00,0.00,0.00,0.00,0.000.00
0.71899,295.752,0.000,0,0.000,0.010,0.011,0.004,0.010,0.003,0.0,1,0.0,0.691,0.00,0.00,0.00,0.00,0.000.00
0.73892,295.664,-0.088,0,0.000,0.007,0.011,0.004,0.007,0.003,0.0,1,0.0,0.715,0.00,0.00,0.00,0.00,0.000.00
0.75851,295.752,0.000,0,0.000,0.005,0.011,0.005,0.005,0.004,0.0,1,0.0,0.732,0.00,0.00,0.00,0.00,0.000.00
0.76856,295.752,0.000,0,0.000,0.007,0.011,0.006,0.007,0.005,0.0,1,0.0,0.746,0.00,0.00,0.00,0.00,0.000.00
0.77879,295.752,0.000,0,0.000,0.007,0.011,0.005,0.007,0.005,0.0,1,0.0,0.746,0.00,0.00,0.00,0.00,0.000.00
0.78885,295.752,0.000,0,0.000,0.006,0.011,0.005,0.006,0.006,0.0,1,0.0,0.759,0.00,0.00,0.00,0.00,0.000.00
0.80843,295.752,0.000,0,0.000,0.008,0.011,0.004,0.008,0.006,0.0,1,0.0,0.776,0.00,0.00,0.00,0.00,0.000.00
0.81849,295.840,0.088,0,0.000,0.008,0.011,0.003,0.008,0.009,0.0,1,0.0,0.794,0.00,0.00,0.00,0.00,0.000.00
0.82871,295.840,0.088,0,0.000,0.007,0.011,0.005,0.007,0.010,0.0,1,0.0,0.794,0.00,0.00,0.00,0.00,0.000.00
