t_s,enc_as5600_deg,acc_deg,clar_counts,clar_deg,a_belt,v_belt,axW,ayW,azW,cmd_sps,cmd_dir,cmd_vel,cam_t_s,cam_x_mm,cam_y_mm,cam_dx_mm,cam_dy_mm,cam_vx_mm,cam_vy_mm
0.02007,23.291,0.000,0,0.000,0.005,0.010,0.010,0.005,0.005,389.0,1,389.0,nan,nan,nan,nan,nan,nannan
0.03013,23.291,0.000,0,0.000,0.005,0.010,0.010,0.005,0.004,389.0,1,389.0,0.006,0.00,0.00,0.00,0.00,0.000.00
0.04972,23.291,0.000,0,0.000,0.002,0.010,0.008,0.002,0.005,389.0,1,389.0,0.025,0.00,0.00,0.00,0.00,0.000.00
0.05977,23.203,-0.088,0,0.000,0.004,0.010,0.006,0.004,0.004,389.0,1,389.0,0.033,0.00,0.00,0.00,0.00,0.000.00
0.07000,23.203,-0.088,0,0.000,0.002,0.010,0.007,0.002,0.008,389.0,1,389.0,0.041,0.00,0.00,0.00,0.00,0.000.00
0.08005,23.291,0.000,0,0.000,0.000,0.010,0.007,0.000,0.010,389.0,1,389.0,0.055,0.00,0.00,0.00,0.00,0.000.00
0.09964,23.291,0.000,0,0.000,0.003,0.010,0.011,0.003,0.007,389.0,1,389.0,0.079,0.00,0.00,0.00,0.00,0.000.00
0.10969,23.291,0.000,0,0.000,0.001,0.010,0.010,0.001,0.006,389.0,1,389.0,0.079,0.00,0.00,0.00,0.00,0.000.00
0.11991,23.203,-0.088,0,0.000,0.003,0.010,0.010,0.003,0.009,389.0,1,389.0,0.093,0.00,0.00,0.00,0.00,0.000.00
0.12997,23.203,-0.088,0,0.000,0.005,0.010,0.011,0.005,0.011,389.0,1,389.0,0.106,0.00,0.00,0.00,0.00,0.000.00
0.14955,23.291,0.000,0,0.000,0.002,0.010,0.010,0.002,0.011,389.0,1,389.0,0.129,0.00,0.00,0.00,0.00,0.000.00
0.15962,23.291,0.000,0,0.000,0.003,0.010,0.008,0.003,0.017,389.0,1,389.0,0.140,0.00,0.00,0.00,0.00,0.000.00
0.16984,23.291,0.000,0,0.000,0.002,0.010,0.005,0.002,0.013,389.0,1,389.0,0.151,0.00,0.00,0.00,0.00,0.000.00
0.17989,23.203,-0.088,0,0.000,0.005,0.010,0.002,0.005,0.007,389.0,1,389.0,0.151,0.00,0.00,0.00,0.00,0.000.00
0.19947,23.291,0.000,0,0.000,0.004,0.010,0.002,0.004,0.007,389.0,1,389.0,0.165,0.00,0.00,0.00,0.00,0.000.00
0.20953,23.203,-0.088,0,0.000,0.005,0.010,0.004,0.005,0.006,389.0,1,389.0,0.190,0.00,0.00,0.00,0.00,0.000.00
